algorithm,dataset,package_default,random_search,random_search_package_tunability,bayesian_optimization,bayesian_optimization_package_tunability,optimal_default,random_search_optimal_tunability,bayesian_optimization_optimal_tunability
logistic_regression,blood-transfusion-service-center,0.885911306042885,0.8852708159287106,-0.0006404901141744,0.8870168476747425,0.0011055416318574,0.8835164299637984,0.0017543859649121751,0.003500417710944115
logistic_regression,credit-g,0.6183333333333333,0.6187142857142856,0.0003809523809522,0.6184761904761905,0.0001428571428572,0.6179523809523809,0.0007619047619046304,0.000523809523809593
logistic_regression,diabetes,0.8310824598183089,0.8333298392732356,0.0022473794549267,0.8333962264150943,0.0023137665967853,0.833020964360587,0.00030887491264852684,0.0003752620545072194
logistic_regression,churn,0.6758473548061694,0.6764387220167701,0.0005913672106007,0.676437070748183,0.0005897159420136,0.6762114397283872,0.00022728228838297948,0.00022563101979589106
logistic_regression,ozone-level-8hr,0.9032498056850988,0.906265545192094,0.0030157395069952,0.9064634410393072,0.0032136353542082,0.9060937985787254,0.0001717466133686063,0.0003696424605817983
logistic_regression,sick,0.9313063182600608,0.9497044933229228,0.018398175062862,0.9498719728392148,0.0185656545791539,0.9450827015033466,0.004621791819576226,0.0047892713358681505
logistic_regression,qsar-biodeg,0.9042295177942152,0.9188401713237058,0.0146106535294905,0.9188601553364956,0.0146306375422802,0.9122949206027533,0.006545250720952467,0.0065652347337422645
logistic_regression,kc1,0.795684808141847,0.7957471703225174,6.236218067035004e-05,0.7958624295950799,0.0001776214532328,0.7955598350756976,0.00018733524681979752,0.0003025945193823043
random_forest,blood-transfusion-service-center,0.5385818713450293,0.8051141743247007,0.2665323029796713,0.813934140907825,0.2753522695627957,0.7749519632414369,0.03016221108326378,0.03898217766638812
random_forest,credit-g,0.6362380952380953,0.6643571428571429,0.0281190476190476,0.6678809523809524,0.031642857142857,0.6564642857142857,0.007892857142857146,0.01141666666666663
random_forest,diabetes,0.8236652690426276,0.8400377358490566,0.016372466806429,0.840875611460517,0.0172103424178894,0.8365080363382249,0.0035296995108317075,0.004367575122292133
random_forest,churn,0.7568060578709692,0.7792640536287019,0.0224579957577326,0.7796497029509226,0.0228436450799534,0.7713129634187077,0.007951090209994183,0.00833673953221492
random_forest,ozone-level-8hr,0.8547112619364867,0.8860390850544082,0.0313278231179214,0.8851926215856096,0.0304813596491229,0.8860390850544082,0.0,-0.000846463468798575
random_forest,sick,0.994218685316398,0.9950224713360478,0.0008037860196498,0.9952186699616012,0.0009999846452032,0.9901410271745774,0.004881444161470405,0.005077642787023828
random_forest,qsar-biodeg,0.9203028442437196,0.9227196673244906,0.002416823080771,0.9224812262865764,0.0021783820428569,0.8963558891317529,0.02636377819273772,0.026125337154823458
random_forest,kc1,0.768963566176058,0.7988891583190989,0.0299255921430409,0.7997002672366189,0.0307367010605609,0.7896236496484348,0.009265508670664113,0.010076617588184122
xgb,blood-transfusion-service-center,0.5545453912559175,0.8160108604845446,0.2614654692286271,0.8291617933723197,0.2746164021164021,0.5,0.31601086048454463,0.32916179337231966
xgb,credit-g,0.6222619047619048,0.6613571428571428,0.0390952380952379,0.6639880952380952,0.0417261904761904,0.5,0.16135714285714275,0.1639880952380952
xgb,diabetes,0.7934919636617749,0.8446191474493361,0.0511271837875612,0.8392124388539483,0.0457204751921733,0.5840925925925926,0.2605265548567435,0.25511984626135564
xgb,churn,0.747812433351001,0.7796077118478124,0.0317952784968114,0.7855437998476349,0.0377313664966338,0.7073246586289049,0.07228305321890749,0.07821914121872997
xgb,ozone-level-8hr,0.8717486120364202,0.902921663335554,0.0311730512991338,0.9040448312236288,0.0322962191872084,0.7647403120142128,0.13818135132134124,0.139304519209416
xgb,sick,0.993981507701433,0.9940268356808886,4.532797945555611e-05,0.9947562139620688,0.0007747062606358,0.9674384216623736,0.026588414018514972,0.02731779229969522
xgb,qsar-biodeg,0.9131483424930076,0.9204168697235372,0.0072685272305295,0.9220628044847824,0.0089144619917749,0.8637180637783537,0.056698805945183506,0.0583447407064287
xgb,kc1,0.7306340008306301,0.7958539807845822,0.0652199799539521,0.7989417593862406,0.0683077585556104,0.751070845875869,0.04478313490871322,0.04787091351037154
