param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_depth,param_model__learning_rate,param_model__subsample,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
120,5,5,5,0.05114661793297576,0.7555908304525623,0.8531792528153634,0.004236989357185859,0.856686701728024,0.8474030968938755,0.8587035875701317,0.8495171837387057,0.8535856941460795
120,5,5,5,0.051196287578568964,0.7556120799048885,0.8530649141442375,0.004076090671659554,0.8562492732818145,0.8475007174692719,0.8585640097273729,0.8496522861396125,0.8533582841031149
63,5,2,8,0.1870008639563202,0.9948817323338647,0.8370308424781168,0.0042174310404469156,0.836674559944188,0.8322582016667663,0.8447877605616232,0.8346201161041502,0.836813574113856
119,5,5,5,0.05124318921205196,0.7555988078278868,0.8534546707219255,0.004054519132955332,0.8569916438588958,0.8484137076070764,0.8588328159536075,0.8495370435119238,0.853498142678124
119,5,5,5,0.05124222158589009,0.7555988078278868,0.8534471184880982,0.004026720495805056,0.8569910848449072,0.8484142670373078,0.8587592508781656,0.8495790007792863,0.8534919889008236
122,5,5,5,0.05024430945449448,0.7555988078278868,0.8530279372773689,0.003946253492934316,0.8566134708954957,0.8480816857646825,0.8580851374492107,0.8491627846870518,0.8531966075904046
122,5,5,5,0.05024081104867516,0.7555988078278868,0.8529862612668481,0.003994336511638735,0.8566031291367036,0.8478780531604173,0.8580834591585161,0.8491689384195984,0.8531977264590047
44,6,3,1,0.43792816813304325,0.7922563515322903,0.8488465919649955,0.0037139384473152035,0.8509350067976101,0.8443533629868651,0.8530200561332295,0.8443961593995746,0.8515283745076978
122,6,5,5,0.05009191226952214,0.7555908304525623,0.8529886045389187,0.003914272993008468,0.8562660437014775,0.8480352530554679,0.8583712860126218,0.8494788627678482,0.8527915771571787
122,5,5,5,0.050417728639627665,0.7555908304525623,0.8529958341155579,0.003914216931440934,0.8561849866731064,0.8478442076314117,0.8581726882804401,0.8493974656691652,0.8533798223236662
120,5,4,5,0.05101305873492954,0.7555908304525623,0.8529158463095776,0.0035205937771358078,0.8553623975886373,0.8483974841303629,0.8578138137869342,0.849554945279332,0.853450590762621
47,2,2,1,0.08623940156232984,0.7665373655292387,0.8366031755421661,0.005992766745227547,0.837736966029838,0.830656832629104,0.8436543549126087,0.8287497349699278,0.842217989169352
120,5,5,5,0.050944933356074695,0.7555854605267013,0.8530026522314996,0.0037997434222340394,0.8562297077922079,0.8485113281824728,0.8580672356818029,0.8490128573850104,0.8531921321160043
120,5,5,5,0.052331300416244744,0.75558893105098,0.8531575420338451,0.004018869491831585,0.8559666917104932,0.8484290919384425,0.8589346322557402,0.8490274025710294,0.8534298916935196
119,6,1,7,0.07952219024446655,0.8641023913347666,0.8471019444184156,0.0042914331091656365,0.8472035884225966,0.8420722862179328,0.8543652061248659,0.843558132912791,0.8483105084138919
120,5,5,5,0.0523543272406586,0.7555988078278868,0.8530810380248935,0.0040873667676806025,0.8561662597044828,0.8483068564328603,0.85881687219201,0.8488067073447036,0.8533084944504117
59,6,3,2,0.11901599503670558,0.9453699000586653,0.8507384124607247,0.0036738158741347724,0.8543600855067797,0.8457905392515831,0.8539268925384874,0.8468084225577934,0.8528061224489797
120,5,5,5,0.051358725802710795,0.7555988078278868,0.8529398520843927,0.003830943019636512,0.8560684322564489,0.8480760914623673,0.8581290527223834,0.8493362080588163,0.8530894759219478
65,9,1,8,0.3879597419853793,0.9695931238449985,0.8191030943585904,0.005572663332588845,0.8171487603305785,0.8194517248073181,0.8270566193742998,0.8101014079180636,0.8217569593626924
119,3,5,3,0.052331300416244744,0.75558893105098,0.8531694056406917,0.0036820031645930815,0.8574433271618188,0.8485532854498351,0.8570269751663326,0.8495208200352107,0.8533026203902614
122,4,5,3,0.051244167056954004,0.7555988078278868,0.8529445152829507,0.00345941846137263,0.8574385755429144,0.8483762257815659,0.8558966463835913,0.8497857102498247,0.8532254184568564
122,5,5,3,0.05126128869895219,0.7555988078278868,0.8530032555790636,0.003421329013250892,0.8574391345569032,0.8485295096649964,0.8558944086626652,0.8497868291102877,0.8533663959004654
121,5,5,5,0.051244167056954004,0.7555988078278868,0.8534977594799324,0.004091789170738111,0.8569066737326035,0.8484755246476569,0.8590842798426659,0.849540400093313,0.8534819190834229
124,1,5,5,0.0512171903126236,0.7512707329282243,0.853010763728905,0.0038206374247932258,0.8558515348288076,0.8483630791711256,0.8585715620354981,0.8494987225410664,0.8527689200680272
124,1,5,5,0.05122221712550765,0.750468820834785,0.8527372570400289,0.00400616089281642,0.8562327823691459,0.8481155312936881,0.858205135233867,0.8486500668798842,0.8524827694235588
127,3,5,5,0.05113114584863063,0.751107782677686,0.8531410317798475,0.003865438804529004,0.8563823186111409,0.8484609794616379,0.8585833100703595,0.849611727447829,0.8526668233082706
141,5,5,5,0.05113247985051757,0.7510768711068462,0.8530378997563162,0.003995936313560689,0.8561992415298201,0.8483496528455698,0.8588619063256455,0.8493543895413399,0.8524243085392051
130,3,5,5,0.05113626288340502,0.750350413475464,0.8528475514319579,0.003888498177135283,0.8556530848627956,0.8481787469098472,0.8585396745123028,0.8491720152858716,0.8526942355889724
129,4,5,5,0.05113114584863063,0.750913801231114,0.8525964965915174,0.0038209996853916565,0.8555351329111659,0.8475748419749453,0.8579315738506647,0.849327816605344,0.8526131176154672
139,5,5,5,0.051244167056954004,0.7500278481377511,0.8526355080825901,0.004040553352231827,0.8557771859683019,0.8477588945211081,0.8585080667042232,0.8489963541931812,0.8521370390261368
138,5,5,5,0.051244167056954004,0.7507985322269817,0.8522491650562758,0.0044029894059512365,0.8557769064613074,0.846763108709042,0.8585307236285986,0.848416225043118,0.8517588614393127
146,5,5,5,0.0512171903126236,0.7510859670769979,0.8525881255760325,0.003905010497606186,0.8553959384279632,0.8479826666137071,0.8583270910243336,0.848821811960954,0.8524131198532044
136,5,5,5,0.05122221712550765,0.7505134396683374,0.8528645485855465,0.004096690351079031,0.8561000165468141,0.8481158110088038,0.8583382796289635,0.8483258770607311,0.8534427586824204
144,5,5,5,0.05124318921205196,0.7509908697352976,0.8530361758200368,0.003940744339013775,0.8561366319630783,0.8478769342999541,0.858475899465912,0.8495977416920415,0.8530936716791979
144,1,5,8,0.051052629874162155,0.7510711501475162,0.8476233802043911,0.004172745363839806,0.8498980358484491,0.8429914300882836,0.8536854983935962,0.8428711525885118,0.8486707841031149
