param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_depth,param_model__learning_rate,param_model__subsample,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
131,3,1,5,0.17009533448144792,0.8738789157941937,0.929422869166421,0.0054000219818843755,0.9250552015204874,0.9307544091341048,0.931731969370224,0.9220612473239997,0.9375115184832897
65,9,5,1,0.3386726832017303,0.9706250671297312,0.8908530490446914,0.008546711341865654,0.8876360822293029,0.8873609480686455,0.8910655001008823,0.8814218546788842,0.9067808601457421
35,4,3,8,0.4101267686579376,0.8921825264114887,0.9217715302246287,0.005234268847776079,0.916147842249427,0.9224899030130247,0.925187287262894,0.9157314313314974,0.9293011872663003
92,7,3,4,0.12858240040950478,0.7643198838923126,0.928567245208414,0.006208408939629228,0.9231650735088601,0.9276213734697301,0.9324281006446856,0.9213065956036296,0.9383150828151653
107,6,4,7,0.0623542903456837,0.83670663414523,0.9305906581181157,0.005882226620005646,0.9267025127173123,0.9297787746659959,0.932708474721351,0.9232386437580957,0.9405248847278233
14,5,1,3,0.4567970823030919,0.9452821505255997,0.9099028709591093,0.009946899415660451,0.9049861297445357,0.9067775588350383,0.9143238835914784,0.8969712612204221,0.9264555214040714
46,9,4,6,0.3023172485642135,0.9292441790457815,0.9269627350871088,0.00701665147529751,0.9206015218849574,0.9267959709877579,0.9310629147199885,0.9185351720981502,0.9378180957446903
148,1,2,2,0.246665464155376,0.7897734313737601,0.9248568705729096,0.006594037600202039,0.9197315738722119,0.924038515288725,0.9263585696205517,0.9176346559827547,0.936521038100304
77,5,4,8,0.25944099836051465,0.7680829782038927,0.9247508359428569,0.006467312896316216,0.9216776021577504,0.923855965956733,0.9277971244625072,0.915485994834479,0.9349374923028144
117,6,2,4,0.3159595117904246,0.8883888246491551,0.926849714254838,0.005684717291322777,0.922539689194477,0.9291280605399966,0.9281657159277805,0.9189666512067877,0.9354484544051485
84,1,5,5,0.49941924600861964,0.9978258407209069,0.9238585282846945,0.006157950687295388,0.9224532184582704,0.9195044790094472,0.927191830895127,0.9162790778924603,0.9338640351681676
36,10,2,1,0.10581260588951409,0.8466476548928767,0.8540018107238131,0.010135168544664284,0.8470481161607691,0.8514450220806081,0.852768235451337,0.8452409339164415,0.87350674600991
22,8,3,6,0.14219636633060873,0.8013605293817818,0.9225736986176418,0.006689955177471097,0.9193101382134272,0.9223125943317123,0.924787688695684,0.9130482252146259,0.9334098466327596
105,2,3,2,0.4228225071448833,0.9176265927962959,0.9235496820539305,0.0045997380473417025,0.9204303272961037,0.9252927776846106,0.926467749556948,0.9163244967460011,0.9292330589859892
135,7,1,7,0.3822159443050623,0.9646818086039275,0.9272284378759161,0.004424227577532299,0.9239502976689586,0.928209199787579,0.9284460900044458,0.9212838861768593,0.934252715741738
60,3,5,3,0.21274407887831331,0.8172763695474714,0.9239225523997859,0.006968898956558124,0.9196909588294482,0.9241756456481637,0.9242662453194561,0.915296458464895,0.9361834537369672
94,10,2,7,0.19455157001502815,0.9100054139271379,0.9282856488794804,0.004981228424389322,0.9240734529599195,0.9277873274079044,0.9315546611535166,0.9221381099992226,0.9358746928768388
28,1,4,3,0.3634467554744333,0.8094859328120947,0.9190327709905232,0.008401654685790497,0.9137642196321762,0.9203595785119347,0.9219280478015965,0.9070162520886121,0.9320957569182959
69,6,2,6,0.4344578799791634,0.8248067360837013,0.9164068621170252,0.007994245025033287,0.9162701240986081,0.9171147422997373,0.922057753566035,0.9017258290906011,0.9248658615301438
126,5,5,2,0.1534747824072838,0.956709740916267,0.9202658063400172,0.007469769079541501,0.9158508720442731,0.9198372603275755,0.9214843405400827,0.9108698671236501,0.933286691664505
145,4,4,5,0.08064345763996245,0.8806608836166561,0.9311825018795314,0.005971648482747915,0.927536649617083,0.9311623064453016,0.9344108082896395,0.9226123876429274,0.9401903574027054
52,8,3,1,0.47367319986224177,0.7763457824476063,0.8920663459875267,0.007516614352322878,0.8903105609592488,0.8887807276818156,0.8930355428732142,0.882714108406069,0.9054907900172855
14,3,5,8,0.32050838028080764,0.8540406522806734,0.922295509370565,0.007006158797493917,0.9210251411481916,0.9229462763430042,0.9241177606059573,0.910754573110816,0.932633795644856
115,9,1,4,0.26363269886933266,0.9899605072569102,0.9286837632554953,0.005706589383768358,0.9230768558890938,0.9300355665492761,0.9322272095617168,0.9213991801896937,0.9366800040876968
44,7,5,6,0.2210567496251315,0.9526603352278471,0.9265447082914727,0.006411348881758427,0.9214103289731119,0.9285533358488457,0.9261541847796181,0.9191160093597777,0.9374896824960105
84,4,1,2,0.27701077037490907,0.8288255343213677,0.9202943681702459,0.007412457493286171,0.9172824431214713,0.9190904676057912,0.9212039664634173,0.9105916766457129,0.933303287014837
