,params_1,mean_def,mean_test_score_1,mean_test_score_2,mean_test_score_3,mean_test_score_4
0,"{'n_estimators': 158, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_depth': 9}",0.7519327890867491,0.8358884299951758,0.862199263388676,0.827048550663322,0.4825949122998227
1,"{'n_estimators': 154, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_depth': 10}",0.7516388013359075,0.8331621306788097,0.8627934024018993,0.8273482984140609,0.48325137384886024
2,"{'n_estimators': 186, 'min_samples_split': 3, 'min_samples_leaf': 8, 'max_depth': 13}",0.7514487573529606,0.8378161758072803,0.861162447563873,0.8298032271303996,0.47701317891028966
3,"{'n_estimators': 82, 'min_samples_split': 7, 'min_samples_leaf': 6, 'max_depth': 18}",0.7487141257209055,0.8394117139484077,0.8613697435673068,0.8284669634544755,0.4656080819134318
4,"{'n_estimators': 93, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_depth': 12}",0.7452840356342612,0.829571777644424,0.859175740974472,0.825751323903773,0.4666373000143755
5,"{'n_estimators': 137, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 6}",0.7520478081410957,0.8346047042488852,0.855172329793147,0.8155362530158431,0.5028779455065073
6,"{'n_estimators': 164, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 18}",0.7434123248824149,0.8320168574801636,0.8574414312348778,0.8239258118418485,0.46026519897276996
7,"{'n_estimators': 124, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_depth': 9}",0.7544718448749469,0.8338222316354266,0.8618647288275428,0.8257853203391878,0.4964150986976302
8,"{'n_estimators': 147, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_depth': 6}",0.7532294972973492,0.8355605367095359,0.8550613164919311,0.8162761312742862,0.5060200047136437
9,"{'n_estimators': 140, 'min_samples_split': 9, 'min_samples_leaf': 5, 'max_depth': 14}",0.7489481950873152,0.8406138585901374,0.8605489562771625,0.8281008314970433,0.46652913398491797
10,"{'n_estimators': 198, 'min_samples_split': 6, 'min_samples_leaf': 8, 'max_depth': 15}",0.7505006848186829,0.8375757468789344,0.8621373806602805,0.8303604683872295,0.47192914334828723
11,"{'n_estimators': 75, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_depth': 10}",0.7537685707390473,0.8316787665564537,0.8617719701199008,0.8288615151449831,0.4927620311348518
12,"{'n_estimators': 70, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_depth': 13}",0.7477842928732867,0.8351263526578575,0.8581526806524735,0.8263037391681941,0.4715543990146222
13,"{'n_estimators': 57, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_depth': 15}",0.7436506444517277,0.8306150744623687,0.8559217982648749,0.8245922277713985,0.4634734773082687
14,"{'n_estimators': 66, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_depth': 8}",0.754168372783699,0.8349369119198623,0.8616302869570499,0.8246849940699277,0.4954212981879558
15,"{'n_estimators': 197, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 15}",0.7475819978310996,0.8391202968297112,0.8593400539490571,0.8252337630289729,0.4666338775166569
16,"{'n_estimators': 116, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_depth': 20}",0.7508021003620386,0.8451090558948232,0.8601916047368242,0.8274435313309326,0.47046420948557466
17,"{'n_estimators': 101, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 19}",0.743569634260006,0.83318252595495,0.8558957808717073,0.8220200274395203,0.4631802027738466
18,"{'n_estimators': 148, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_depth': 16}",0.7494288479661324,0.8416775506842223,0.8613603093932009,0.8295180646011634,0.46515946718594314
19,"{'n_estimators': 69, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_depth': 11}",0.7530189571899222,0.8386292413349493,0.8612846078323039,0.8281042633138673,0.4840577162785682
20,"{'n_estimators': 81, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_depth': 19}",0.7484135121253573,0.8398211883386087,0.8592569922093792,0.827248775726159,0.46732709222728247
21,"{'n_estimators': 99, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 14}",0.7501834987020709,0.8367728789893355,0.8608320770870753,0.8286265429368008,0.4745024957950719
22,"{'n_estimators': 76, 'min_samples_split': 7, 'min_samples_leaf': 6, 'max_depth': 15}",0.7486119277805381,0.8347066806295865,0.8610514249617612,0.8279964828167324,0.4706931227140722
23,"{'n_estimators': 133, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_depth': 20}",0.7515717696892327,0.8382970336639722,0.8619812130412479,0.8303540337306842,0.47565479832102603
24,"{'n_estimators': 70, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_depth': 15}",0.7508689470801171,0.8405526727617164,0.8607911048631941,0.8269306892042657,0.47520132149129185
25,"{'n_estimators': 113, 'min_samples_split': 4, 'min_samples_leaf': 6, 'max_depth': 5}",0.754283427551711,0.8367524837131954,0.8507096635625592,0.8107206633015558,0.5189508996295334
26,"{'n_estimators': 190, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_depth': 17}",0.7491430072918458,0.8364304736802884,0.861244636691389,0.8278997484800001,0.47099717031570565
27,"{'n_estimators': 77, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 15}",0.7478416441339832,0.8392587493773558,0.859599740193297,0.8257917549957333,0.46671633196954665
28,"{'n_estimators': 196, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_depth': 13}",0.7459632038048591,0.8271835692517678,0.8601771858746025,0.8265559777047731,0.469936082388293
29,"{'n_estimators': 69, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 5}",0.7516140734536961,0.8275463698369553,0.8476489961561304,0.8076147618313761,0.5236461659903227
30,"{'n_estimators': 145, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_depth': 20}",0.7500911522043037,0.8420462345221426,0.8604200932326144,0.8291436748344978,0.46875460622796
31,"{'n_estimators': 93, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_depth': 18}",0.7491402023775628,0.8397498048721177,0.8605134491831912,0.8248295593536473,0.47146799610129525
32,"{'n_estimators': 121, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_depth': 11}",0.7524257086938274,0.8343846705966795,0.8625276544118415,0.8281689316121486,0.4846215781546401
33,"{'n_estimators': 171, 'min_samples_split': 6, 'min_samples_leaf': 8, 'max_depth': 14}",0.7516119142483978,0.840342836747581,0.8616956289220971,0.8286211807230129,0.4757880106009004
34,"{'n_estimators': 109, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_depth': 6}",0.7547135803202769,0.834998097748283,0.855794008585538,0.8180456618242659,0.5100165531230209
35,"{'n_estimators': 99, 'min_samples_split': 5, 'min_samples_leaf': 7, 'max_depth': 20}",0.7496222972772563,0.8364202760422182,0.8621560905100756,0.8275236428049225,0.47238917975180866
36,"{'n_estimators': 181, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 6}",0.7555764545703527,0.8401941865618663,0.8552383220545546,0.8150046967630566,0.5118686129019335
37,"{'n_estimators': 149, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_depth': 9}",0.7544595315541549,0.8378161758072803,0.861946256232878,0.8249949300268636,0.49308076414959756
38,"{'n_estimators': 160, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_depth': 18}",0.7426055110078422,0.8302216809629708,0.8579435375328769,0.8244149529835733,0.4578418725519477
39,"{'n_estimators': 186, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_depth': 15}",0.7500329803111427,0.8395399688579822,0.8614153770380296,0.8293373579965139,0.4698392173520451
