mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__rf1__n_estimators,param_model__rf1__min_samples_split,param_model__rf1__min_samples_leaf,param_model__rf1__max_features,param_model__rf1__max_depth,param_model__kn1__weights,param_model__kn1__p,param_model__kn1__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,mean_test_score,std_test_score,rank_test_score
3.9039734431675504,0.039997113427664835,0.048027992248535156,0.004275952814094072,86,3,6,sqrt,7,uniform,1,8,"{'model__rf1__n_estimators': 86, 'model__rf1__min_samples_split': 3, 'model__rf1__min_samples_leaf': 6, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 7, 'model__kn1__weights': 'uniform', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 8}",0.8741258741258742,0.8741258741258742,0.8951048951048951,0.8706293706293706,0.8881118881118881,0.8385698808234019,0.8983305426967398,0.8769997608025778,0.018670961078229808,460
1.9446254457746233,0.03728883871660919,0.03888082504272461,0.0028036434618065064,43,2,1,sqrt,5,distance,1,20,"{'model__rf1__n_estimators': 43, 'model__rf1__min_samples_split': 2, 'model__rf1__min_samples_leaf': 1, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 5, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 20}",0.8601398601398602,0.881118881118881,0.9020979020979021,0.8776223776223777,0.8916083916083916,0.8315522505663351,0.8983305426967398,0.8774957436929267,0.022877613182319533,428
0.7773769583020892,0.046741627494812366,0.025156804493495395,0.0028036036872561777,14,1,1,sqrt,4,uniform,2,14,"{'model__rf1__n_estimators': 14, 'model__rf1__min_samples_split': 1, 'model__rf1__min_samples_leaf': 1, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 4, 'model__kn1__weights': 'uniform', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 14}",0.8706293706293706,0.8881118881118881,0.8881118881118881,0.8706293706293706,0.8741258741258742,0.8104008667388949,0.8737811484290358,0.8679700581109032,0.0245281329859685,818
1.0517873764038086,0.009425226519662423,0.028573547090802873,0.0039643140036505035,18,3,5,log2,8,uniform,1,4,"{'model__rf1__n_estimators': 18, 'model__rf1__min_samples_split': 3, 'model__rf1__min_samples_leaf': 5, 'model__rf1__max_features': 'log2', 'model__rf1__max_depth': 8, 'model__kn1__weights': 'uniform', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 4}",0.881118881118881,0.8811188811188811,0.8881118881118881,0.8636363636363636,0.8636363636363635,0.8384221412390427,0.8807249088939231,0.870967061107906,0.015865189412183935,748
4.632974897112165,0.14620652019939717,0.05372789927891323,0.00904664471287985,95,5,2,sqrt,7,distance,1,1,"{'model__rf1__n_estimators': 95, 'model__rf1__min_samples_split': 5, 'model__rf1__min_samples_leaf': 2, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 7, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 1}",0.8601398601398602,0.8881118881118881,0.8671328671328671,0.8811188811188811,0.8566433566433567,0.8420910075839654,0.8561508913621589,0.8644841074418539,0.01460551222635367,908
0.9380359649658203,0.05950019568446424,0.03200731958661761,0.0047789012059379415,17,1,3,log2,5,uniform,1,6,"{'model__rf1__n_estimators': 17, 'model__rf1__min_samples_split': 1, 'model__rf1__min_samples_leaf': 3, 'model__rf1__max_features': 'log2', 'model__rf1__max_depth': 5, 'model__kn1__weights': 'uniform', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 6}",0.8881118881118881,0.8776223776223777,0.8916083916083917,0.8776223776223777,0.8951048951048951,0.8350241307987787,0.8736826553727962,0.876968102320215,0.018663992627914874,486
0.47388955524989534,0.037285732012243715,0.02285780225481306,0.005111802814377559,5,5,2,sqrt,7,uniform,2,6,"{'model__rf1__n_estimators': 5, 'model__rf1__min_samples_split': 5, 'model__rf1__min_samples_leaf': 2, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 7, 'model__kn1__weights': 'uniform', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 6}",0.8776223776223776,0.8776223776223776,0.8951048951048951,0.8706293706293706,0.9125874125874125,0.8315522505663351,0.8912882891756131,0.8794867104726259,0.023488531612384914,282
2.960979870387486,0.05168821600078542,0.04629720960344587,0.0029143402356416447,81,2,3,sqrt,3,distance,1,6,"{'model__rf1__n_estimators': 81, 'model__rf1__min_samples_split': 2, 'model__rf1__min_samples_leaf': 3, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 3, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 6}",0.8951048951048951,0.8706293706293706,0.8881118881118881,0.8846153846153846,0.8951048951048951,0.8525805180734758,0.8877671624150498,0.88198773057928,0.014221353170794716,134
0.7374052320207868,0.02396881565406528,0.02286641938345773,0.0051107022237885024,10,2,2,sqrt,10,uniform,2,4,"{'model__rf1__n_estimators': 10, 'model__rf1__min_samples_split': 2, 'model__rf1__min_samples_leaf': 2, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 10, 'model__kn1__weights': 'uniform', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 4}",0.8776223776223776,0.8741258741258742,0.9125874125874126,0.8811188811188811,0.9020979020979021,0.845538264552349,0.8666896483797892,0.8799686229263693,0.02055110999037987,273
0.7499830041612897,0.008246437090750725,0.027428592954363142,0.003955984303974851,12,2,1,log2,6,uniform,1,10,"{'model__rf1__n_estimators': 12, 'model__rf1__min_samples_split': 2, 'model__rf1__min_samples_leaf': 1, 'model__rf1__max_features': 'log2', 'model__rf1__max_depth': 6, 'model__kn1__weights': 'uniform', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 10}",0.8741258741258742,0.8706293706293706,0.9055944055944056,0.8706293706293706,0.881118881118881,0.8245346203092683,0.8948094159361766,0.874491705477621,0.02375405596003834,570
1.1072539942605155,0.018236475177514096,0.0308774539402553,0.002794807959727919,24,3,3,sqrt,4,distance,1,15,"{'model__rf1__n_estimators': 24, 'model__rf1__min_samples_split': 3, 'model__rf1__min_samples_leaf': 3, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 4, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 15}",0.8671328671328671,0.8811188811188811,0.9090909090909092,0.8776223776223776,0.8986013986013985,0.8280065005417119,0.9088446764503102,0.8814882300797793,0.026415895260950176,158
1.708043098449707,0.02132854842899722,0.033723184040614536,0.0029276074695227965,42,5,8,sqrt,4,uniform,1,7,"{'model__rf1__n_estimators': 42, 'model__rf1__min_samples_split': 5, 'model__rf1__min_samples_leaf': 8, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 4, 'model__kn1__weights': 'uniform', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 7}",0.8846153846153846,0.8601398601398602,0.8881118881118881,0.8706293706293706,0.8741258741258742,0.8315276273022751,0.8877917856791095,0.8709916843719661,0.01869330779631793,724
1.5461879117148263,0.04684087867082511,0.041161809648786275,0.005106795022360844,44,3,6,log2,2,distance,1,18,"{'model__rf1__n_estimators': 44, 'model__rf1__min_samples_split': 3, 'model__rf1__min_samples_leaf': 6, 'model__rf1__max_features': 'log2', 'model__rf1__max_depth': 2, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 18}",0.8601398601398602,0.8741258741258742,0.9125874125874126,0.8811188811188811,0.8986013986013986,0.820988870284645,0.8948094159361766,0.8774816732563212,0.028018800671833585,446
0.812483515058245,0.035047311560512204,0.030305964606148855,0.0029043969874877644,19,2,8,log2,2,distance,1,14,"{'model__rf1__n_estimators': 19, 'model__rf1__min_samples_split': 2, 'model__rf1__min_samples_leaf': 8, 'model__rf1__max_features': 'log2', 'model__rf1__max_depth': 2, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 14}",0.8776223776223777,0.8741258741258742,0.9055944055944056,0.8741258741258742,0.9020979020979021,0.8210134935487048,0.89830591943268,0.878983692363974,0.02679376029101679,340
0.7642903668539864,0.06529303444246133,0.034889425550188334,0.017234576565209936,14,5,7,sqrt,4,distance,1,1,"{'model__rf1__n_estimators': 14, 'model__rf1__min_samples_split': 5, 'model__rf1__min_samples_leaf': 7, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 4, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 1}",0.8531468531468531,0.8706293706293706,0.8531468531468531,0.9055944055944056,0.8566433566433567,0.8350733773268985,0.8526543878656554,0.8609840863361989,0.020582750037643316,952
1.2107819489070348,0.1618025726363433,0.025144134249006,0.0027998958741737487,19,1,5,log2,7,distance,2,8,"{'model__rf1__n_estimators': 19, 'model__rf1__min_samples_split': 1, 'model__rf1__min_samples_leaf': 5, 'model__rf1__max_features': 'log2', 'model__rf1__max_depth': 7, 'model__kn1__weights': 'distance', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 8}",0.8846153846153846,0.8846153846153846,0.8986013986013985,0.8881118881118881,0.8951048951048951,0.8385698808234019,0.8948340392002363,0.8834932672960842,0.019025018281431712,78
1.9161315986088343,0.08337750227791935,0.03543152127947126,0.0039561868651935665,52,2,5,sqrt,3,distance,2,10,"{'model__rf1__n_estimators': 52, 'model__rf1__min_samples_split': 2, 'model__rf1__min_samples_leaf': 5, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 3, 'model__kn1__weights': 'distance', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 10}",0.8776223776223776,0.8951048951048951,0.9055944055944056,0.8846153846153846,0.8881118881118881,0.8350733773268985,0.8772530286614794,0.8804821938624754,0.02070303202714158,236
2.171647480555943,0.04983597139513277,0.03660236086164202,0.005828531843944299,55,5,10,log2,4,uniform,1,15,"{'model__rf1__n_estimators': 55, 'model__rf1__min_samples_split': 5, 'model__rf1__min_samples_leaf': 10, 'model__rf1__max_features': 'log2', 'model__rf1__max_depth': 4, 'model__kn1__weights': 'uniform', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 15}",0.8636363636363636,0.8566433566433567,0.9055944055944056,0.8671328671328671,0.8916083916083917,0.813971240027578,0.8983551659607998,0.8709916843719662,0.02902549089871615,719
0.9169225692749023,0.06357971521872616,0.032014165605817525,0.007417001083493253,26,3,7,log2,1,distance,2,11,"{'model__rf1__n_estimators': 26, 'model__rf1__min_samples_split': 3, 'model__rf1__min_samples_leaf': 7, 'model__rf1__max_features': 'log2', 'model__rf1__max_depth': 1, 'model__kn1__weights': 'distance', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 11}",0.8706293706293706,0.8916083916083917,0.8916083916083917,0.8811188811188811,0.8846153846153846,0.8420663843199054,0.8842952821826061,0.877991726583276,0.016075928718581795,391
4.078060218266079,0.04583181379793557,0.05374945913042341,0.007055271740011247,98,2,1,sqrt,5,distance,2,10,"{'model__rf1__n_estimators': 98, 'model__rf1__min_samples_split': 2, 'model__rf1__min_samples_leaf': 1, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 5, 'model__kn1__weights': 'distance', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 10}",0.8706293706293706,0.8916083916083917,0.9055944055944056,0.8776223776223777,0.8951048951048951,0.8210381168127647,0.8842460356544863,0.8779776561466702,0.025571611932273423,420
3.572728020804269,0.09487010458087694,0.05601566178458078,0.023826618146365507,78,5,4,sqrt,6,uniform,1,3,"{'model__rf1__n_estimators': 78, 'model__rf1__min_samples_split': 5, 'model__rf1__min_samples_leaf': 4, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 6, 'model__kn1__weights': 'uniform', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 3}",0.8916083916083917,0.8671328671328671,0.9090909090909092,0.8741258741258742,0.8811188811188811,0.845562887816409,0.8912882891756131,0.879989728581278,0.01888194729279884,250
0.5824880940573556,0.019575217091403974,0.025789260864257812,0.0029770785293732186,11,1,7,sqrt,3,distance,2,11,"{'model__rf1__n_estimators': 11, 'model__rf1__min_samples_split': 1, 'model__rf1__min_samples_leaf': 7, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 3, 'model__kn1__weights': 'distance', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 11}",0.8671328671328671,0.8916083916083917,0.8916083916083917,0.8776223776223777,0.8846153846153846,0.8385698808234019,0.8877917856791095,0.8769927255842749,0.017630688691606878,463
2.368763276508876,0.02186371505317325,0.045736346926007955,0.005601744851860336,84,5,3,sqrt,1,uniform,2,11,"{'model__rf1__n_estimators': 84, 'model__rf1__min_samples_split': 5, 'model__rf1__min_samples_leaf': 3, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 1, 'model__kn1__weights': 'uniform', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 11}",0.8601398601398602,0.8811188811188811,0.8846153846153846,0.8601398601398601,0.8776223776223776,0.8175416133162612,0.8772776519255392,0.8654936612683092,0.021555513948836525,889
4.304875952856881,0.0889584452924802,0.056596415383475165,0.008114026550196649,91,1,6,log2,7,distance,1,11,"{'model__rf1__n_estimators': 91, 'model__rf1__min_samples_split': 1, 'model__rf1__min_samples_leaf': 6, 'model__rf1__max_features': 'log2', 'model__rf1__max_depth': 7, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 11}",0.8846153846153846,0.8776223776223777,0.9090909090909092,0.8846153846153846,0.9020979020979021,0.8386191273515218,0.9018270461932434,0.885498304512389,0.021909006649012394,25
3.765863929476057,0.08259799780404097,0.04458727155412946,0.005838442817516594,89,1,1,log2,5,distance,2,14,"{'model__rf1__n_estimators': 89, 'model__rf1__min_samples_split': 1, 'model__rf1__min_samples_leaf': 1, 'model__rf1__max_features': 'log2', 'model__rf1__max_depth': 5, 'model__kn1__weights': 'distance', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 14}",0.8776223776223776,0.8951048951048951,0.8951048951048951,0.8846153846153846,0.8846153846153846,0.8245346203092683,0.8737565251649759,0.8764791546481687,0.022466442305416404,512
2.630654982158116,0.051815189089667694,0.038862568991524835,0.008999203749323201,54,3,10,log2,10,uniform,2,14,"{'model__rf1__n_estimators': 54, 'model__rf1__min_samples_split': 3, 'model__rf1__min_samples_leaf': 10, 'model__rf1__max_features': 'log2', 'model__rf1__max_depth': 10, 'model__kn1__weights': 'uniform', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 14}",0.8741258741258742,0.8846153846153846,0.9020979020979021,0.8776223776223777,0.881118881118881,0.8140204865556979,0.8702600216684724,0.8719801325435128,0.025492197249630102,689
1.9172986234937395,0.026338564733234593,0.03315023013523647,0.0027941854044006703,37,5,8,log2,10,uniform,2,14,"{'model__rf1__n_estimators': 37, 'model__rf1__min_samples_split': 5, 'model__rf1__min_samples_leaf': 8, 'model__rf1__max_features': 'log2', 'model__rf1__max_depth': 10, 'model__kn1__weights': 'uniform', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 14}",0.8776223776223776,0.8881118881118881,0.9055944055944056,0.8776223776223777,0.881118881118881,0.8104993597951344,0.8702353984044124,0.872972098324211,0.02755094247085073,651
1.9515698296683175,0.04753314097506785,0.036592108862740655,0.003963154815229787,48,3,4,log2,4,distance,1,12,"{'model__rf1__n_estimators': 48, 'model__rf1__min_samples_split': 3, 'model__rf1__min_samples_leaf': 4, 'model__rf1__max_features': 'log2', 'model__rf1__max_depth': 4, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 12}",0.8916083916083917,0.8811188811188811,0.9055944055944056,0.881118881118881,0.8916083916083917,0.8245346203092683,0.9088446764503102,0.8834897496869327,0.026050122381760396,85
1.742475884301322,0.012830011627593474,0.03145085062299456,0.0033403046250817937,34,1,6,sqrt,8,distance,2,6,"{'model__rf1__n_estimators': 34, 'model__rf1__min_samples_split': 1, 'model__rf1__min_samples_leaf': 6, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 8, 'model__kn1__weights': 'distance', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 6}",0.8776223776223776,0.8811188811188811,0.9125874125874126,0.8881118881118881,0.9090909090909091,0.8420663843199054,0.8912882891756131,0.8859837345752839,0.021701472226397095,23
1.1829431738172258,0.016962876828829875,0.027439662388392856,0.0039613497649808515,38,2,10,log2,1,distance,1,1,"{'model__rf1__n_estimators': 38, 'model__rf1__min_samples_split': 2, 'model__rf1__min_samples_leaf': 10, 'model__rf1__max_features': 'log2', 'model__rf1__max_depth': 1, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 1}",0.8531468531468531,0.8706293706293706,0.8531468531468531,0.9020979020979021,0.8566433566433567,0.831576873830395,0.8526543878656554,0.8599850853371979,0.02018572954546183,962
2.6158217021397183,0.09814291663256218,0.043440750667027066,0.0072315683860452225,55,2,8,log2,6,distance,1,8,"{'model__rf1__n_estimators': 55, 'model__rf1__min_samples_split': 2, 'model__rf1__min_samples_leaf': 8, 'model__rf1__max_features': 'log2', 'model__rf1__max_depth': 6, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 8}",0.8741258741258742,0.8776223776223777,0.8881118881118881,0.8916083916083917,0.8916083916083917,0.8526297646015956,0.8983305426967398,0.882005318625037,0.014305144653828096,126
4.012805155345371,0.06596382618035994,0.05029443332127163,0.005605603490630695,93,2,8,sqrt,6,uniform,1,12,"{'model__rf1__n_estimators': 93, 'model__rf1__min_samples_split': 2, 'model__rf1__min_samples_leaf': 8, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 6, 'model__kn1__weights': 'uniform', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 12}",0.8706293706293706,0.8776223776223777,0.8986013986013985,0.8636363636363635,0.8881118881118881,0.8210381168127647,0.9018516694573033,0.8744987406959238,0.025397405059300077,568
1.8657776287623815,0.08399220001701145,0.03544449806213379,0.003966769499576765,53,2,5,log2,2,distance,2,14,"{'model__rf1__n_estimators': 53, 'model__rf1__min_samples_split': 2, 'model__rf1__min_samples_leaf': 5, 'model__rf1__max_features': 'log2', 'model__rf1__max_depth': 2, 'model__kn1__weights': 'distance', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 14}",0.8776223776223776,0.8986013986013985,0.8951048951048951,0.8776223776223777,0.8846153846153846,0.8209642470205851,0.8737565251649759,0.8754696008217134,0.023866615441439188,553
2.726107154573713,0.05906825725640753,0.03944761412484305,0.005439025895251872,53,3,3,sqrt,8,uniform,1,13,"{'model__rf1__n_estimators': 53, 'model__rf1__min_samples_split': 3, 'model__rf1__min_samples_leaf': 3, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 8, 'model__kn1__weights': 'uniform', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 13}",0.8706293706293706,0.8776223776223776,0.9055944055944056,0.8706293706293706,0.8881118881118881,0.8175416133162612,0.9018270461932434,0.8759937245852739,0.027169481613467023,521
1.4462333406720842,0.04480556843830974,0.033148765563964844,0.0051125242473595775,23,1,2,sqrt,10,distance,1,17,"{'model__rf1__n_estimators': 23, 'model__rf1__min_samples_split': 1, 'model__rf1__min_samples_leaf': 2, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 10, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 17}",0.8601398601398602,0.8811188811188811,0.9020979020979021,0.8776223776223777,0.9020979020979021,0.8385698808234019,0.8948094159361766,0.8794937456909288,0.021751664021828744,277
1.1398422036852156,0.020458001292326573,0.029718978064400808,0.005594958175003925,25,2,7,sqrt,4,distance,2,11,"{'model__rf1__n_estimators': 25, 'model__rf1__min_samples_split': 2, 'model__rf1__min_samples_leaf': 7, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 4, 'model__kn1__weights': 'distance', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 11}",0.8671328671328671,0.8881118881118881,0.8986013986013985,0.8706293706293706,0.8881118881118881,0.8280065005417119,0.8912882891756131,0.8759831717578196,0.02219650675531392,532
2.4151789801461354,0.019824690457628833,0.043451479503086636,0.003956419278627702,67,3,4,log2,3,uniform,1,20,"{'model__rf1__n_estimators': 67, 'model__rf1__min_samples_split': 3, 'model__rf1__min_samples_leaf': 4, 'model__rf1__max_features': 'log2', 'model__rf1__max_depth': 3, 'model__kn1__weights': 'uniform', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 20}",0.8601398601398602,0.8566433566433567,0.8881118881118881,0.8636363636363636,0.8881118881118881,0.8315522505663351,0.8912882891756131,0.868497699483615,0.020311226572617695,801
3.7875891413007463,0.05637764476376682,0.04459125655038016,0.0039631462747124965,98,2,1,log2,4,uniform,2,8,"{'model__rf1__n_estimators': 98, 'model__rf1__min_samples_split': 2, 'model__rf1__min_samples_leaf': 1, 'model__rf1__max_features': 'log2', 'model__rf1__max_depth': 4, 'model__kn1__weights': 'uniform', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 8}",0.8706293706293706,0.8846153846153846,0.8846153846153846,0.8706293706293706,0.8846153846153846,0.8280557470698315,0.8877671624150498,0.8729896863699681,0.019471757786828393,632
4.322104624339512,0.23643066367964224,0.050890956606183736,0.007002411661739377,100,5,10,sqrt,5,distance,2,17,"{'model__rf1__n_estimators': 100, 'model__rf1__min_samples_split': 5, 'model__rf1__min_samples_leaf': 10, 'model__rf1__max_features': 'sqrt', 'model__rf1__max_depth': 5, 'model__kn1__weights': 'distance', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 17}",0.8706293706293706,0.8741258741258742,0.9055944055944056,0.8776223776223777,0.8951048951048951,0.8210134935487048,0.8772284053974195,0.8744741174318639,0.024740194665160083,582
