mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__sv1__kernel,param_model__sv1__gamma,param_model__sv1__C,param_model__kn1__weights,param_model__kn1__p,param_model__kn1__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,mean_test_score,std_test_score,rank_test_score
3.4927065713065013,0.273788010803446,0.2060363973890032,0.01722343880836474,rbf,0.5425833333333333,7.91875,distance,1,13,"{'model__sv1__kernel': 'rbf', 'model__sv1__gamma': 0.5425833333333333, 'model__sv1__C': 7.91875, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 13}",0.8881118881118881,0.8776223776223777,0.9125874125874126,0.8706293706293706,0.8846153846153846,0.8245099970452083,0.9018270461932434,0.8799862109721265,0.02618086757398559,207
0.9598922048296247,0.10890988824476397,0.04329402106148856,0.003399149688942511,sigmoid,2.979708333333333,5.8375,distance,2,13,"{'model__sv1__kernel': 'sigmoid', 'model__sv1__gamma': 2.979708333333333, 'model__sv1__C': 5.8375, 'model__kn1__weights': 'distance', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 13}",0.8706293706293706,0.8916083916083917,0.8986013986013985,0.8776223776223777,0.8776223776223777,0.8315276273022751,0.8807987786861027,0.8754871888674706,0.019955423068558426,460
3.6733599049704417,0.30168957219584025,0.22368243762425014,0.04430162420581921,rbf,0.813375,9.58375,distance,1,18,"{'model__sv1__kernel': 'rbf', 'model__sv1__gamma': 0.813375, 'model__sv1__C': 9.58375, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 18}",0.8601398601398602,0.8741258741258742,0.9125874125874126,0.8811188811188811,0.8986013986013986,0.820988870284645,0.8948094159361766,0.8774816732563212,0.028018800671833585,369
3.440659829548427,0.2348622680057698,0.20832034519740514,0.017740964028054643,rbf,2.7089166666666666,7.5024999999999995,uniform,1,20,"{'model__sv1__kernel': 'rbf', 'model__sv1__gamma': 2.7089166666666666, 'model__sv1__C': 7.5024999999999995, 'model__kn1__weights': 'uniform', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 20}",0.8566433566433567,0.8566433566433567,0.8881118881118881,0.8601398601398602,0.8811188811188811,0.820988870284645,0.8877425391509899,0.8644841074418539,0.022070035427496658,811
1.0499726704188757,0.06328699985437419,0.04465222358703613,0.005095563204575634,sigmoid,4.333666666666667,6.67,distance,2,17,"{'model__sv1__kernel': 'sigmoid', 'model__sv1__gamma': 4.333666666666667, 'model__sv1__C': 6.67, 'model__kn1__weights': 'distance', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 17}",0.8671328671328671,0.8811188811188811,0.8986013986013986,0.8636363636363635,0.8846153846153846,0.8315276273022751,0.8807495321579828,0.8724831506521648,0.01984406693581823,541
3.471073491232736,0.28383959175358214,0.2067516531263079,0.023521822777028245,rbf,4.87525,7.91875,distance,1,9,"{'model__sv1__kernel': 'rbf', 'model__sv1__gamma': 4.87525, 'model__sv1__C': 7.91875, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 9}",0.8846153846153846,0.8741258741258742,0.9090909090909092,0.8846153846153846,0.8881118881118881,0.8456121343445286,0.8947847926721166,0.8829937667965837,0.018234854955849943,66
0.9245438235146659,0.09302292442663203,0.04214341299874442,0.004613579002911351,sigmoid,4.6044583333333335,4.58875,uniform,2,10,"{'model__sv1__kernel': 'sigmoid', 'model__sv1__gamma': 4.6044583333333335, 'model__sv1__C': 4.58875, 'model__kn1__weights': 'uniform', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 10}",0.8496503496503496,0.8741258741258742,0.8776223776223776,0.8671328671328671,0.8741258741258742,0.813971240027578,0.8807987786861027,0.8624896230530033,0.021959281368058428,876
3.4559358869280135,0.31285978852280205,0.20254363332475936,0.027589625129586702,rbf,2.979708333333333,0.8425,distance,1,20,"{'model__sv1__kernel': 'rbf', 'model__sv1__gamma': 2.979708333333333, 'model__sv1__C': 0.8425, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 20}",0.8601398601398602,0.8776223776223777,0.8951048951048951,0.8846153846153846,0.8951048951048951,0.831576873830395,0.9018270461932434,0.8779987618015787,0.022900031641008397,334
0.9588351930890765,0.08278128671833732,0.04080118451799665,0.0042628000111494604,sigmoid,0.5425833333333333,2.5075,uniform,2,1,"{'model__sv1__kernel': 'sigmoid', 'model__sv1__gamma': 0.5425833333333333, 'model__sv1__C': 2.5075, 'model__kn1__weights': 'uniform', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 1}",0.8566433566433567,0.8916083916083917,0.8566433566433567,0.8881118881118881,0.8496503496503496,0.8526051413375357,0.8667142716438492,0.8659966793769611,0.01588828084913488,744
0.9452024868556431,0.08426572018937828,0.04043630191258022,0.004790785303920208,sigmoid,5.146041666666667,8.75125,distance,1,1,"{'model__sv1__kernel': 'sigmoid', 'model__sv1__gamma': 5.146041666666667, 'model__sv1__C': 8.75125, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 1}",0.8531468531468531,0.8706293706293706,0.8531468531468531,0.9020979020979021,0.8566433566433567,0.831576873830395,0.8526543878656554,0.8599850853371979,0.02018572954546183,924
3.5663043090275357,0.3664639180559576,0.22497875349862234,0.046911222405562863,rbf,3.5212916666666665,10.0,distance,1,16,"{'model__sv1__kernel': 'rbf', 'model__sv1__gamma': 3.5212916666666665, 'model__sv1__C': 10.0, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 16}",0.8636363636363636,0.8776223776223777,0.9090909090909092,0.8916083916083917,0.9055944055944056,0.8209642470205851,0.9018270461932434,0.8814776772523251,0.028923263976416612,133
0.9250592163630894,0.07850433038549473,0.04186412266322544,0.005856925397056007,sigmoid,6.5,6.67,distance,1,11,"{'model__sv1__kernel': 'sigmoid', 'model__sv1__gamma': 6.5, 'model__sv1__C': 6.67, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 11}",0.8776223776223776,0.8741258741258742,0.9090909090909092,0.8881118881118881,0.8986013986013985,0.8280557470698315,0.89830591943268,0.8819877305792799,0.024796050325224743,118
3.443523679460798,0.2737519193719944,0.20298709188188827,0.023447381963823854,rbf,3.792083333333333,5.005,uniform,2,16,"{'model__sv1__kernel': 'rbf', 'model__sv1__gamma': 3.792083333333333, 'model__sv1__C': 5.005, 'model__kn1__weights': 'uniform', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 16}",0.8636363636363635,0.8706293706293706,0.8951048951048951,0.8601398601398602,0.881118881118881,0.8068797399783315,0.863340884467645,0.8629785707250495,0.02556618126190814,860
3.470491579600743,0.3052184095308908,0.1983400753566197,0.03162465608288508,rbf,2.979708333333333,7.5024999999999995,uniform,2,5,"{'model__sv1__kernel': 'rbf', 'model__sv1__gamma': 2.979708333333333, 'model__sv1__C': 7.5024999999999995, 'model__kn1__weights': 'uniform', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 5}",0.8776223776223776,0.8881118881118881,0.8916083916083917,0.8776223776223777,0.9055944055944056,0.8350487540628386,0.8703092681965922,0.8779882089741244,0.02053961653144565,341
3.452984230858939,0.256402091469375,0.2003323691231864,0.027794026157477992,rbf,4.6044583333333335,2.0912499999999996,distance,1,13,"{'model__sv1__kernel': 'rbf', 'model__sv1__gamma': 4.6044583333333335, 'model__sv1__C': 2.0912499999999996, 'model__kn1__weights': 'distance', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 13}",0.8881118881118881,0.8776223776223777,0.9125874125874126,0.8706293706293706,0.8846153846153846,0.8245099970452083,0.9018270461932434,0.8799862109721265,0.02618086757398559,207
1.014484235218593,0.07530608809197586,0.04522705078125,0.007969457136764684,sigmoid,2.979708333333333,7.5024999999999995,distance,2,14,"{'model__sv1__kernel': 'sigmoid', 'model__sv1__gamma': 2.979708333333333, 'model__sv1__C': 7.5024999999999995, 'model__kn1__weights': 'distance', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 14}",0.8671328671328671,0.8916083916083917,0.8881118881118881,0.8776223776223777,0.8811188811188811,0.8244853737811484,0.8807741554220427,0.8729791335425138,0.021079613224840473,515
1.4599082810538155,0.12570978107677033,0.06123553003583636,0.008372551541150668,sigmoid,5.416833333333334,0.01,uniform,1,8,"{'model__sv1__kernel': 'sigmoid', 'model__sv1__gamma': 5.416833333333334, 'model__sv1__C': 0.01, 'model__kn1__weights': 'uniform', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 8}",0.8846153846153846,0.8566433566433567,0.8881118881118881,0.8531468531468531,0.8916083916083917,0.8280557470698315,0.8843937752388457,0.8695107709192217,0.022154737419171556,674
1.031404733657837,0.11763965470602768,0.044435126440865655,0.0047703714772502764,sigmoid,3.792083333333333,0.8425,uniform,1,15,"{'model__sv1__kernel': 'sigmoid', 'model__sv1__gamma': 3.792083333333333, 'model__sv1__C': 0.8425, 'model__kn1__weights': 'uniform', 'model__kn1__p': 1, 'model__kn1__n_neighbors': 15}",0.8671328671328671,0.8566433566433567,0.9055944055944056,0.8671328671328671,0.8916083916083917,0.813971240027578,0.8983551659607998,0.8714911848714666,0.028924525123891355,567
0.9214310986655099,0.07373514304072452,0.04315277508326939,0.004337747277083239,sigmoid,2.167333333333333,8.75125,uniform,2,11,"{'model__sv1__kernel': 'sigmoid', 'model__sv1__gamma': 2.167333333333333, 'model__sv1__C': 8.75125, 'model__kn1__weights': 'uniform', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 11}",0.8601398601398602,0.8811188811188811,0.8846153846153846,0.8601398601398601,0.8776223776223776,0.8175416133162612,0.8772776519255392,0.8654936612683092,0.021555513948836525,777
0.9583745683942523,0.08177725837426635,0.04780016626630511,0.008188882563093918,sigmoid,5.9584166666666665,6.25375,distance,2,15,"{'model__sv1__kernel': 'sigmoid', 'model__sv1__gamma': 5.9584166666666665, 'model__sv1__C': 6.25375, 'model__kn1__weights': 'distance', 'model__kn1__p': 2, 'model__kn1__n_neighbors': 15}",0.8741258741258742,0.8846153846153846,0.8916083916083917,0.8671328671328671,0.8881118881118881,0.8280311238057717,0.8702600216684724,0.8719836501526643,0.019884401421690612,549
