Iteration,Score
1,0.5170024130535268
2,0.5120712575472817
3,-0.001568937260719272
4,0.5138671534712336
5,0.5191430625649034
6,-0.001808589236735214
7,0.5063787649184478
8,-0.0036738087085654847
9,0.5135046910955515
10,-0.0018020102538880423
11,-0.0013015102172984072
12,-0.0012697928127802793
13,-0.0018512747145289499
14,0.5342164048867273
15,-0.0019206159614415519
16,-0.0018349545004099355
17,-0.0018913910047551052
18,0.5587930077940084
19,-0.0018915392445830737
20,-0.002317473027769301
21,0.4906440159234876
22,-0.002456893832640139
23,-0.0017505324392765864
24,-0.0019478252183928735
25,0.45570117350374817
26,-0.0017977014159273885
27,0.529220484816814
28,0.5229365040165517
29,-0.0016810867617447212
30,-0.001765614640060198
31,-0.001983467964093988
32,-0.0021459744800671476
33,0.216461414539167
34,-0.0017611903479153312
35,0.4821628102161951
36,-0.0019214779882357202
37,0.5639546350993541
38,-0.002063654861505171
39,-0.0019125714172563146
40,-0.0017706464747380135
41,-0.0017558352960869161
42,-0.001840467248748645
43,-0.0021241053303562296
44,-0.001925938825469764
45,-0.0016738001926492885
46,-0.0017817674321034538
47,-0.0018702144919400254
48,-0.0017095111947520447
49,-0.0016557040992015715
50,0.515149196153429
