All Configurations and Scores:
OrderedDict([('model__alpha', 82), ('model__gamma', 4), ('model__lambda', 187), ('model__learning_rate', 0.10158188211124412), ('model__max_depth', 8), ('model__n_estimators', 112), ('model__subsample', 0.675465667449572)]) - Score: 0.9322611772274044
OrderedDict([('model__alpha', 167), ('model__gamma', 4), ('model__lambda', 61), ('model__learning_rate', 0.28585493291206554), ('model__max_depth', 9), ('model__n_estimators', 59), ('model__subsample', 0.5691542691392876)]) - Score: 0.9322611772274044
OrderedDict([('model__alpha', 89), ('model__gamma', 5), ('model__lambda', 21), ('model__learning_rate', 0.1356665125423653), ('model__max_depth', 4), ('model__n_estimators', 118), ('model__subsample', 0.5777240270252717)]) - Score: 0.9322611772274044
OrderedDict([('model__alpha', 162), ('model__gamma', 1), ('model__lambda', 120), ('model__learning_rate', 0.24280178653533005), ('model__max_depth', 7), ('model__n_estimators', 64), ('model__subsample', 0.8779002664179407)]) - Score: 0.9322611772274044
OrderedDict([('model__alpha', 160), ('model__gamma', 2), ('model__lambda', 105), ('model__learning_rate', 0.21755684601103956), ('model__max_depth', 9), ('model__n_estimators', 158), ('model__subsample', 0.712089036230341)]) - Score: 0.9322611772274044
OrderedDict([('model__alpha', 147), ('model__gamma', 5), ('model__lambda', 33), ('model__learning_rate', 0.06464333461197475), ('model__max_depth', 9), ('model__n_estimators', 106), ('model__subsample', 0.7295122570754029)]) - Score: 0.9322611772274044
OrderedDict([('model__alpha', 123), ('model__gamma', 4), ('model__lambda', 72), ('model__learning_rate', 0.26355433564699277), ('model__max_depth', 7), ('model__n_estimators', 139), ('model__subsample', 0.8243887548518629)]) - Score: 0.9322611772274044
OrderedDict([('model__alpha', 109), ('model__gamma', 5), ('model__lambda', 99), ('model__learning_rate', 0.25292036674755275), ('model__max_depth', 5), ('model__n_estimators', 58), ('model__subsample', 0.785388901339449)]) - Score: 0.9322611772274044
OrderedDict([('model__alpha', 191), ('model__gamma', 4), ('model__lambda', 174), ('model__learning_rate', 0.13058811539804152), ('model__max_depth', 6), ('model__n_estimators', 82), ('model__subsample', 0.5000305253763367)]) - Score: 0.9322611772274044
OrderedDict([('model__alpha', 1), ('model__gamma', 4), ('model__lambda', 148), ('model__learning_rate', 0.08382073478057302), ('model__max_depth', 7), ('model__n_estimators', 91), ('model__subsample', 0.6564196531173141)]) - Score: 0.9315535541974912
OrderedDict([('model__alpha', 200), ('model__gamma', 3), ('model__lambda', 47), ('model__learning_rate', 0.22814179162592857), ('model__max_depth', 10), ('model__n_estimators', 50), ('model__subsample', 0.5190417133468165)]) - Score: 0.9322611772274044
OrderedDict([('model__alpha', 21), ('model__gamma', 2), ('model__lambda', 83), ('model__learning_rate', 0.12675510455619562), ('model__max_depth', 6), ('model__n_estimators', 101), ('model__subsample', 0.8969143576566954)]) - Score: 0.9336764232872307
OrderedDict([('model__alpha', 0), ('model__gamma', 0), ('model__lambda', 15), ('model__learning_rate', 0.09675893751064071), ('model__max_depth', 7), ('model__n_estimators', 133), ('model__subsample', 0.7391590487068516)]) - Score: 0.8989385654551303
OrderedDict([('model__alpha', 10), ('model__gamma', 3), ('model__lambda', 187), ('model__learning_rate', 0.010275255638914162), ('model__max_depth', 6), ('model__n_estimators', 137), ('model__subsample', 0.6394535236883663)]) - Score: 0.9322611772274044
OrderedDict([('model__alpha', 0), ('model__gamma', 1), ('model__lambda', 113), ('model__learning_rate', 0.11709603490133372), ('model__max_depth', 9), ('model__n_estimators', 183), ('model__subsample', 0.5957579788432359)]) - Score: 0.9244773238983596
OrderedDict([('model__alpha', 200), ('model__gamma', 1), ('model__lambda', 200), ('model__learning_rate', 0.3), ('model__max_depth', 3), ('model__n_estimators', 50), ('model__subsample', 0.7883934496319195)]) - Score: 0.9322611772274044
OrderedDict([('model__alpha', 143), ('model__gamma', 2), ('model__lambda', 162), ('model__learning_rate', 0.2389398928899797), ('model__max_depth', 7), ('model__n_estimators', 51), ('model__subsample', 0.506377259143305)]) - Score: 0.9322611772274044
OrderedDict([('model__alpha', 200), ('model__gamma', 1), ('model__lambda', 200), ('model__learning_rate', 0.26132974036383966), ('model__max_depth', 8), ('model__n_estimators', 50), ('model__subsample', 1.0)]) - Score: 0.9322611772274044
OrderedDict([('model__alpha', 200), ('model__gamma', 5), ('model__lambda', 200), ('model__learning_rate', 0.3), ('model__max_depth', 10), ('model__n_estimators', 200), ('model__subsample', 1.0)]) - Score: 0.9322611772274044
OrderedDict([('model__alpha', 200), ('model__gamma', 3), ('model__lambda', 74), ('model__learning_rate', 0.21294619295273404), ('model__max_depth', 9), ('model__n_estimators', 199), ('model__subsample', 0.7267801442340383)]) - Score: 0.9322611772274044
