All Configurations and Scores:
OrderedDict([('model__alpha', 82), ('model__gamma', 4), ('model__lambda', 187), ('model__learning_rate', 0.10158188211124412), ('model__max_depth', 8), ('model__n_estimators', 112), ('model__subsample', 0.675465667449572)]) - Score: 0.4981975967957277
OrderedDict([('model__alpha', 167), ('model__gamma', 4), ('model__lambda', 61), ('model__learning_rate', 0.28585493291206554), ('model__max_depth', 9), ('model__n_estimators', 59), ('model__subsample', 0.5691542691392876)]) - Score: 0.46281708945260347
OrderedDict([('model__alpha', 89), ('model__gamma', 5), ('model__lambda', 21), ('model__learning_rate', 0.1356665125423653), ('model__max_depth', 4), ('model__n_estimators', 118), ('model__subsample', 0.5777240270252717)]) - Score: 0.5016688918558077
OrderedDict([('model__alpha', 162), ('model__gamma', 1), ('model__lambda', 120), ('model__learning_rate', 0.24280178653533005), ('model__max_depth', 7), ('model__n_estimators', 64), ('model__subsample', 0.8779002664179407)]) - Score: 0.504739652870494
OrderedDict([('model__alpha', 160), ('model__gamma', 2), ('model__lambda', 105), ('model__learning_rate', 0.21755684601103956), ('model__max_depth', 9), ('model__n_estimators', 158), ('model__subsample', 0.712089036230341)]) - Score: 0.49105473965287044
OrderedDict([('model__alpha', 147), ('model__gamma', 5), ('model__lambda', 33), ('model__learning_rate', 0.06464333461197475), ('model__max_depth', 9), ('model__n_estimators', 106), ('model__subsample', 0.7295122570754029)]) - Score: 0.4863818424566089
OrderedDict([('model__alpha', 123), ('model__gamma', 4), ('model__lambda', 72), ('model__learning_rate', 0.26355433564699277), ('model__max_depth', 7), ('model__n_estimators', 139), ('model__subsample', 0.8243887548518629)]) - Score: 0.5074766355140186
OrderedDict([('model__alpha', 109), ('model__gamma', 5), ('model__lambda', 99), ('model__learning_rate', 0.25292036674755275), ('model__max_depth', 5), ('model__n_estimators', 58), ('model__subsample', 0.785388901339449)]) - Score: 0.4990654205607477
OrderedDict([('model__alpha', 191), ('model__gamma', 4), ('model__lambda', 174), ('model__learning_rate', 0.13058811539804152), ('model__max_depth', 6), ('model__n_estimators', 82), ('model__subsample', 0.5000305253763367)]) - Score: 0.4511348464619493
OrderedDict([('model__alpha', 1), ('model__gamma', 4), ('model__lambda', 148), ('model__learning_rate', 0.08382073478057302), ('model__max_depth', 7), ('model__n_estimators', 91), ('model__subsample', 0.6564196531173141)]) - Score: 0.48718291054739654
OrderedDict([('model__alpha', 97), ('model__gamma', 0), ('model__lambda', 0), ('model__learning_rate', 0.1351998657924874), ('model__max_depth', 6), ('model__n_estimators', 200), ('model__subsample', 1.0)]) - Score: 0.5000667556742323
OrderedDict([('model__alpha', 139), ('model__gamma', 2), ('model__lambda', 192), ('model__learning_rate', 0.2719948511959245), ('model__max_depth', 8), ('model__n_estimators', 200), ('model__subsample', 1.0)]) - Score: 0.5046061415220293
OrderedDict([('model__alpha', 75), ('model__gamma', 0), ('model__lambda', 26), ('model__learning_rate', 0.3), ('model__max_depth', 4), ('model__n_estimators', 200), ('model__subsample', 0.5)]) - Score: 0.5027369826435246
OrderedDict([('model__alpha', 200), ('model__gamma', 3), ('model__lambda', 55), ('model__learning_rate', 0.3), ('model__max_depth', 3), ('model__n_estimators', 200), ('model__subsample', 0.9766205818821287)]) - Score: 0.488785046728972
OrderedDict([('model__alpha', 121), ('model__gamma', 0), ('model__lambda', 26), ('model__learning_rate', 0.2514178168498609), ('model__max_depth', 9), ('model__n_estimators', 107), ('model__subsample', 0.7998748982648517)]) - Score: 0.5030707610146863
OrderedDict([('model__alpha', 0), ('model__gamma', 5), ('model__lambda', 197), ('model__learning_rate', 0.3), ('model__max_depth', 3), ('model__n_estimators', 200), ('model__subsample', 1.0)]) - Score: 0.48484646194926573
OrderedDict([('model__alpha', 123), ('model__gamma', 4), ('model__lambda', 176), ('model__learning_rate', 0.3), ('model__max_depth', 8), ('model__n_estimators', 50), ('model__subsample', 0.9494901759479843)]) - Score: 0.5104138851802403
OrderedDict([('model__alpha', 48), ('model__gamma', 5), ('model__lambda', 97), ('model__learning_rate', 0.01), ('model__max_depth', 3), ('model__n_estimators', 110), ('model__subsample', 0.5)]) - Score: 0.4808411214953271
OrderedDict([('model__alpha', 131), ('model__gamma', 2), ('model__lambda', 196), ('model__learning_rate', 0.01), ('model__max_depth', 9), ('model__n_estimators', 196), ('model__subsample', 0.9312926163037297)]) - Score: 0.4937917222963952
OrderedDict([('model__alpha', 139), ('model__gamma', 5), ('model__lambda', 85), ('model__learning_rate', 0.3), ('model__max_depth', 3), ('model__n_estimators', 200), ('model__subsample', 0.8799536246100557)]) - Score: 0.4951268357810414

