Iteracja;estimator__max_depth;estimator__max_features;estimator__max_samples;estimator__min_samples_split;estimator__n_estimators;Srednia dokladnosc;Czas
1;6;sqrt;0.5363636363636364;0.41515151515151516;1275;0.7138562406336972;5.608842134475708
2;10;log2;0.9545454545454545;0.4313131313131313;74;0.7649780560907729;0.6607141494750977
3;11;sqrt;0.32727272727272727;0.24141414141414141;824;0.743464461571398;4.182977819442749
4;12;sqrt;0.16363636363636364;0.4757575757575757;109;0.7138562406336972;1.2413811683654785
5;12;log2;0.2727272727272727;0.2090909090909091;835;0.7485541104688503;4.049412870407105
6;5;log2;0.6818181818181818;0.23737373737373738;214;0.7844077820595162;2.3955458641052245
7;11;sqrt;0.9090909090909091;0.302020202020202;1982;0.7818625561978163;20.23985137939453
8;19;log2;0.38181818181818183;0.12828282828282828;781;0.7892643438235923;7.004046487808227
9;14;sqrt;0.5909090909090909;0.4353535353535354;1519;0.747166292014558;11.1927574634552
10;16;log2;0.40909090909090906;0.3464646464646465;1915;0.7138562406336972;8.67350811958313
11;15;sqrt;0.8909090909090909;0.20505050505050504;1769;0.7885720402483408;23.849601364135744
12;6;sqrt;0.2909090909090909;0.22121212121212122;1706;0.7483226289873689;9.7922917842865
13;16;sqrt;0.5181818181818182;0.12828282828282828;1014;0.793661153928495;12.2451096534729
14;7;sqrt;0.26363636363636367;0.30606060606060603;228;0.7138562406336972;2.3193784236907957
15;3;sqrt;0.8818181818181817;0.41515151515151516;723;0.7652103403982017;6.174304103851318
16;15;sqrt;0.709090909090909;0.12424242424242425;1677;0.7982865018197389;24.81450777053833
17;5;sqrt;0.9727272727272727;0.29393939393939394;1303;0.7857950652965103;13.923696136474609
18;7;log2;0.4181818181818182;0.39494949494949494;221;0.7138562406336972;2.009275531768799
19;4;sqrt;0.28181818181818186;0.4313131313131313;826;0.7138562406336972;4.4281822681427006
20;8;sqrt;0.6545454545454545;0.491919191919192;1374;0.7138562406336972;6.082543659210205
21;16;sqrt;0.709090909090909;0.42727272727272725;799;0.751792442731749;6.348260831832886
22;19;log2;0.7545454545454545;0.4191919191919192;1077;0.7515612288589167;7.916663312911988
23;10;sqrt;0.5454545454545454;0.28181818181818186;443;0.771684328837508;3.649524116516113
24;8;log2;0.33636363636363636;0.20101010101010103;175;0.7628979340612289;1.7573259353637696
25;10;sqrt;0.7999999999999999;0.40303030303030307;1432;0.7596598694069792;11.682469892501832
26;10;sqrt;0.7545454545454545;0.10808080808080808;684;0.80175604795547;12.568620920181274
27;16;log2;0.8545454545454545;0.3222222222222222;1720;0.7788559730250483;17.762998628616334
28;3;sqrt;0.40909090909090906;0.26161616161616164;804;0.7566511453650182;5.918388938903808
29;13;log2;0.4636363636363636;0.29393939393939394;1585;0.7515612288589167;10.782580804824828
30;9;log2;0.7818181818181817;0.15252525252525254;1037;0.7971296296296296;15.221465492248536
31;4;sqrt;0.13636363636363635;0.4878787878787879;847;0.7138562406336972;4.171666860580444
32;16;sqrt;0.23636363636363636;0.30606060606060603;1551;0.7138562406336972;5.634058904647827
33;13;log2;0.8090909090909091;0.31414141414141417;93;0.7760798008991651;2.1604044914245604
34;13;log2;0.8272727272727273;0.15656565656565657;831;0.7959735602654678;12.498375844955444
35;6;sqrt;0.609090909090909;0.1808080808080808;45;0.7837133376150718;1.358756923675537
