Iteracja;estimator__max_depth;estimator__max_features;estimator__n_estimators;estimator__max_samples;estimator__min_samples_split;Srednia dokladnosc;Czas
58;10;sqrt;1794;0.9181818181818181;0.25757575757575757;0.745289689678938;2.938653564453125
59;6;sqrt;455;0.9181818181818181;0.19292929292929295;0.7509765222917394;0.872907304763794
60;10;log2;963;0.4;0.1202020202020202;0.7485813127109011;1.4623266220092774
61;10;log2;593;0.8727272727272727;0.407070707070707;0.7422965727737351;0.8168640613555909
62;10;log2;938;0.3545454545454545;0.1202020202020202;0.7485813127109011;1.3413115978240966
63;18;sqrt;1349;0.7454545454545454;0.1202020202020202;0.7713299857683735;2.836171197891235
64;18;sqrt;669;0.9181818181818181;0.11212121212121212;0.7815064937389794;1.6376557350158691
65;18;sqrt;1792;0.509090909090909;0.21313131313131314;0.7446895446774613;2.458301067352295
66;18;sqrt;1114;0.9181818181818181;0.48383838383838385;0.7408000143211335;1.4978571891784669
67;18;sqrt;1639;0.7272727272727272;0.11212121212121212;0.7755202599285734;3.4963841915130613
68;18;sqrt;363;0.9181818181818181;0.12424242424242425;0.7755211549994183;0.8576598644256592
69;18;log2;984;0.8363636363636363;0.11212121212121212;0.7785138243691989;2.292244625091553
70;2;sqrt;791;0.6909090909090908;0.35050505050505054;0.7422965727737351;1.0385600566864013
71;18;sqrt;370;0.7636363636363636;0.407070707070707;0.7408000143211335;0.5150964736938477
72;10;sqrt;597;0.9181818181818181;0.35050505050505054;0.7431929862248597;0.8987101078033447
73;18;log2;370;0.7181818181818181;0.3424242424242424;0.7428953751689447;0.5214524745941163
74;4;sqrt;400;0.9181818181818181;0.3747474747474747;0.7449893934104884;0.5742969989776612
75;18;log2;1173;0.8090909090909091;0.11212121212121212;0.7782148707070166;2.7071558952331545
76;13;sqrt;1995;0.9181818181818181;0.2494949494949495;0.7467858005961172;3.4441452026367188
77;18;log2;839;0.8727272727272727;0.11212121212121212;0.7797105340887731;2.0074278831481935
78;17;sqrt;1504;0.9181818181818181;0.3464646464646465;0.7434919398870421;2.2895031929016114
79;5;sqrt;1774;0.9181818181818181;0.3868686868686869;0.7434937300287319;2.4634514331817625
80;9;sqrt;1467;0.9181818181818181;0.3303030303030303;0.7446899922128837;2.2863312721252442
81;19;sqrt;222;0.9181818181818181;0.12828282828282828;0.7743235502089991;0.5403394222259521
82;19;sqrt;1123;0.9181818181818181;0.14444444444444446;0.7689356712583801;2.463789463043213
83;18;log2;664;0.3909090909090909;0.11212121212121212;0.7527706918002559;1.0419614791870118
84;18;sqrt;178;0.1090909090909091;0.11212121212121212;0.4998505231689088;0.18771514892578126
85;18;log2;487;0.14545454545454545;0.11212121212121212;0.741698217913948;0.5222842216491699
86;18;log2;740;0.5;0.11212121212121212;0.7599554254719261;1.3043776512145997
87;19;log2;792;0.6818181818181818;0.11212121212121212;0.7728269917563976;1.6436933040618897
88;19;log2;128;0.24545454545454545;0.11212121212121212;0.7455877482702756;0.17872018814086915
89;19;log2;424;0.3181818181818182;0.11212121212121212;0.7470847542582996;0.5843156814575196
90;18;log2;1965;0.9818181818181817;0.11212121212121212;0.7800099352863779;4.96550817489624
91;18;log2;1729;0.8545454545454545;0.11212121212121212;0.7791126267644085;4.081021547317505
92;18;log2;1208;0.6727272727272727;0.11212121212121212;0.7713299857683735;2.5058826446533202
93;18;log2;481;0.709090909090909;0.11212121212121212;0.7740223588697045;1.0221223831176758
94;18;log2;1250;0.38181818181818183;0.11212121212121212;0.751872935742864;1.8781362056732178
95;18;log2;57;0.8454545454545453;0.11212121212121212;0.777615173240962;0.1459197998046875
96;18;log2;717;0.7363636363636363;0.11212121212121212;0.7749223526042087;1.5777936935424806
97;18;log2;1493;0.42727272727272725;0.11212121212121212;0.7530714356041281;2.3991644382476807
98;18;log2;1941;0.8818181818181817;0.11212121212121212;0.7788123304959587;4.639727926254272
99;18;log2;481;0.609090909090909;0.11212121212121212;0.7704322297109816;0.9426594257354737
100;18;log2;1640;0.9454545454545454;0.11212121212121212;0.7803093364839826;3.965548610687256
101;18;log2;585;0.2090909090909091;0.11212121212121212;0.7416959802368358;0.6482260227203369
102;18;log2;260;0.4363636363636364;0.11212121212121212;0.7533690466600431;0.41580934524536134
103;18;log2;909;0.8636363636363635;0.11212121212121212;0.7797109816241956;2.110439825057983
104;18;log2;595;0.8272727272727273;0.11212121212121212;0.7782139756361716;1.3818389892578125
105;19;log2;1092;0.2181818181818182;0.11212121212121212;0.7446895446774613;1.2321045398712158
106;18;log2;1197;0.9909090909090909;0.11212121212121212;0.7803088889485602;2.9818530082702637
107;15;log2;1392;0.6363636363636364;0.11212121212121212;0.7710319271770361;2.719045400619507
108;18;log2;87;0.3727272727272727;0.11212121212121212;0.7506762260232896;0.1342247486114502
109;18;log2;149;0.2909090909090909;0.11212121212121212;0.7440911898176741;0.20303130149841309
110;18;log2;1877;0.3;0.11212121212121212;0.7446899922128837;2.438372278213501
111;18;sqrt;1505;0.7909090909090909;0.11212121212121212;0.7758196611261782;3.37168869972229
112;18;log2;1431;0.44545454545454544;0.11212121212121212;0.754866052648067;2.274296998977661
113;18;log2;254;0.49090909090909085;0.11212121212121212;0.7602557217403758;0.44986696243286134
114;15;log2;192;0.17272727272727273;0.11212121212121212;0.7416959802368358;0.21573286056518554
115;18;sqrt;1870;0.7818181818181817;0.11212121212121212;0.7758196611261783;4.099140357971192
116;6;log2;1464;0.2;0.11212121212121212;0.741098072912471;1.6069347381591796
117;18;sqrt;727;0.6545454545454545;0.11212121212121212;0.7728269917563975;1.4655101299285889
118;14;log2;1488;0.34545454545454546;0.11212121212121212;0.7485817602463235;2.115722179412842
119;18;log2;1314;0.23636363636363636;0.11212121212121212;0.7461865506654852;1.5576374053955078
120;19;log2;279;0.9727272727272727;0.11212121212121212;0.7800081451446881;0.6950278282165527
121;19;log2;1757;0.7;0.11212121212121212;0.7728256491501303;3.643687343597412
122;18;log2;1994;0.1;0.11212121212121212;0.5007482792263007;1.7729338645935058
123;18;log2;1019;0.13636363636363635;0.11212121212121212;0.7413992642517655;1.0572113513946533
124;18;log2;1623;0.8999999999999999;0.11212121212121212;0.7788123304959587;3.909640884399414
125;16;log2;817;0.4181818181818182;0.11212121212121212;0.7524726332089184;1.304375123977661
126;19;log2;336;0.5363636363636364;0.11212121212121212;0.7629494374479739;0.6343427181243897
127;18;log2;1622;0.5909090909090909;0.11212121212121212;0.7689343286521128;3.0926628589630125
128;19;log2;221;0.5636363636363636;0.11212121212121212;0.7662419555507819;0.42899332046508787
129;19;log2;546;0.6272727272727272;0.11212121212121212;0.771628939430556;1.1072000980377197
130;15;log2;1738;0.4636363636363636;0.11212121212121212;0.7548665001834894;2.8244531631469725
131;18;sqrt;196;0.1272727272727273;0.11212121212121212;0.7431934337602821;0.20447368621826173
132;15;sqrt;685;0.28181818181818186;0.11212121212121212;0.7449884983396435;0.8561514377593994
133;6;log2;1638;0.26363636363636367;0.11212121212121212;0.7455877482702756;1.9982477664947509
134;15;log2;1977;0.5545454545454546;0.11212121212121212;0.7665413567483866;3.5485305786132812
135;18;sqrt;239;0.4545454545454546;0.11212121212121212;0.7578596170886925;0.39337005615234377
136;19;log2;1769;0.9545454545454545;0.11212121212121212;0.7818058949365841;4.298728799819946
137;18;log2;1643;0.7727272727272727;0.11212121212121212;0.7758196611261782;3.5755974769592287
138;18;log2;1974;0.32727272727272727;0.11212121212121212;0.7479829578511139;2.686246395111084
139;7;log2;1180;0.9636363636363636;0.11212121212121212;0.7797096390179282;2.9084887504577637
140;2;log2;1506;0.6;0.11212121212121212;0.7473819177787921;2.368925380706787
141;10;sqrt;17;0.9272727272727272;0.11212121212121212;0.7841979717694656;0.05257058143615723
142;19;log2;1768;0.6181818181818182;0.12424242424242425;0.7623510825881867;3.2858067989349364
143;9;sqrt;1384;0.5818181818181818;0.11212121212121212;0.7680370201301432;2.6127861976623534
144;10;sqrt;147;0.4818181818181818;0.1202020202020202;0.7518724882074416;0.25151724815368653
145;2;log2;1989;0.9090909090909091;0.11212121212121212;0.7491783249644209;3.495277833938599
146;7;log2;158;0.9272727272727272;0.1202020202020202;0.7794106853557459;0.37744965553283694
147;14;sqrt;1258;0.9545454545454545;0.1202020202020202;0.7773153245079347;3.0045777320861817
148;18;log2;414;0.9636363636363636;0.1202020202020202;0.7791130742998309;0.9959115505218505
149;4;sqrt;1897;0.9909090909090909;0.1202020202020202;0.772525800417103;4.486076784133911
150;18;sqrt;1735;0.8636363636363635;0.1202020202020202;0.7785138243691989;4.006322002410888
151;16;sqrt;390;0.9454545454545454;0.1202020202020202;0.7797109816241956;0.965931510925293
152;2;log2;929;0.9818181818181817;0.1202020202020202;0.7470847542582996;1.6806099891662598
153;18;sqrt;1365;0.9272727272727272;0.3545454545454545;0.741994933899018;2.0424978256225588
154;10;sqrt;576;0.7545454545454545;0.11212121212121212;0.7779145744385669;1.2823813438415528
155;12;log2;1665;0.9727272727272727;0.1202020202020202;0.7794111328911683;4.05708327293396
156;7;log2;1500;0.8545454545454545;0.1202020202020202;0.7743226551381542;3.4079325675964354
157;11;log2;1458;0.8818181818181817;0.1202020202020202;0.7764175684505428;3.3997847557067873
158;15;log2;1144;0.5454545454545454;0.11212121212121212;0.7647453970981803;2.088866662979126
159;6;log2;767;0.8999999999999999;0.1202020202020202;0.7764184635213878;1.7940107822418212
160;13;sqrt;445;0.8363636363636363;0.1202020202020202;0.7764175684505428;1.011722469329834
161;14;log2;256;0.8454545454545453;0.1202020202020202;0.7773162195787797;0.5925607681274414
162;18;log2;957;0.9454545454545454;0.12828282828282828;0.7746220563357591;2.240285778045654
163;16;sqrt;1784;0.8090909090909091;0.1202020202020202;0.7743231026735766;3.97361421585083
164;7;log2;1063;0.8272727272727273;0.1202020202020202;0.7746225038711814;2.333469343185425
165;8;log2;1553;0.9636363636363636;0.12424242424242425;0.7776151732409622;3.639705848693848
166;14;sqrt;1550;0.9727272727272727;0.12424242424242425;0.7782139756361717;3.6875274658203123
167;10;log2;306;0.8181818181818181;0.11212121212121212;0.777615173240962;0.7134613037109375
168;14;log2;1346;0.9545454545454545;0.12424242424242425;0.77671741718357;3.1313430309295653
169;17;log2;16;0.9454545454545454;0.12424242424242425;0.771926550486471;0.05746622085571289
170;5;sqrt;745;0.5272727272727272;0.11212121212121212;0.763547792307761;1.3107656955718994
171;7;sqrt;160;0.509090909090909;0.11212121212121212;0.7596573668805886;0.28825201988220217
172;4;sqrt;455;0.9727272727272727;0.12828282828282828;0.7728243065438629;1.0071915149688722
173;10;sqrt;1431;0.5727272727272728;0.11212121212121212;0.7662419555507818;2.615145778656006
174;18;sqrt;810;0.8272727272727273;0.11212121212121212;0.7779145744385669;1.832280969619751
175;18;sqrt;182;0.8636363636363635;0.12424242424242425;0.7740219113342821;0.41371932029724123
176;16;sqrt;1339;0.8909090909090909;0.11212121212121212;0.7794106853557459;3.2329987049102784
177;19;sqrt;587;0.9363636363636363;0.11212121212121212;0.7767178647189926;1.437190866470337
178;18;sqrt;629;0.7363636363636363;0.11212121212121212;0.7752208587309687;1.367451286315918
179;6;log2;768;0.6636363636363636;0.1202020202020202;0.7683373163985929;1.5282882690429687
180;19;sqrt;1554;0.7999999999999999;0.1202020202020202;0.7728265442209751;3.427232360839844
181;19;sqrt;209;0.7818181818181817;0.1202020202020202;0.7749205624625188;0.4701115608215332
182;16;log2;1148;1.0;0.1202020202020202;0.7794115804265909;2.8329360485076904
183;10;sqrt;344;0.8909090909090909;0.1202020202020202;0.777615173240962;0.791918134689331
184;19;sqrt;300;0.709090909090909;0.11212121212121212;0.7746233989420264;0.6189555644989013
185;19;sqrt;611;0.7909090909090909;0.1202020202020202;0.7734248990807624;1.370739507675171
186;10;log2;1008;0.7272727272727272;0.1202020202020202;0.7725275905587927;2.080011224746704
187;19;sqrt;393;0.7363636363636363;0.1202020202020202;0.7713322234454857;0.8284250736236572
188;19;log2;351;0.9727272727272727;0.14040404040404042;0.7734257941516072;0.8043461322784424
189;15;log2;181;0.9545454545454545;0.10404040404040404;0.7794111328911683;0.45343937873840334
190;15;sqrt;1414;0.9636363636363636;0.10404040404040404;0.781804552330317;3.5500488758087156
191;15;log2;1876;0.8363636363636363;0.12424242424242425;0.7743235502089991;4.1502227783203125
192;15;sqrt;1343;0.7727272727272727;0.1202020202020202;0.7746225038711815;2.8635056018829346
193;7;sqrt;1931;0.709090909090909;0.10808080808080808;0.7746225038711815;4.151442289352417
194;18;log2;588;0.9545454545454545;0.10808080808080808;0.7809076913437698;1.4930589199066162
195;7;sqrt;1226;0.38181818181818183;0.11212121212121212;0.7506762260232896;1.8527924060821532
196;6;log2;1262;0.9636363636363636;0.10808080808080808;0.780009040215533;3.1924869060516357
197;18;sqrt;175;0.22727272727272727;0.3545454545454545;0.5013470816215103;0.17536535263061523
198;19;log2;52;0.8909090909090909;0.1202020202020202;0.7761199573946278;0.13255019187927247
199;5;log2;18;0.709090909090909;0.1202020202020202;0.7713326709809081;0.050634241104125975
200;18;log2;1825;0.7818181818181817;0.11212121212121212;0.7755202599285733;4.112372016906738
201;1;log2;147;0.6909090909090908;0.1202020202020202;0.7437917886200692;0.19768948554992677
202;14;log2;253;0.9272727272727272;0.11212121212121212;0.7809081388791922;0.6473959922790528
203;19;log2;657;0.7454545454545454;0.10404040404040404;0.7785133768337765;1.4820334911346436
204;10;sqrt;1662;1.0;0.11212121212121212;0.7809076913437698;4.241036987304687
205;16;log2;1580;0.9363636363636363;0.1202020202020202;0.7788123304959587;3.7545888423919678
206;10;log2;1548;0.7909090909090909;0.1202020202020202;0.7728260966855527;3.398277997970581
207;10;log2;1890;0.7999999999999999;0.1202020202020202;0.7725271430233703;4.157728099822998
208;14;log2;1345;0.6454545454545454;0.1202020202020202;0.7656436006909947;2.590321588516235
209;12;log2;1638;0.6545454545454545;0.1202020202020202;0.7683377639340153;3.1490824699401854
210;10;log2;1413;0.5818181818181818;0.1202020202020202;0.7632492861810012;2.5349916934967043
211;18;sqrt;1407;0.8818181818181817;0.1202020202020202;0.77701592331033;3.21472110748291
212;18;sqrt;726;0.8727272727272727;0.10808080808080808;0.7809081388791922;1.7222261428833008
213;16;sqrt;269;0.8999999999999999;0.11212121212121212;0.7797091914825058;0.6440991401672364
214;18;log2;956;0.47272727272727266;0.11212121212121212;0.7572617097643277;1.5651258468627929
215;10;sqrt;1800;0.8454545454545453;0.10808080808080808;0.7788127780313813;4.212807893753052
216;11;sqrt;63;0.8545454545454545;0.10404040404040404;0.7785133768337765;0.15682430267333985
217;18;sqrt;901;0.6818181818181818;0.11212121212121212;0.7731263929540024;1.8508502960205078
218;19;sqrt;471;0.7;0.10808080808080808;0.7764180159859653;1.0040816783905029
219;7;log2;1075;0.9272727272727272;0.10404040404040404;0.7803079938777154;2.691752529144287
220;18;sqrt;572;0.9090909090909091;0.1202020202020202;0.7782135281007492;1.3679564952850343
221;18;log2;470;0.2181818181818182;0.10808080808080808;0.7467853530606947;0.5609891414642334
222;17;log2;29;0.6818181818181818;0.49595959595959593;0.7381067461489577;0.04620170593261719
223;18;log2;404;0.5727272727272728;0.10808080808080808;0.7689356712583801;0.7725583553314209
224;8;sqrt;43;0.9272727272727272;0.10808080808080808;0.7797123242304629;0.13191347122192382
225;15;log2;168;0.9272727272727272;0.12828282828282828;0.7737260904200568;0.46744093894958494
226;15;log2;1011;0.9727272727272727;0.10808080808080808;0.7806078426107426;3.0516099452972414
227;3;log2;149;0.9727272727272727;0.10404040404040404;0.7596537865972092;0.3997154712677002
228;15;log2;984;0.9272727272727272;0.12424242424242425;0.7752204111955461;2.942026138305664
229;9;sqrt;1992;0.9818181818181817;0.11212121212121212;0.7812066450059522;6.280695152282715
230;19;sqrt;1200;0.6727272727272727;0.10808080808080808;0.7722263992194982;3.086069869995117
231;3;sqrt;1819;0.9454545454545454;0.10808080808080808;0.762946304700017;4.9265162467956545
232;10;sqrt;1248;0.6363636363636364;0.11212121212121212;0.7719278930927382;3.2547311782836914
233;16;log2;1991;0.7;0.1202020202020202;0.7713299857683735;4.228406858444214
234;19;sqrt;1897;0.9272727272727272;0.4313131313131313;0.7419980666469751;2.878168058395386
235;9;sqrt;506;0.1272727272727273;0.4797979797979798;0.5013470816215103;0.6618168354034424
236;16;log2;889;0.42727272727272725;0.12828282828282828;0.7509765222917394;1.378352165222168
237;18;sqrt;820;0.5454545454545454;0.12424242424242425;0.7566611172274286;1.461072063446045
238;15;sqrt;1306;0.7454545454545454;0.10808080808080808;0.7764189110568102;2.9832128524780273
239;17;sqrt;1056;0.3;0.23737373737373738;0.7434946250995766;1.2507948875427246
240;19;sqrt;1960;0.609090909090909;0.10404040404040404;0.7728265442209752;3.9758606910705567
241;18;sqrt;649;0.9272727272727272;0.23737373737373738;0.7476831091180867;1.1684436798095703
242;19;log2;811;0.9909090909090909;0.10404040404040404;0.7815069412744019;2.157920408248901
243;16;log2;1814;0.7636363636363636;0.11212121212121212;0.7740232539405494;4.120745325088501
244;18;log2;1076;0.7181818181818181;0.1202020202020202;0.771628939430556;2.2988813400268553
245;9;sqrt;1245;0.8181818181818181;0.1202020202020202;0.7728256491501303;2.702633094787598
246;9;log2;1172;0.9181818181818181;0.10808080808080808;0.7797105340887731;2.8487782001495363
247;15;log2;1010;1.0;0.10808080808080808;0.7800099352863779;2.573909854888916
248;18;log2;1718;0.9909090909090909;0.10808080808080808;0.7809076913437698;4.29864501953125
249;12;sqrt;743;0.8636363636363635;0.10808080808080808;0.7806078426107426;1.764601755142212
250;15;sqrt;1085;0.6;0.10808080808080808;0.772228189361188;2.0458923816680907
251;5;sqrt;845;0.8818181818181817;0.10808080808080808;0.7791117316935635;1.9945613384246825
252;5;log2;690;0.40909090909090906;0.1202020202020202;0.7500778711635026;1.0502599716186523
253;9;sqrt;602;0.8999999999999999;0.10808080808080808;0.7794111328911683;1.4988372325897217
254;5;sqrt;895;0.9272727272727272;0.14040404040404042;0.7707316309085864;1.9983684062957763
255;9;sqrt;1002;0.3727272727272727;0.10808080808080808;0.7509756272208945;1.5002496719360352
256;11;log2;144;0.7909090909090909;0.18888888888888888;0.7503763772902625;0.2756772041320801
257;8;sqrt;1701;0.2545454545454545;0.24545454545454545;0.5013470816215103;1.6176608085632325
258;7;log2;1097;0.8545454545454545;0.10808080808080808;0.7794111328911683;2.604076862335205
259;5;sqrt;408;0.9363636363636363;0.10808080808080808;0.7809076913437698;1.0158106803894043
260;13;sqrt;1419;0.8363636363636363;0.10808080808080808;0.7791117316935635;3.3479525089263915
261;9;sqrt;1679;0.9272727272727272;0.22525252525252526;0.7500787662343475;3.0601189613342283
262;12;sqrt;103;0.8272727272727273;0.10808080808080808;0.7797087439470834;0.24996614456176758
263;10;sqrt;835;0.8090909090909091;0.10808080808080808;0.7785138243691989;1.919693660736084
264;9;log2;1646;0.7727272727272727;0.10808080808080808;0.7761186147883604;3.6414247512817384
265;3;sqrt;1484;0.8909090909090909;0.10808080808080808;0.7632448108267769;3.046434831619263
266;9;log2;1321;0.7545454545454545;0.10808080808080808;0.7764175684505428;2.8814972400665284
267;16;log2;910;0.8181818181818181;0.10808080808080808;0.7785133768337764;2.0643787384033203
268;10;sqrt;86;0.7636363636363636;0.10808080808080808;0.7764175684505428;0.208626127243042
269;16;sqrt;1672;0.7545454545454545;0.1202020202020202;0.7713290906975288;3.5067751884460447
270;19;sqrt;826;0.9272727272727272;0.36262626262626263;0.7428949276335223;1.2192735195159912
271;1;log2;790;0.7909090909090909;0.10808080808080808;0.7422961252383127;1.0399702548980714
272;9;sqrt;1879;0.9636363636363636;0.12828282828282828;0.77671741718357;4.379685401916504
273;17;sqrt;6;0.7636363636363636;0.1202020202020202;0.7626469035024123;0.030108308792114256
274;13;log2;1814;0.7818181818181817;0.10808080808080808;0.7776156207763846;4.053061771392822
275;18;sqrt;1667;1.0;0.10404040404040404;0.7809076913437697;4.254063415527344
276;19;sqrt;1406;0.9272727272727272;0.19696969696969696;0.7524721856734959;2.6465466976165772
277;9;log2;173;0.9545454545454545;0.12828282828282828;0.7749210099979413;0.4071510314941406
278;16;sqrt;1134;0.8454545454545453;0.10404040404040404;0.7806082901461651;2.6858425617218016
279;19;sqrt;1836;0.9272727272727272;0.22121212121212122;0.7491801151061106;3.2728285789489746
280;5;log2;1648;0.8999999999999999;0.10404040404040404;0.7800085926801106;4.009506750106811
281;9;sqrt;1291;0.8818181818181817;0.10404040404040404;0.7803079938777154;3.1811227321624758
282;10;log2;1480;0.8636363636363635;0.10404040404040404;0.7806082901461651;3.611853075027466
283;12;sqrt;1505;0.8363636363636363;0.10404040404040404;0.7797100865533506;3.725684928894043
284;9;log2;1904;0.8272727272727273;0.10404040404040404;0.7794115804265909;4.548907518386841
285;9;sqrt;458;0.9272727272727272;0.15656565656565657;0.7650439032249403;0.9818530559539795
286;4;sqrt;13;0.9363636363636363;0.10404040404040404;0.7677335911137366;0.046734189987182616
287;18;sqrt;1967;0.8727272727272727;0.10404040404040404;0.7800094877509555;4.825024175643921
288;10;sqrt;818;0.8090909090909091;0.10404040404040404;0.7803097840194052;1.9528748989105225
289;10;sqrt;508;0.9272727272727272;0.14444444444444446;0.7710314796416136;1.1104555606842041
290;18;log2;111;0.7999999999999999;0.10808080808080808;0.7779132318322995;0.26342101097106935
291;18;log2;194;1.0;0.12424242424242425;0.7779145744385669;0.48398475646972655
292;1;sqrt;169;1.0;0.12828282828282828;0.7419967240407078;0.2371037483215332
293;19;sqrt;792;0.6272727272727272;0.10808080808080808;0.7713299857683735;1.559314203262329
294;9;sqrt;1013;0.9454545454545454;0.10404040404040404;0.7821048485987665;2.582975149154663
295;3;sqrt;567;0.8181818181818181;0.10404040404040404;0.7596533390617868;1.1709970951080322
296;15;log2;1701;0.6818181818181818;0.10808080808080808;0.7728265442209751;3.60145788192749
297;2;log2;1152;0.6363636363636364;0.10808080808080808;0.748280568907029;1.866826629638672
298;13;sqrt;1388;0.7272727272727272;0.10808080808080808;0.7761190623237829;3.074900579452515
299;16;sqrt;1537;0.9272727272727272;0.1;0.781505151132712;3.8166422843933105
300;18;sqrt;1063;0.9727272727272727;0.10808080808080808;0.7809076913437698;2.6627622127532957
301;16;sqrt;1432;0.9545454545454545;0.1;0.7809076913437698;3.6427779674530028
302;19;log2;788;0.5272727272727272;0.10808080808080808;0.7641474897738155;1.4136765480041504
303;13;sqrt;1190;0.5909090909090909;0.1;0.7728256491501303;2.348516416549683
