Iteracja;estimator__loss;estimator__n_estimators;estimator__max_depth;estimator__subsample;estimator__max_features;estimator__learning_rate;estimator__min_samples_split;Srednia dokladnosc;Czas
166;exponential;1101;9;0.5;0.7500000000000001;0.0098431332023037;128;0.95;65.48396878242492
167;log_loss;2001;3;0.5;0.7500000000000001;0.0098431332023037;32;0.9491847826086957;45.149962186813354
168;log_loss;3851;9;0.2;0.2;1.0;128;0.73125;31.7045578956604
169;exponential;1501;11;0.6;0.5;0.09921256574801249;8;0.9559782608695653;64.68002352714538
170;exponential;2251;5;0.5;0.45;0.004556754060844206;2;0.9494565217391304;55.8818546295166
171;log_loss;2751;1;0.8;0.2;1.0;32;0.9179347826086957;13.027023935317994
172;exponential;1951;11;0.2;0.6000000000000001;1.0;128;0.9372282608695652;36.08885388374328
173;exponential;2301;1;1.0;0.4;0.21431099571326834;8;0.9434782608695652;16.834229516983033
174;exponential;4301;15;0.5;0.15000000000000002;0.002109491677524035;64;0.9527173913043478;101.39798007011413
175;log_loss;2751;7;0.30000000000000004;0.9500000000000001;0.002109491677524035;32;0.9456521739130436;122.17783370018006
176;exponential;4551;3;1.0;0.4;0.002109491677524035;128;0.9464673913043479;89.2244466304779
177;exponential;201;3;0.9;0.9500000000000001;0.09921256574801249;4;0.9456521739130433;8.446746635437012
178;log_loss;1751;3;0.1;0.7000000000000001;0.045929202883612456;2;0.9440217391304347;13.818238353729248
179;log_loss;751;15;0.2;0.9500000000000001;0.004556754060844206;4;0.9434782608695652;54.450571870803834
180;exponential;2101;7;0.8;0.2;0.004556754060844206;16;0.9524456521739131;51.517058324813846
181;exponential;2001;9;0.6;0.25;0.021262343752724643;4;0.9567934782608696;69.29574413299561
182;log_loss;3951;15;0.4;0.45;1.0;2;0.5421195652173914;249.73585891723633
183;log_loss;2601;15;1.0;0.6000000000000001;1.0;64;0.9084239130434784;259.28369998931885
184;exponential;3251;7;0.6;0.15000000000000002;0.21431099571326834;2;0.9557065217391305;26.805132150650024
185;exponential;4751;1;0.1;0.9000000000000001;0.021262343752724643;4;0.9323369565217392;20.71494174003601
186;log_loss;1401;5;0.5;0.15000000000000002;1.0;32;0.7081521739130435;17.296396255493164
187;log_loss;2601;13;0.9;0.5;0.0009765625;128;0.9404891304347827;238.84809007644654
188;log_loss;1901;1;0.2;0.5;0.21431099571326834;4;0.9214673913043478;8.373769521713257
189;log_loss;4751;11;0.30000000000000004;0.05;0.002109491677524035;2;0.9540760869565217;88.74879746437072
190;log_loss;1501;11;0.8;0.15000000000000002;0.0098431332023037;2;0.9554347826086957;69.08514199256896
191;exponential;4451;11;0.1;0.1;0.021262343752724643;32;0.9508152173913043;28.390931367874146
192;log_loss;301;7;0.8;0.6500000000000001;0.002109491677524035;2;0.9320652173913043;24.459894132614135
193;exponential;4551;7;0.5;0.5;0.0009765625;32;0.9461956521739131;188.91105284690858
194;exponential;101;7;0.1;0.7000000000000001;0.09921256574801249;32;0.9402173913043479;1.6338911056518555
195;log_loss;2001;15;0.7000000000000001;0.8500000000000001;0.004556754060844206;32;0.951358695652174;351.7531729221344
196;exponential;2551;11;0.9;0.6000000000000001;0.021262343752724643;8;0.9546195652173914;298.9414331436157
197;exponential;1651;13;0.4;0.25;0.004556754060844206;8;0.9480978260869565;68.39992723464965
198;log_loss;2851;15;0.6;0.45;0.002109491677524035;16;0.951086956521739;265.72270522117617
199;log_loss;3201;1;0.4;0.2;0.045929202883612456;32;0.9494565217391304;13.554113817214965
200;log_loss;3101;13;0.1;1.0;0.002109491677524035;32;0.9418478260869565;107.13609676361084
201;log_loss;3501;11;0.7000000000000001;0.4;0.09921256574801249;2;0.9527173913043478;77.74762191772462
202;exponential;4601;15;0.7000000000000001;0.35000000000000003;0.0009765625;4;0.9502717391304347;498.1606953620911
203;exponential;601;15;0.6;0.6500000000000001;1.0;4;0.9548913043478262;16.60603723526001
204;exponential;1851;15;0.4;0.05;0.002109491677524035;4;0.95;64.24617929458618
205;exponential;401;9;0.8;0.8;0.002109491677524035;128;0.925;41.963175010681155
206;exponential;751;15;0.6;0.45;0.0009765625;32;0.9364130434782609;70.54547505378723
207;log_loss;2801;11;0.2;0.45;0.045929202883612456;64;0.9464673913043479;76.392236328125
208;log_loss;4701;5;0.8;0.6500000000000001;0.46293735614364534;32;0.43777173913043477;162.78420238494874
209;log_loss;151;1;0.7000000000000001;0.7500000000000001;0.045929202883612456;32;0.9220108695652174;1.8295439720153808
210;exponential;51;11;0.4;0.9000000000000001;1.0;128;0.9345108695652173;3.696306085586548
211;exponential;2401;9;0.4;0.6500000000000001;0.002109491677524035;32;0.9467391304347826;134.9232048511505
212;exponential;1651;9;0.6;0.55;0.0098431332023037;4;0.9535326086956522;117.58628134727478
213;log_loss;1601;1;0.2;0.9500000000000001;0.021262343752724643;16;0.9442934782608695;13.871919918060303
214;exponential;4601;9;0.4;0.8500000000000001;0.0009765625;4;0.9467391304347826;355.25025701522827
215;log_loss;2301;11;0.7000000000000001;0.45;0.09921256574801249;4;0.9535326086956522;69.20843596458435
216;log_loss;3451;3;0.9;0.9500000000000001;0.21431099571326834;4;0.9502717391304347;154.99358520507812
217;exponential;3601;13;0.2;0.8;0.002109491677524035;8;0.9456521739130436;204.44223222732543
218;log_loss;1401;5;0.30000000000000004;0.15000000000000002;0.46293735614364534;2;0.6953804347826088;15.338693857192993
219;log_loss;1401;1;0.4;0.25;0.46293735614364534;32;0.8597826086956522;6.632821750640869
220;log_loss;801;15;0.6;0.7000000000000001;0.21431099571326834;128;0.9535326086956522;71.22883906364441
221;log_loss;551;5;1.0;0.55;0.002109491677524035;2;0.9277173913043477;28.91344232559204
222;exponential;2051;3;0.4;0.2;0.09921256574801249;8;0.9505434782608697;16.427095413208008
223;exponential;3551;5;0.5;0.35000000000000003;0.09921256574801249;64;0.9519021739130435;72.53223242759705
224;exponential;4551;13;0.30000000000000004;0.7500000000000001;1.0;16;0.9445652173913043;44.78073577880859
225;exponential;2051;11;0.4;0.5;0.045929202883612456;128;0.9524456521739131;96.02987456321716
226;exponential;3651;15;0.7000000000000001;0.7000000000000001;0.46293735614364534;128;0.9546195652173914;87.39696106910705
227;exponential;3151;1;0.7000000000000001;0.9000000000000001;0.045929202883612456;8;0.9421195652173913;48.102391719818115
228;exponential;201;13;0.4;0.25;0.46293735614364534;2;0.9513586956521738;9.815032243728638
229;exponential;1451;11;0.9;0.15000000000000002;0.021262343752724643;4;0.9567934782608696;70.89215784072876
230;exponential;451;13;0.4;0.8;1.0;2;0.9472826086956522;15.813377952575683
231;log_loss;751;3;0.8;0.15000000000000002;0.0098431332023037;64;0.94375;6.80982346534729
232;log_loss;4601;15;0.9;0.6000000000000001;0.004556754060844206;2;0.9554347826086957;1002.7335020542145
233;exponential;3251;3;0.4;0.15000000000000002;0.045929202883612456;32;0.9502717391304347;23.209147119522093
234;log_loss;2001;5;1.0;0.1;0.002109491677524035;8;0.9453804347826086;31.697148609161378
235;exponential;1051;3;0.8;0.5;0.021262343752724643;2;0.948641304347826;29.82111711502075
236;log_loss;4701;7;0.5;0.4;0.002109491677524035;16;0.9494565217391304;189.1344127178192
237;log_loss;4651;1;0.2;0.8500000000000001;0.0009765625;2;0.9144021739130436;38.49120287895202
238;log_loss;1501;7;0.5;0.6500000000000001;0.46293735614364534;64;0.8266304347826088;82.12754001617432
239;exponential;801;7;0.4;0.25;0.09921256574801249;16;0.9521739130434783;21.72055115699768
240;log_loss;4651;9;0.30000000000000004;0.15000000000000002;0.21431099571326834;32;0.8198369565217393;59.027173805236814
241;exponential;4501;7;0.1;0.9500000000000001;0.09921256574801249;8;0.945108695652174;106.72101621627807
242;log_loss;1001;13;0.1;0.45;0.0009765625;4;0.9345108695652173;44.039319801330564
243;exponential;851;5;0.8;0.9000000000000001;0.46293735614364534;8;0.9543478260869567;66.27974066734313
244;log_loss;751;5;0.6;0.25;0.0098431332023037;64;0.9478260869565217;18.73725290298462
245;exponential;4951;9;0.2;0.8500000000000001;0.46293735614364534;64;0.9383152173913045;111.72320981025696
246;log_loss;4851;13;0.2;0.5;0.46293735614364534;2;0.578804347826087;196.01566624641418
247;log_loss;51;13;0.1;0.55;1.0;16;0.7070652173913043;10.563869714736938
248;exponential;3301;3;0.30000000000000004;0.9000000000000001;0.21431099571326834;8;0.9472826086956522;68.50316610336304
249;exponential;51;3;0.4;0.9500000000000001;0.002109491677524035;2;0.5991847826086957;2.1390592575073244
250;exponential;201;11;1.0;0.25;0.09921256574801249;2;0.9546195652173914;14.861304235458373
251;exponential;4301;9;0.6;1.0;0.09921256574801249;16;0.9557065217391305;198.80353651046752
252;exponential;2951;9;0.7000000000000001;0.6000000000000001;0.004556754060844206;16;0.9519021739130435;230.46361923217773
253;log_loss;1351;3;0.5;0.35000000000000003;0.21431099571326834;2;0.9345108695652173;18.36081757545471
254;exponential;4351;13;0.8;0.8;1.0;32;0.951086956521739;117.32725896835328
255;exponential;1301;11;0.4;0.6500000000000001;0.004556754060844206;4;0.9483695652173912;106.82805919647217
256;exponential;4301;5;0.8;0.15000000000000002;0.002109491677524035;64;0.95;68.78981852531433
257;exponential;3101;5;0.2;0.3;0.002109491677524035;128;0.94375;30.63458399772644
258;log_loss;4751;11;0.2;0.6500000000000001;0.46293735614364534;128;0.7339673913043477;118.9420371055603
259;log_loss;1651;13;0.2;0.55;0.09921256574801249;8;0.8317934782608697;62.19174146652222
260;log_loss;4351;11;0.9;0.1;0.0098431332023037;128;0.9589673913043478;93.35565843582154
261;log_loss;2251;3;0.5;0.1;1.0;32;0.7081521739130434;15.172801208496093
262;exponential;1001;5;1.0;0.25;0.09921256574801249;32;0.95625;25.311041593551636
263;exponential;251;15;0.1;0.6500000000000001;0.002109491677524035;32;0.9146739130434783;5.450072383880615
264;log_loss;251;9;0.2;0.45;0.045929202883612456;16;0.9451086956521738;6.053943204879761
265;exponential;2151;13;0.6;0.45;0.0009765625;32;0.9410326086956522;169.80821743011475
266;exponential;3451;3;0.8;0.45;0.09921256574801249;8;0.9505434782608695;79.14797868728638
267;log_loss;151;13;0.8;0.1;0.004556754060844206;32;0.9347826086956521;5.4226149559021
268;exponential;1501;11;0.30000000000000004;0.6500000000000001;0.045929202883612456;2;0.9489130434782609;89.3862292766571
269;log_loss;2501;3;1.0;0.7500000000000001;1.0;4;0.9380434782608695;84.7599196434021
270;log_loss;4951;5;0.4;0.55;0.0098431332023037;16;0.9529891304347826;138.621502161026
271;exponential;1051;13;0.9;0.4;0.0098431332023037;128;0.9527173913043478;88.55538754463196
272;log_loss;151;3;0.30000000000000004;0.55;0.002109491677524035;128;0.8418478260869566;2.1625855445861815
273;exponential;351;15;0.6;0.7500000000000001;1.0;32;0.9483695652173914;19.570057153701782
274;log_loss;3201;7;0.2;0.35000000000000003;0.21431099571326834;32;0.7388586956521739;57.49112229347229
275;log_loss;701;13;0.7000000000000001;0.9500000000000001;0.002109491677524035;16;0.9364130434782609;129.04952845573425
