Iteracja;estimator__max_depth;estimator__max_features;estimator__n_estimators;estimator__max_samples;estimator__min_samples_split;Srednia dokladnosc;Czas
1;11;sqrt;1717;0.6636363636363636;0.35858585858585856;0.8766304347826088;2.66607551574707
2;6;sqrt;526;0.9181818181818181;0.3383838383838384;0.9016304347826086;1.0308005332946777
3;11;log2;481;0.40909090909090906;0.17676767676767677;0.9035326086956521;0.7234989166259765
4;4;sqrt;1635;0.5272727272727272;0.28181818181818186;0.8855978260869566;2.5096890926361084
5;5;log2;363;0.7545454545454545;0.21313131313131314;0.9103260869565217;0.6843704223632813
6;16;sqrt;667;0.7636363636363636;0.29393939393939394;0.9032608695652173;1.224991226196289
7;18;sqrt;478;0.4818181818181818;0.17272727272727273;0.9095108695652172;0.9373648643493653
8;10;sqrt;106;0.7454545454545454;0.11212121212121212;0.9244565217391305;0.3515829086303711
9;3;sqrt;897;0.8181818181818181;0.47171717171717176;0.8494565217391304;1.2873605728149413
10;8;log2;141;0.33636363636363636;0.4191919191919192;0.6076086956521739;0.15542755126953126
11;10;sqrt;106;0.5;0.24545454545454545;0.8913043478260869;0.19859027862548828
12;11;sqrt;583;0.2545454545454545;0.26161616161616164;0.6076086956521739;0.5465716361999512
13;8;log2;239;0.3090909090909091;0.29393939393939394;0.6076086956521739;0.26644148826599123
14;5;log2;1900;0.18181818181818182;0.41515151515151516;0.6076086956521739;1.741504430770874
15;10;sqrt;377;0.7454545454545454;0.23737373737373738;0.9108695652173913;0.8429003715515136
16;18;sqrt;680;0.7454545454545454;0.20505050505050504;0.9173913043478261;1.6674046039581298
17;3;sqrt;1429;0.609090909090909;0.4636363636363636;0.6076086956521739;1.3872370719909668
18;18;sqrt;1662;0.36363636363636365;0.20505050505050504;0.8875;2.292294406890869
19;18;sqrt;1390;0.16363636363636364;0.20505050505050504;0.6076086956521739;1.2830835819244384
20;8;sqrt;1635;0.40909090909090906;0.11212121212121212;0.9195652173913043;3.3653369903564454
21;7;sqrt;605;0.19090909090909092;0.11212121212121212;0.8956521739130434;0.7820979595184326
22;9;sqrt;1558;0.3909090909090909;0.37070707070707076;0.6076086956521739;1.4569013118743896
23;14;log2;1488;0.7636363636363636;0.3424242424242424;0.8853260869565217;2.2223312854766846
24;14;sqrt;106;0.23636363636363636;0.22525252525252526;0.6076086956521739;0.1289095401763916
25;13;log2;1762;0.7272727272727272;0.32626262626262625;0.8864130434782609;2.6632391929626467
26;7;sqrt;422;0.5454545454545454;0.29393939393939394;0.8858695652173912;0.6713596820831299
27;16;sqrt;833;0.8090909090909091;0.11212121212121212;0.9255434782608696;2.9890746116638183
28;6;sqrt;534;0.6909090909090908;0.23333333333333334;0.910054347826087;1.1191547870635987
29;16;sqrt;274;0.709090909090909;0.36262626262626263;0.8839673913043479;0.46798028945922854
30;3;log2;1531;0.5;0.13636363636363635;0.8980978260869567;2.3860464572906492
31;8;log2;703;0.22727272727272727;0.21313131313131314;0.6076086956521739;0.6742382049560547
32;16;sqrt;58;0.6545454545454545;0.11212121212121212;0.9241847826086955;0.20623259544372557
33;16;sqrt;601;0.2;0.11212121212121212;0.8953804347826088;0.768203592300415
34;16;sqrt;1532;0.4818181818181818;0.11212121212121212;0.9217391304347826;3.663059854507446
35;16;sqrt;58;0.2181818181818182;0.22525252525252526;0.6076086956521739;0.07471494674682617
36;4;log2;1990;0.9181818181818181;0.4111111111111111;0.8777173913043479;2.971218395233154
37;9;sqrt;1128;0.4818181818181818;0.3868686868686869;0.6076086956521739;1.142339277267456
38;13;sqrt;1036;0.9272727272727272;0.491919191919192;0.8633152173913043;1.6169486045837402
39;8;sqrt;1968;0.5636363636363636;0.48383838383838385;0.6076086956521739;1.8271841049194335
40;16;log2;383;0.6909090909090908;0.18484848484848487;0.9176630434782609;0.7823081016540527
41;18;log2;1958;0.8363636363636363;0.3868686868686869;0.8763586956521738;2.902363729476929
42;17;sqrt;1394;0.7999999999999999;0.407070707070707;0.8779891304347827;2.1753148555755617
43;16;log2;187;0.8090909090909091;0.18888888888888888;0.9168478260869566;0.4256443023681641
44;16;sqrt;1407;0.6636363636363636;0.11212121212121212;0.9241847826086957;4.2254359245300295
45;16;sqrt;1037;0.3727272727272727;0.11212121212121212;0.9195652173913043;2.1008904933929444
46;11;sqrt;980;0.19090909090909092;0.3909090909090909;0.6076086956521739;0.9000028133392334
47;16;sqrt;232;0.5545454545454546;0.11212121212121212;0.9252717391304348;0.6440463542938233
48;16;sqrt;187;0.6909090909090908;0.11212121212121212;0.9288043478260869;0.6042818069458008
49;7;log2;609;0.40909090909090906;0.17272727272727273;0.90625;0.9214610576629638
50;16;log2;1778;0.40909090909090906;0.36262626262626263;0.6076086956521739;1.633391809463501
51;9;sqrt;935;0.8545454545454545;0.41515151515151516;0.8842391304347824;1.522468376159668
52;10;sqrt;1364;0.8272727272727273;0.11212121212121212;0.9258152173913043;4.555115747451782
53;5;sqrt;777;0.5454545454545454;0.18484848484848487;0.9100543478260871;1.5370415687561034
54;9;sqrt;1473;0.6909090909090908;0.11212121212121212;0.9244565217391305;4.320105314254761
55;16;sqrt;1674;0.9545454545454545;0.11212121212121212;0.9266304347826088;6.6125894546508786
56;16;sqrt;1021;0.609090909090909;0.11212121212121212;0.9252717391304348;2.964132785797119
57;16;sqrt;1180;0.4363636363636364;0.11212121212121212;0.9222826086956522;2.682275342941284
58;3;sqrt;989;0.6545454545454545;0.14444444444444446;0.9065217391304348;1.9775958061218262
59;10;sqrt;120;0.5;0.11212121212121212;0.9225543478260869;0.3175618648529053
60;10;sqrt;803;0.4636363636363636;0.11212121212121212;0.9220108695652174;1.8904205322265626
61;16;sqrt;1929;0.1090909090909091;0.11212121212121212;0.6076086956521739;1.8104524612426758
62;16;sqrt;1351;0.9090909090909091;0.11212121212121212;0.9279891304347826;5.162021636962891
63;16;sqrt;782;0.7909090909090909;0.11212121212121212;0.9274456521739131;2.738903760910034
