Iteracja;estimator__alpha;estimator__learning_rate_init;estimator__hidden_layer_sizes;estimator__activation;Srednia dokladnosc;Czas
164;0.015625;0.018430490006345515;358;tanh;0.7797047161282815;4.192279577255249
165;0.03317145457219775;0.18333479847628556;127;identity;0.7734181860494258;0.9450453758239746
166;0.06390320198458342;0.02691930148259951;18;identity;0.7773121917599778;0.719980001449585
167;1.2127467205543745;0.050125261966601;88;identity;0.7386992830482533;0.7696059226989747
168;1.9331464694929505;0.04774891004429477;172;logistic;0.7192417854873214;1.2431627273559571
169;0.21106448620256843;0.45909889885570365;359;logistic;0.7312294693124961;2.83992018699646
170;0.07392684949553276;0.10797646446425671;217;logistic;0.7449773099540828;2.2898788452148438
171;0.2950925163799442;1.3299863245266477;360;identity;0.7554545617285608;2.4048510074615477
172;0.16555762988687348;0.02771530754333896;497;tanh;0.7665328535753606;6.518048715591431
173;0.6204175109326838;0.04504552272559456;160;relu;0.7494674328473099;1.1720895290374755
174;0.1473416528933274;0.2226474251768303;496;relu;0.773416395907736;3.6372024059295653
175;0.03673332327428612;0.0585537713661833;131;relu;0.79228090903395;1.526970100402832
176;0.13566477834557353;1.1440849625770602;373;identity;0.7734222138682277;2.679694318771362
177;1.1385417433145342;0.3930140115109754;126;logistic;0.7228381801419582;1.2630671977996826
178;0.050369306876947045;0.41862887890635875;233;tanh;0.7231201274580883;3.2686016082763674
179;0.019067867124605092;1.5163476976712509;86;relu;0.5381170394636736;2.2629544734954834
180;0.06176712465289618;0.26647869370820154;302;identity;0.7617424344136838;1.0827015399932862
181;0.2348660204744053;0.045706670772392856;306;identity;0.7773090590120209;1.5581747531890868
182;0.3023463933054034;0.6576515961396022;118;relu;0.5552392971903727;1.5392359256744386
183;0.09243381666486569;0.10641458241565548;345;logistic;0.7399027057991641;3.9200375080108643
184;0.7073521335886899;1.638882828152035;404;identity;0.7153486748476141;2.348425769805908
185;0.02101302139179634;0.3267788205191414;270;logistic;0.7794084476786337;4.044196128845215
186;0.20302083543541474;0.9375105995572536;286;logistic;0.7321151419134824;2.43058443069458
187;0.7498035621013104;0.021321436461927665;438;tanh;0.7596488637075625;4.835208082199097
188;0.03745393893043655;0.2880126740439982;196;logistic;0.7743163896422401;3.1932426929473876
189;0.05110859386587024;1.0381781676667892;419;logistic;0.7446756710793659;4.272772693634034
190;0.3987824082428263;0.05714895271970209;273;relu;0.762054814138539;1.9150562763214112
191;0.15392508819589254;0.03253323412904475;449;tanh;0.7725217725983012;5.608668851852417
192;0.7833058551989767;0.021321436461927665;387;relu;0.7530647225727917;1.9749782085418701
193;0.15392508819589254;1.4304970440579656;191;tanh;0.633913339240801;1.471379804611206
194;0.33807973237004935;0.23034718650700994;159;relu;0.7692265692829586;1.3373878479003907
195;0.044827272143312086;0.17379704711480962;341;identity;0.7602503513153065;1.2988881111145019
196;1.6151763502473173;0.06974135275325556;188;identity;0.7401922612174754;0.9049535751342773
197;0.12736378555065636;0.156944712301233;43;tanh;0.7800063550029985;1.1373193740844727
198;1.7204462053160565;0.03893785758324189;232;tanh;0.7449817853083072;1.604772138595581
199;0.25882520998199837;0.7498035621013104;122;identity;0.7617460146970634;0.9129275321960449
200;1.3560773199087828;1.1112259166224687;88;tanh;0.570508758268217;0.894611120223999
201;1.4799675726932093;0.24655475470354304;169;tanh;0.7276268091619451;1.7240541934967042
202;0.01861039197551945;1.1894134130643472;183;tanh;0.5911083662271869;1.195988368988037
203;0.591004590443217;1.762737704888237;246;identity;0.7398852519176893;1.4729519367218018
204;0.01705248881006791;0.1106307099655607;273;identity;0.7626451133607224;1.0414074897766112
205;0.29797294575360506;1.8236980308590787;61;logistic;0.6896314993331722;0.7843759059906006
206;0.08146828692094271;0.021951913172414975;268;logistic;0.7647377889959991;3.840420055389404
207;0.5967734489800743;0.09563043268946957;261;logistic;0.6734571216311771;2.060655355453491
208;0.3008814913041127;0.019067867124605092;354;tanh;0.7728184885833714;4.097840929031372
209;0.156944712301233;0.03763629095833169;239;tanh;0.7785097965503971;3.1839334964752197
210;0.21209209606617088;0.025272175895720513;385;identity;0.7743190748547748;1.5403536796569823
211;0.08146828692094271;0.7039249335986947;235;tanh;0.5941614528789954;1.8756725311279296
212;0.039127434367285455;0.8887378457121512;266;logistic;0.7641385390653671;3.319789457321167
213;0.49619840021760325;0.08306649034502775;194;relu;0.7668335973792326;1.5760252952575684
214;0.5824556954128585;0.1712830688202306;222;logistic;0.7291148644415206;2.582701253890991
215;0.08387731117400694;1.1496551701164517;10;tanh;0.6408183632734531;0.5998438358306885
216;0.4394630621411003;1.1722085206144224;296;identity;0.7396140454516974;1.464186716079712
217;0.673817793089464;0.3497714608854497;214;relu;0.7425825479086671;1.446659803390503
218;1.7713199476192512;0.6640710031730105;209;identity;0.7204317821755593;1.2801320552825928
219;0.10850216957891966;0.3128023645147865;270;identity;0.7458741709406299;1.5657382965087892
220;0.01648247926962542;0.03781953080371751;308;relu;0.7883927212838896;2.888870096206665
221;0.0642143275645264;0.6418732576382736;39;relu;0.7114403480035445;0.9642019748687745
222;1.9806665040252154;0.07285749591269768;344;tanh;0.718042838090635;2.1951343059539794
223;0.0172189399633032;0.742555400026428;341;logistic;0.7512629449620938;4.627809715270996
224;0.05577783839974768;0.03837462057532532;63;identity;0.779705163663704;0.9437893390655517
225;0.14662776614959205;0.45909889885570365;70;tanh;0.729727987970248;1.5131357669830323
226;0.5034812683758162;0.2281204783054419;103;tanh;0.7339097589574214;1.2218485832214356
227;0.019067867124605092;1.1440849625770602;198;identity;0.7560538116591927;1.4378432750701904
228;1.4444602775387303;0.10235913115104756;285;relu;0.7327152869149594;1.5237507343292236
229;0.03533341924850067;0.03550544710021474;124;relu;0.7877925762824127;2.0641160011291504
230;0.35490517238878616;1.762737704888237;193;logistic;0.6312236513520045;1.573787021636963
231;1.1952043112734996;0.02040951041302903;473;identity;0.7485719144670301;2.6326231479644777
232;0.1106307099655607;0.02652991316584763;480;identity;0.7605425919461525;1.7331458568572997
233;0.19911470441909557;1.5237303411410883;161;logistic;0.6908680397053427;1.8717676162719727
234;0.21730568121770286;0.9605562077242387;303;logistic;0.7416919524180339;2.3635669708251954
235;0.09021614995977584;0.5158576959446195;77;tanh;0.689884804382267;1.7008863925933837
236;0.018430490006345515;0.10850216957891966;222;identity;0.7812026171871503;1.3256245136260987
237;0.03818869125807768;0.06611315075504312;26;logistic;0.7713237202724595;1.095231533050537
238;0.6204175109326838;0.21312470905488828;137;tanh;0.7491702693268172;1.2973855018615723
239;0.07285749591269768;0.7039249335986947;119;tanh;0.7060551542654601;1.7515317916870117
240;0.038749199319863675;0.45466090549917626;236;identity;0.7644442057588858;1.2361963272094727
241;1.2425581016106433;0.6481386506348492;314;relu;0.5767568003007438;1.6164809703826903
242;0.3082776710983116;0.9375105995572536;262;logistic;0.6671415017498635;1.8998738765716552
243;0.7948026945045219;0.8466043225099864;342;relu;0.5441614528789953;1.8893008708953858
244;0.3067840313945001;0.016165355545043947;137;relu;0.7668394153397242;1.7302297115325929
245;0.02576795259088798;0.9466617400274042;158;tanh;0.6461825228466833;1.5189773082733153
246;0.7461706802048571;0.2204951486276042;265;relu;0.7542591946152537;1.694334125518799
247;0.14172647423086096;0.02812209428572657;99;relu;0.7812008270454607;1.255583143234253
248;0.3689664546016655;0.21836367759337857;244;relu;0.7665306158982483;1.6658195018768311
249;0.06515682250468675;0.4206670577250359;368;relu;0.7593512526516475;2.8658626556396483
250;0.08226350751666524;0.1704531832457448;422;identity;0.7626437707544552;2.312724304199219
251;0.07874506561842957;0.27302919411102305;118;identity;0.7255421891642723;0.9562034130096435
252;0.8103947295875948;0.3930140115109754;312;logistic;0.7255256303536426;3.196079683303833
253;0.693742643200452;0.02163437824212656;248;tanh;0.7554563518702505;2.815485715866089
254;1.4944136932548118;1.8776249385264543;215;identity;0.7282314295176463;1.4725221157073975
255;0.156944712301233;0.4066055187365704;414;tanh;0.7422979153800023;6.394930601119995
256;0.04964071369136785;0.9375105995572536;113;identity;0.7584557342713676;1.1593104362487794
257;0.045706670772392856;0.04504552272559456;386;tanh;0.7856913974741101;4.594003677368164
258;0.9793999109397089;0.04208440205119752;258;relu;0.7446855168586594;1.5623473167419433
259;0.8384204118792454;0.25384540001152067;235;tanh;0.7276259140911003;1.7454432010650636
260;0.1292331459877105;0.01608703259423702;158;tanh;0.7695273130868306;1.7066675186157227
261;0.061170037424970826;0.6705530707198307;475;logistic;0.7542560618672967;5.573326539993286
262;0.43100777087075176;0.03763629095833169;433;logistic;0.731518577195385;3.969101142883301
263;0.075377108835222;0.1780692747037867;260;relu;0.7791099415518737;2.0376177787780763
264;0.7142566728433801;0.7871195371570469;74;identity;0.744380297700563;1.1017104148864747
265;1.4029742094653288;0.05714895271970209;98;tanh;0.7443861156610546;0.9915947437286377
266;1.1112259166224687;0.04127469605327433;261;relu;0.7458817790428113;1.839961338043213
267;1.0793106090582623;1.6791693609198017;375;relu;0.4998500756334864;2.3361820697784426
268;0.4166005752914104;0.02589340904603897;434;tanh;0.7680334398467639;5.9247020244598385
269;0.02395742423886009;0.020911210959221032;57;tanh;0.7809050061312354;1.5873205184936523
270;1.1058419031029092;0.09424713627521167;439;identity;0.7368997431146675;1.828233814239502
271;1.914459229749646;0.47038433214885195;95;logistic;0.6650465884374748;1.095913553237915
272;0.0700809025433678;0.26262407325824844;475;identity;0.7686295570294389;2.161007452011108
273;0.22156867356627516;0.8716384851609665;418;tanh;0.6063590308172893;3.2898885726928713
274;0.046830218629596174;0.10436716053370448;359;tanh;0.7743159421068178;5.442972707748413
275;0.07723000662197457;0.07685581862514293;116;relu;0.7800054599321535;1.054060459136963
276;0.12250996182225847;0.863212575588803;151;identity;0.756658432014894;1.022454309463501
277;0.02216618812687864;0.270389889698351;444;relu;0.7773139819016675;3.702722501754761
278;0.016562727532034832;0.24063942749737482;454;identity;0.7692261217475364;2.031594467163086
279;0.1473416528933274;0.33807973237004935;234;identity;0.7608469160334039;1.7625890731811524
280;0.023610879544744945;0.673817793089464;162;identity;0.7746148957690002;1.3219602584838868
281;0.13566477834557353;1.9806665040252154;474;logistic;0.5887722313221092;3.2919519901275636
282;0.019919846636899753;1.6151763502473173;193;tanh;0.6629454096291721;1.9390113353729248
283;0.040875703968271136;0.2348660204744053;366;tanh;0.7602454284256599;5.440433120727539
284;0.4524580226961337;1.1440849625770602;364;logistic;0.6476772911575951;2.2788506984710692
285;0.2950925163799442;0.15847666629620039;495;tanh;0.7494710131306893;5.9728768825531
286;0.2950925163799442;0.13049460444257127;345;relu;0.7536621823617338;1.5908181190490722
287;0.046830218629596174;0.3987824082428263;447;identity;0.7704250691442228;2.482170295715332
288;0.24775515607096352;1.5536221081173245;38;tanh;0.5911029958021177;0.8507319927215576
289;0.0642143275645264;0.021218131723934917;109;relu;0.7886898848043822;1.7204209327697755
290;0.29652923359354616;1.6629372538796394;139;relu;0.5464868469339349;1.5832266330718994
291;0.5415307307061937;0.02812209428572657;260;identity;0.7653370389266311;0.9414986610412598
292;0.05827007181243738;0.25508129735064766;491;tanh;0.7443785075588732;7.537870121002197
293;1.779943974723567;1.814862010472168;210;tanh;0.5010476804239056;1.305860948562622
294;0.42891949014341174;1.7038150854234009;39;tanh;0.5543410935975583;0.6503206729888916
295;1.5460946357021608;0.23947350262862904;191;identity;0.724637720075544;0.7522014141082763
296;0.13435334112254146;0.06390320198458342;214;relu;0.7758151857719539;1.4573610305786133
297;0.04353979661172382;0.02640137277723627;220;tanh;0.7752168309121668;2.173906946182251
298;0.041880498428885575;0.742555400026428;333;tanh;0.575299624965316;2.444786214828491
299;0.03159885331794677;0.2677760987762984;376;relu;0.7785084539441297;3.1801036834716796
300;0.02771530754333896;0.5208930376681447;353;tanh;0.6501499243665136;3.1164196491241456
301;0.017387015863912433;0.8025608479663606;260;logistic;0.7701292482299974;3.677433156967163
302;0.02564310398625645;0.2838465640718767;341;relu;0.71324167807882;3.0296120166778566
303;0.07464845732009369;0.02293275597755678;17;logistic;0.7770105528852609;1.3253103733062743
304;0.03317145457219775;1.9237801592122536;153;tanh;0.6147695640109915;1.436375331878662
305;1.1894134130643472;1.9806665040252154;425;tanh;0.5426644468909714;3.5546122550964356
306;0.01680582416617012;1.509000823932534;461;logistic;0.6510476804239056;6.953457689285278
307;0.03950936140715117;0.2783853419986896;158;logistic;0.7704241740733779;2.3730396747589113
308;0.1806828563883056;0.9793999109397089;193;identity;0.7641394341362119;1.357050848007202
309;1.7713199476192512;0.06390320198458342;478;logistic;0.7111686940021302;6.0843452453613285
310;0.03818869125807768;0.1971899127508921;201;relu;0.7776133830992723;1.720011568069458
311;0.15770882917045473;1.084565449641413;149;relu;0.5408684872407651;2.215719223022461
312;1.745697763727208;1.9051834612300034;149;logistic;0.5420660920311843;1.2597723484039307
313;0.6055324904186157;0.21106448620256843;18;identity;0.7566530615898248;0.7305821418762207
314;0.2526154907328619;0.88443181171395;144;identity;0.7467746122105565;1.0774120807647705
315;0.03431861485477442;0.17720650920481656;180;relu;0.7829994719082016;1.4769309043884278
316;0.17549349853860813;0.8548681171610383;371;identity;0.7129422768812153;1.893788957595825
317;0.25384540001152067;0.01781441834339598;172;logistic;0.7419900110093713;2.385011911392212
318;1.6710335980604352;0.039127434367285455;379;identity;0.7330120029000295;1.6004878997802734
319;0.06176712465289618;0.3204915796870934;118;tanh;0.7551618735622926;1.4353092193603516
320;0.01781441834339598;0.03482232052422077;54;tanh;0.7740223588697045;1.2768762588500977
321;1.1894134130643472;0.7833058551989767;409;tanh;0.5836188609328429;3.704109477996826
322;0.6025986179574196;0.03269162871681927;125;tanh;0.7446788038273229;1.4347925186157227
323;1.5611862295445553;0.20105828418307076;432;relu;0.7276156207763844;1.6748925685882567
