Iteracja;estimator__alpha;estimator__learning_rate_init;estimator__hidden_layer_sizes;estimator__activation;Srednia dokladnosc;Czas
113;0.04353979661172382;0.05236493019823241;111;identity;0.7388452686790837;0.818817138671875
114;0.13176837612730177;0.5712492187347165;384;logistic;0.7494784307428816;2.8371508598327635
115;0.5234291100933081;0.7353773041076956;54;identity;0.7390708627702847;0.8173108100891113
116;1.5016895466166014;1.6791693609198017;302;tanh;0.7066853992721045;2.837470293045044
117;0.04798138520778909;0.20302083543541474;482;tanh;0.784880111325198;13.799444103240967
118;0.12250996182225847;0.2651875747123808;297;identity;0.7427764397345322;1.3817466735839843
119;0.8103947295875948;0.12552146545543488;295;logistic;0.7168679083707986;2.977859115600586
120;0.02771530754333896;0.6204175109326838;479;relu;0.7261135195889532;5.295388078689575
121;0.974654609122431;0.7039249335986947;66;relu;0.741161421537144;1.8001379013061523
122;0.022601033133472042;1.5995628475142802;389;identity;0.744625883108542;3.698626184463501
123;1.6710335980604352;0.07464845732009369;92;logistic;0.7066853992721045;1.6054131507873535
124;0.1971899127508921;0.1298623435278116;92;identity;0.7480943588096768;0.7320537090301513
125;0.9329682561262359;0.16880545527965943;169;relu;0.7499443374009849;1.2064472675323485
126;0.07180361055409945;0.26008535252663867;478;tanh;0.7631074716334834;10.8919602394104
127;0.023496482199636237;0.09065538541441281;186;relu;0.7985305609077286;1.9033991336822509
128;0.16717365548457394;0.7039249335986947;182;relu;0.7333055020338257;2.379667377471924
129;1.3495069740279482;0.022058790472839974;498;relu;0.7554950760008563;2.4322110176086427
130;1.6073506406628646;0.02184555370443234;264;tanh;0.7393036822950118;3.4152964115142823
131;0.025027876140243533;0.05443961977409592;109;logistic;0.7654426247056304;1.8276445388793945
132;0.0365553462255432;0.10850216957891966;106;relu;0.7945961785484906;1.7176957607269288
133;0.08266402393351774;0.0585537713661833;250;relu;0.7913487475915222;2.4334220409393312
134;1.0740812287638968;1.6710335980604352;353;tanh;0.6352531577820595;4.136459589004517
135;0.15924824179128635;0.3531856172400809;436;logistic;0.7566583707985443;3.3891103267669678
136;0.02021221681932023;0.07180361055409945;280;identity;0.7596622778848212;1.3473466873168944
137;0.032375606980716384;0.04988239948106797;312;tanh;0.7763096767287518;4.5755943775177
138;0.2811026908699068;0.15392508819589254;372;logistic;0.7506385142367801;3.3234877586364746
139;0.018975481181429756;0.36717877097214996;341;identity;0.7434534896167844;1.8728681564331056
140;0.3725679753273275;0.32519554068264483;333;identity;0.7432249518304431;1.2859617710113525
141;0.7142566728433801;0.07760601642826032;107;logistic;0.721485495611218;1.2206111907958985
142;0.07912845179388432;0.1933959689783252;481;tanh;0.7973640548062514;14.769553804397583
143;0.3348116007975832;1.8867665328405452;65;tanh;0.7066853992721045;1.3323414325714111
144;0.3949274792005377;0.4206670577250359;467;tanh;0.7619821772639692;10.200655889511108
145;0.23947350262862904;0.11957071000752387;141;relu;0.7853366516805823;2.9118393898010253
146;1.236537769005151;1.745697763727208;253;identity;0.7344551487904089;2.2681029796600343
147;0.4394630621411003;0.14450679213074594;41;identity;0.743236191393706;1.2017179489135743
148;0.25017352044623586;0.01953658779244747;204;relu;0.8001455791051166;2.787087249755859
149;0.2651875747123808;0.01925399059948189;391;relu;0.7908916720188397;3.7521708011627197
150;0.04127469605327433;0.2513915405018505;113;tanh;0.74621387283237;3.6789473056793214
151;0.07611287279512893;0.03837462057532532;109;logistic;0.741388888888889;1.928460693359375
152;0.02282164421677352;0.10589899189366192;311;relu;0.798061710554485;2.028243398666382
153;0.041880498428885575;0.3283698088716753;389;relu;0.7307420787839864;3.4320682525634765
154;0.3707628419281586;0.15317930397375618;341;tanh;0.7376819738813959;4.946442985534668
155;0.8507261857757225;0.10956127077265736;211;relu;0.7633651787625777;1.7833204746246338
156;0.44808422501585665;0.03567831250409314;278;tanh;0.7580403018625562;3.840324306488037
157;0.3949274792005377;0.4986142418380546;347;relu;0.7066853992721045;2.164493942260742
158;0.5362958896050285;0.11557384795290508;255;relu;0.7675291693427531;2.0825226306915283
159;0.6325885461638183;0.029378629587639843;443;tanh;0.7476332691072576;4.0361466884613035
160;0.1286069969798761;0.032375606980716384;142;logistic;0.7358344037679297;1.836788272857666
161;0.7318143190404222;0.050860967027597875;173;logistic;0.7291131449368444;1.9343519687652588
162;0.02326934762762212;0.5362958896050285;16;relu;0.7307316420466711;1.1837571620941163
163;0.15096356180919365;0.02430905528415463;202;identity;0.7439298330122031;0.8000519752502442
164;0.015625;0.018430490006345515;358;tanh;0.734911421537144;2.6771494865417482
165;0.03317145457219775;0.18333479847628556;127;identity;0.7460115606936416;0.9357675075531006
166;0.06390320198458342;0.02691930148259951;18;identity;0.7464753264825519;0.8169360160827637
167;1.2127467205543745;0.050125261966601;88;identity;0.7305092592592592;0.8489259243011474
168;1.9331464694929505;0.04774891004429477;172;logistic;0.7066853992721045;1.0314858913421632
169;0.21106448620256843;0.45909889885570365;359;logistic;0.7245001070434597;2.051202726364136
170;0.07392684949553276;0.10797646446425671;217;logistic;0.7534101370156284;2.227807140350342
171;0.2950925163799442;1.3299863245266477;360;identity;0.7603519053735817;2.071987533569336
172;0.16555762988687348;0.02771530754333896;497;tanh;0.7390684542924427;7.914098644256592
173;0.6204175109326838;0.04504552272559456;160;relu;0.7587253800042817;1.5237787246704102
174;0.1473416528933274;0.2226474251768303;496;relu;0.7635926461143224;3.226071500778198
175;0.03673332327428612;0.0585537713661833;131;relu;0.7971344465853136;2.790823984146118
176;0.13566477834557353;1.1440849625770602;373;identity;0.7309773067865554;2.3580278396606444
177;1.1385417433145342;0.3930140115109754;126;logistic;0.7066853992721045;1.2755885124206543
178;0.050369306876947045;0.41862887890635875;233;tanh;0.6958183472489832;2.4178656101226808
179;0.019067867124605092;1.5163476976712509;86;relu;0.711542496253479;1.6135304927825929
180;0.06176712465289618;0.26647869370820154;302;identity;0.7633606294155427;1.7661563396453857
181;0.2348660204744053;0.045706670772392856;306;identity;0.7462441126097196;1.089904546737671
182;0.3023463933054034;0.6576515961396022;118;relu;0.716633750802826;1.4501448631286622
183;0.09243381666486569;0.10641458241565548;345;logistic;0.7499520980518091;4.744900941848755
184;0.7073521335886899;1.638882828152035;404;identity;0.7356064011988868;2.4732241153717043
185;0.02101302139179634;0.3267788205191414;270;logistic;0.7918224149004496;5.710820865631104
186;0.20302083543541474;0.9375105995572536;286;logistic;0.7314258188824663;3.056757926940918
187;0.7498035621013104;0.021321436461927665;438;tanh;0.7531786555341469;5.970418930053711
188;0.03745393893043655;0.2880126740439982;196;logistic;0.781178280882038;2.910525894165039
189;0.05110859386587024;1.0381781676667892;419;logistic;0.7596644187540141;3.9139400482177735
190;0.3987824082428263;0.05714895271970209;273;relu;0.7788621280239777;2.307989549636841
191;0.15392508819589254;0.03253323412904475;449;tanh;0.767756369085849;15.843404006958007
192;0.7833058551989767;0.021321436461927665;387;relu;0.7693783451081139;2.4711657524108888
193;0.15392508819589254;1.4304970440579656;191;tanh;0.5415986940697924;2.631910562515259
194;0.33807973237004935;0.23034718650700994;159;relu;0.7633665168058231;1.9251938819885255
195;0.044827272143312086;0.17379704711480962;341;identity;0.7446159815885249;1.7001988410949707
196;1.6151763502473173;0.06974135275325556;188;identity;0.7399973239135089;0.932546854019165
197;0.12736378555065636;0.156944712301233;43;tanh;0.7617461464354527;2.3860147476196287
198;1.7204462053160565;0.03893785758324189;232;tanh;0.7416184971098266;3.578855609893799
199;0.25882520998199837;0.7498035621013104;122;identity;0.7557254870477415;1.7032808303833007
200;1.3560773199087828;1.1112259166224687;88;tanh;0.716396381931064;2.205050754547119
201;1.4799675726932093;0.24655475470354304;169;tanh;0.7270386426889317;3.507076358795166
202;0.01861039197551945;1.1894134130643472;183;tanh;0.6238150289017341;2.7723201274871827
203;0.591004590443217;1.762737704888237;246;identity;0.746238225219439;2.027280902862549
204;0.01705248881006791;0.1106307099655607;273;identity;0.7420811924641405;1.2320607662200929
205;0.29797294575360506;1.8236980308590787;61;logistic;0.718721098265896;1.5589929103851319
206;0.08146828692094271;0.021951913172414975;268;logistic;0.7383873902804539;2.993741846084595
207;0.5967734489800743;0.09563043268946957;261;logistic;0.7261148576321986;3.7965493202209473
208;0.3008814913041127;0.019067867124605092;354;tanh;0.7635926461143223;5.799409532546997
209;0.156944712301233;0.03763629095833169;239;tanh;0.7622061657032755;6.188127231597901
210;0.21209209606617088;0.025272175895720513;385;identity;0.7497176728751873;2.308547830581665
211;0.08146828692094271;0.7039249335986947;235;tanh;0.6507471633483195;2.896762466430664
212;0.039127434367285455;0.8887378457121512;266;logistic;0.7559732926568187;2.907914876937866
213;0.49619840021760325;0.08306649034502775;194;relu;0.7642820059944337;1.897349977493286
214;0.5824556954128585;0.1712830688202306;222;logistic;0.7249595910939842;2.0700568199157714
215;0.08387731117400694;1.1496551701164517;10;tanh;0.6241420466709484;1.0603596687316894
216;0.4394630621411003;1.1722085206144224;296;identity;0.7212532113037893;1.3452585697174073
217;0.673817793089464;0.3497714608854497;214;relu;0.7365296510383216;1.5562053203582764
218;1.7713199476192512;0.6640710031730105;209;identity;0.7217177799186469;1.263219165802002
219;0.10850216957891966;0.3128023645147865;270;identity;0.7457891779062299;1.4591642379760743
220;0.01648247926962542;0.03781953080371751;308;relu;0.8140245664739885;4.004213762283325
221;0.0642143275645264;0.6418732576382736;39;relu;0.7066853992721045;1.5685838222503663
222;1.9806665040252154;0.07285749591269768;344;tanh;0.7425441554271035;5.700077295303345
223;0.0172189399633032;0.742555400026428;341;logistic;0.785331031898951;4.096694803237915
224;0.05577783839974768;0.03837462057532532;63;identity;0.7425460286876471;1.6931174755096436
225;0.14662776614959205;0.45909889885570365;70;tanh;0.7460062085206594;1.611423921585083
226;0.5034812683758162;0.2281204783054419;103;tanh;0.7494776279169343;2.1923054695129394
227;0.019067867124605092;1.1440849625770602;198;identity;0.6979230892742454;2.1303972721099855
228;1.4444602775387303;0.10235913115104756;285;relu;0.7349023228430742;2.21734299659729
229;0.03533341924850067;0.03550544710021474;124;relu;0.8087050417469493;2.6244154930114747
230;0.35490517238878616;1.762737704888237;193;logistic;0.7242742453436095;2.109594488143921
231;1.1952043112734996;0.02040951041302903;473;identity;0.7381446692357096;1.9998119831085206
232;0.1106307099655607;0.02652991316584763;480;identity;0.7439292977949046;1.7642332553863525
233;0.19911470441909557;1.5237303411410883;161;logistic;0.7395429244273174;1.5202578067779542
234;0.21730568121770286;0.9605562077242387;303;logistic;0.7240299186469706;1.8004894256591797
235;0.09021614995977584;0.5158576959446195;77;tanh;0.7157356561764077;1.5725418090820313
236;0.018430490006345515;0.10850216957891966;222;identity;0.7508782915863841;1.0957805156707763
237;0.03818869125807768;0.06611315075504312;26;logistic;0.7561943374009847;1.2840474128723145
238;0.6204175109326838;0.21312470905488828;137;tanh;0.756185238706915;2.3350970268249513
239;0.07285749591269768;0.7039249335986947;119;tanh;0.6410401948190966;2.2137707233428956
240;0.038749199319863675;0.45466090549917626;236;identity;0.7501819738813958;1.8938082695007323
241;1.2425581016106433;0.6481386506348492;314;relu;0.7090036929993577;1.7067565441131591
242;0.3082776710983116;0.9375105995572536;262;logistic;0.7346767287518733;2.2701151371002197
243;0.7948026945045219;0.8466043225099864;342;relu;0.732133108542068;2.0896833896636964
244;0.3067840313945001;0.016165355545043947;137;relu;0.7962125347891243;2.857269763946533
245;0.02576795259088798;0.9466617400274042;158;tanh;0.5415986940697923;2.345200777053833
246;0.7461706802048571;0.2204951486276042;265;relu;0.7534122778848212;1.7172816753387452
247;0.14172647423086096;0.02812209428572657;99;relu;0.8047738706915009;1.9738192081451416
248;0.3689664546016655;0.21836367759337857;244;relu;0.7670629950760008;1.7990349769592284
249;0.06515682250468675;0.4206670577250359;368;relu;0.7066853992721045;3.8052141189575197
250;0.08226350751666524;0.1704531832457448;422;identity;0.7508742774566474;1.9875579833984376
251;0.07874506561842957;0.27302919411102305;118;identity;0.7557303040034254;1.8505183696746825
252;0.8103947295875948;0.3930140115109754;312;logistic;0.7066853992721045;1.6250229835510255
253;0.693742643200452;0.02163437824212656;248;tanh;0.7393034146863627;3.2246539115905763
254;1.4944136932548118;1.8776249385264543;215;identity;0.731434649967887;1.5883312702178956
255;0.156944712301233;0.4066055187365704;414;tanh;0.6699454078355812;6.777163505554199
256;0.04964071369136785;0.9375105995572536;113;identity;0.732586437593663;1.4556199550628661
257;0.045706670772392856;0.04504552272559456;386;tanh;0.7543387390280454;8.104753398895264
258;0.9793999109397089;0.04208440205119752;258;relu;0.7635942517662171;2.389831066131592
259;0.8384204118792454;0.25384540001152067;235;tanh;0.7457731213872832;3.245718002319336
260;0.1292331459877105;0.01608703259423702;158;tanh;0.7464796082209377;1.6966021060943604
261;0.061170037424970826;0.6705530707198307;475;logistic;0.7723857311068294;5.238407373428345
262;0.43100777087075176;0.03763629095833169;433;logistic;0.7508611646328409;4.195002269744873
263;0.075377108835222;0.1780692747037867;260;relu;0.7899638728323699;2.1296189785003663
264;0.7142566728433801;0.7871195371570469;74;identity;0.7497190109184328;0.666745376586914
265;1.4029742094653288;0.05714895271970209;98;tanh;0.7436994219653179;1.5637141227722169
266;1.1112259166224687;0.04127469605327433;261;relu;0.7709949689573967;1.6807749271392822
267;1.0793106090582623;1.6791693609198017;375;relu;0.705066902162278;1.7983788013458253
268;0.4166005752914104;0.02589340904603897;434;tanh;0.7462459858702633;3.849009132385254
269;0.02395742423886009;0.020911210959221032;57;tanh;0.7753960608006851;3.343227577209473
270;1.1058419031029092;0.09424713627521167;439;identity;0.7388409869406979;1.6329356193542481
271;1.914459229749646;0.47038433214885195;95;logistic;0.7066853992721045;1.245936679840088
272;0.0700809025433678;0.26262407325824844;475;identity;0.7589672982230786;1.6680428981781006
273;0.22156867356627516;0.8716384851609665;418;tanh;0.5212914793406123;4.439956331253052
274;0.046830218629596174;0.10436716053370448;359;tanh;0.7455593020766431;6.0515406131744385
275;0.07723000662197457;0.07685581862514293;116;relu;0.7985254763433953;1.7843372344970703
276;0.12250996182225847;0.863212575588803;151;identity;0.7517916399058018;1.0177287101745605
277;0.02216618812687864;0.270389889698351;444;relu;0.7198645900235496;3.8628509521484373
278;0.016562727532034832;0.24063942749737482;454;identity;0.7492531042603296;1.9505988121032716
279;0.1473416528933274;0.33807973237004935;234;identity;0.7654442303575252;1.4266604423522948
280;0.023610879544744945;0.673817793089464;162;identity;0.7383657139798758;1.546888828277588
281;0.13566477834557353;1.9806665040252154;474;logistic;0.7316688075358596;3.698469400405884
282;0.019919846636899753;1.6151763502473173;193;tanh;0.458728323699422;1.877721118927002
283;0.040875703968271136;0.2348660204744053;366;tanh;0.756631342324984;8.957264757156372
284;0.4524580226961337;1.1440849625770602;364;logistic;0.7274994647827018;2.781852102279663
285;0.2950925163799442;0.15847666629620039;495;tanh;0.7318973453222009;10.898590135574342
286;0.2950925163799442;0.13049460444257127;345;relu;0.777480464568615;2.1093266010284424
287;0.046830218629596174;0.3987824082428263;447;identity;0.7550355919503319;2.1296151638031007
288;0.24775515607096352;1.5536221081173245;38;tanh;0.7187085206593877;0.8151809215545655
289;0.0642143275645264;0.021218131723934917;109;relu;0.8119409655320059;3.403202199935913
290;0.29652923359354616;1.6629372538796394;139;relu;0.7198645900235496;1.551764154434204
291;0.5415307307061937;0.02812209428572657;260;identity;0.7552726932134446;1.7316558837890625
292;0.05827007181243738;0.25508129735064766;491;tanh;0.7939009312780989;13.616830778121948
293;1.779943974723567;1.814862010472168;210;tanh;0.5415986940697923;3.164521312713623
294;0.42891949014341174;1.7038150854234009;39;tanh;0.7161761400128452;1.9910501003265382
295;1.5460946357021608;0.23947350262862904;191;identity;0.731430100620852;1.0591912746429444
296;0.13435334112254146;0.06390320198458342;214;relu;0.7818630914151145;2.4753342628479005
297;0.04353979661172382;0.02640137277723627;220;tanh;0.7689207343181332;6.011318731307983
298;0.041880498428885575;0.742555400026428;333;tanh;0.7143242881609934;5.02632474899292
299;0.03159885331794677;0.2677760987762984;376;relu;0.7684403767929779;3.5240566730499268
300;0.02771530754333896;0.5208930376681447;353;tanh;0.7182749946478271;4.739307832717896
301;0.017387015863912433;0.8025608479663606;260;logistic;0.785105705416399;3.5073862075805664
302;0.02564310398625645;0.2838465640718767;341;relu;0.7689041425818883;3.1670172214508057
303;0.07464845732009369;0.02293275597755678;17;logistic;0.7585054056947119;1.308412456512451
304;0.03317145457219775;1.9237801592122536;153;tanh;0.458728323699422;2.111842632293701
305;1.1894134130643472;1.9806665040252154;425;tanh;0.5415986940697923;6.043589401245117
306;0.01680582416617012;1.509000823932534;461;logistic;0.7316564975380004;5.309987020492554
307;0.03950936140715117;0.2783853419986896;158;logistic;0.7737786341254548;3.7971192836761474
308;0.1806828563883056;0.9793999109397089;193;identity;0.7531757118390067;1.5910231590270996
309;1.7713199476192512;0.06390320198458342;478;logistic;0.7066853992721045;3.4280584335327147
310;0.03818869125807768;0.1971899127508921;201;relu;0.7892696959965747;2.3478264808654785
311;0.15770882917045473;1.084565449641413;149;relu;0.7386151252408477;2.487049388885498
312;1.745697763727208;1.9051834612300034;149;logistic;0.7066853992721045;0.9955729961395263
313;0.6055324904186157;0.21106448620256843;18;identity;0.7492458788268036;0.7470791816711426
314;0.2526154907328619;0.88443181171395;144;identity;0.7251865232284308;1.083414077758789
315;0.03431861485477442;0.17720650920481656;180;relu;0.794362020980518;1.6740233421325683
316;0.17549349853860813;0.8548681171610383;371;identity;0.7427804538642689;2.288486194610596
317;0.25384540001152067;0.01781441834339598;172;logistic;0.7436983515307215;2.282830238342285
318;1.6710335980604352;0.039127434367285455;379;identity;0.7249579854420896;1.8133280277252197
319;0.06176712465289618;0.3204915796870934;118;tanh;0.7425468315135946;3.811764717102051
320;0.01781441834339598;0.03482232052422077;54;tanh;0.7730815135945195;2.1555313587188722
321;1.1894134130643472;0.7833058551989767;409;tanh;0.3758579533290516;4.621291875839233
322;0.6025986179574196;0.03269162871681927;125;tanh;0.7497115178762577;2.2383308887481688
323;1.5611862295445553;0.20105828418307076;432;relu;0.7513289445514879;2.5765458583831786
324;0.7282685970332385;0.03398686545369694;373;identity;0.7487893384714195;2.102059507369995
