Iteracja;estimator__max_depth;estimator__max_features;estimator__n_estimators;estimator__max_samples;estimator__min_samples_split;Srednia dokladnosc;Czas
39;10;sqrt;3;0.9181818181818181;0.2777777777777778;0.7721427424534361;0.02320413589477539
40;10;sqrt;1398;0.9181818181818181;0.16464646464646465;0.7871820809248555;7.403026914596557
41;10;sqrt;649;0.9181818181818181;0.38282828282828285;0.7733052344251766;1.6984272003173828
42;10;sqrt;669;0.9181818181818181;0.45151515151515154;0.7672909976450438;1.625971746444702
43;10;sqrt;1887;0.609090909090909;0.11212121212121212;0.7941222436309141;8.487826156616212
44;10;sqrt;157;0.9181818181818181;0.10404040404040404;0.80707530507386;1.023027515411377
45;6;sqrt;1082;0.7636363636363636;0.10404040404040404;0.801293084992507;5.631792497634888
46;8;sqrt;1578;0.7454545454545454;0.10404040404040404;0.8001354099764505;8.486701965332031
47;10;sqrt;1216;0.36363636363636365;0.10404040404040404;0.7860265467779919;3.2530517578125
48;8;sqrt;1411;0.5;0.10404040404040404;0.790189466923571;5.475149393081665
49;10;sqrt;334;0.9181818181818181;0.24141414141414141;0.7871852922286448;1.2528804779052733
50;10;sqrt;953;0.9181818181818181;0.42727272727272725;0.7693754014129737;2.3140893459320067
51;10;sqrt;1773;0.9181818181818181;0.14040404040404042;0.7957410083493899;10.251929664611817
52;10;sqrt;1347;0.7818181818181817;0.10404040404040404;0.8029118497109827;7.750144958496094
53;10;sqrt;968;0.9181818181818181;0.2090909090909091;0.7827882145150931;4.157130193710327
54;10;sqrt;1741;0.14545454545454545;0.10404040404040404;0.7610426032969386;2.226216268539429
55;10;sqrt;1054;0.44545454545454544;0.10404040404040404;0.7888021836865768;3.638053560256958
56;10;sqrt;436;0.40909090909090906;0.10404040404040404;0.7890328623421109;1.3858423709869385
57;10;sqrt;925;0.9727272727272727;0.10404040404040404;0.8068440912010276;6.34666953086853
58;10;sqrt;138;0.6;0.10404040404040404;0.7968981481481481;0.6544544219970703
59;10;sqrt;1698;0.3090909090909091;0.10404040404040404;0.7857956005138087;3.7269213676452635
60;10;sqrt;495;0.26363636363636367;0.10404040404040404;0.7867207236137872;0.9335376262664795
61;10;sqrt;172;0.9727272727272727;0.302020202020202;0.7837160137015629;0.5818320274353027
62;10;sqrt;1381;0.8909090909090909;0.10404040404040404;0.8056880218368658;8.848545789718628
63;10;sqrt;1233;0.1;0.10404040404040404;0.7046034039820167;1.198272943496704
64;10;sqrt;1026;0.9909090909090909;0.10404040404040404;0.8084633911368015;7.115369033813477
65;10;sqrt;1627;0.9545454545454545;0.10404040404040404;0.8059187004924;10.840275526046753
66;10;sqrt;1848;0.15454545454545454;0.10404040404040404;0.7645140226932134;2.3172134876251222
67;10;sqrt;709;0.4363636363636364;0.10404040404040404;0.7876453114964675;2.402760219573975
68;13;sqrt;1262;0.9909090909090909;0.11212121212121212;0.8056880218368658;8.325813484191894
69;10;sqrt;1444;0.8818181818181817;0.10404040404040404;0.8054568079640333;8.950716161727906
70;10;sqrt;99;0.28181818181818186;0.10404040404040404;0.7864905801755513;0.21703386306762695
71;10;sqrt;1945;0.3727272727272727;0.10404040404040404;0.7853323699421966;5.295381736755371
72;10;sqrt;201;0.9090909090909091;0.10404040404040404;0.8052245236566046;1.3072427749633788
73;10;sqrt;1472;0.3181818181818182;0.10404040404040404;0.7853329051594947;3.310809326171875
74;10;sqrt;81;0.5454545454545454;0.10404040404040404;0.7945844037679298;0.35182480812072753
75;10;sqrt;729;0.8545454545454545;0.10404040404040404;0.805919235709698;4.408260250091553
76;10;sqrt;1673;0.1090909090909091;0.10404040404040404;0.7046034039820167;1.6495847702026367
77;10;sqrt;1920;0.5545454545454546;0.10404040404040404;0.7936603511025477;8.06424856185913
78;10;sqrt;91;0.9818181818181817;0.10404040404040404;0.8047620959109398;0.6441530227661133
79;10;sqrt;407;0.2;0.10404040404040404;0.778392742453436;0.6385003089904785
80;6;sqrt;1450;0.17272727272727273;0.10404040404040404;0.7705298651252408;2.0210687160491942
81;10;sqrt;656;0.7272727272727272;0.10404040404040404;0.8026814386640977;3.5399777412414553
82;10;sqrt;654;0.709090909090909;0.10404040404040404;0.7994412331406551;3.4742119312286377
83;10;sqrt;188;0.7181818181818181;0.10404040404040404;0.7982835581245986;1.0299006462097169
84;8;sqrt;1130;0.23636363636363636;0.10404040404040404;0.784870209805181;1.9113751888275146
85;10;sqrt;315;0.6818181818181818;0.10404040404040404;0.7968962748876045;1.6191368579864502
86;10;sqrt;1952;0.1181818181818182;0.10404040404040404;0.7404562727467352;2.2483388900756838
87;10;sqrt;81;0.8090909090909091;0.10404040404040404;0.8068456968529223;0.4776038646697998
88;10;sqrt;314;0.4181818181818182;0.10404040404040404;0.7885693641618496;0.9997372150421142
89;10;sqrt;1542;0.6181818181818182;0.10404040404040404;0.7950468315135947;7.140749168395996
90;10;sqrt;794;0.9363636363636363;0.10404040404040404;0.8070758402911583;5.15688738822937
91;10;sqrt;403;0.24545454545454545;0.10404040404040404;0.7867196531791907;0.7147355556488038
92;10;sqrt;205;0.9454545454545454;0.10404040404040404;0.8059197709269963;1.3806525707244872
93;13;sqrt;1293;0.7727272727272727;0.10404040404040404;0.8019861913937059;7.233067655563355
94;10;sqrt;1952;0.2727272727272727;0.10404040404040404;0.7885720402483408;3.740888786315918
95;13;sqrt;1548;0.1272727272727273;0.10404040404040404;0.7453131021194604;1.7840700149536133
96;10;sqrt;766;0.6727272727272727;0.10404040404040404;0.7996724470134874;3.795540142059326
97;8;sqrt;1443;0.5636363636363636;0.10404040404040404;0.7929643010062085;6.064288473129272
98;10;sqrt;624;0.5818181818181818;0.10404040404040404;0.7948156176407621;2.7015661716461183
99;10;sqrt;1869;0.8727272727272727;0.10404040404040404;0.8045306144294584;11.442409753799438
100;10;sqrt;281;0.8454545454545453;0.10404040404040404;0.8054557375294369;1.705333423614502
101;10;sqrt;190;0.34545454545454546;0.10404040404040404;0.7869508670520231;0.47935791015625
102;10;sqrt;780;0.5181818181818182;0.10404040404040404;0.7931957824876901;3.0727978706359864
103;10;sqrt;100;0.18181818181818182;0.10404040404040404;0.7723817169770928;0.1606816291809082
104;8;sqrt;107;0.49090909090909085;0.10404040404040404;0.7890320595161635;0.4245161056518555
105;10;sqrt;797;0.2090909090909091;0.11212121212121212;0.7774678869621067;1.206157636642456
106;10;sqrt;1500;0.9636363636363636;0.10404040404040404;0.8077697495183044;10.003018569946288
107;10;sqrt;915;0.38181818181818183;0.11212121212121212;0.7846387283236995;2.404078722000122
108;5;sqrt;443;0.5727272727272728;0.10404040404040404;0.794121708413616;1.7534443855285644
109;10;sqrt;861;0.7999999999999999;0.10404040404040404;0.8040671162491971;5.023228168487549
110;5;sqrt;1484;0.6909090909090908;0.10404040404040404;0.7989777349603939;6.925634670257568
111;10;sqrt;1826;0.9272727272727272;0.10404040404040404;0.8061501819738816;12.072740364074708
112;10;sqrt;379;0.8636363636363635;0.10404040404040404;0.8040671162491971;2.3703797817230225
113;5;sqrt;981;0.3;0.10404040404040404;0.7883394883322629;2.0945501804351805
114;4;sqrt;1264;0.7363636363636363;0.10404040404040404;0.7985158424320273;5.6418427467346195
115;10;sqrt;199;0.5363636363636364;0.10404040404040404;0.7920397131235282;0.8401620864868165
116;4;sqrt;1990;0.5909090909090909;0.10404040404040404;0.7936595482766003;7.611888265609741
117;10;sqrt;1119;0.13636363636363635;0.10404040404040404;0.745312031684864;1.3281003952026367
118;2;sqrt;222;0.3545454545454545;0.10404040404040404;0.780937968315136;0.47084660530090333
119;15;sqrt;1018;0.4636363636363636;0.10404040404040404;0.7878765253693;3.6896459579467775
120;10;sqrt;644;0.7909090909090909;0.10404040404040404;0.8033750802825947;3.769384670257568
121;5;sqrt;1500;0.22727272727272727;0.10404040404040404;0.784407514450867;2.487843322753906
122;10;sqrt;1492;0.8999999999999999;0.10404040404040404;0.8066126097195461;9.577756547927857
123;10;sqrt;119;0.42727272727272725;0.10404040404040404;0.7913450010704347;0.4080629825592041
124;4;sqrt;384;0.2181818181818182;0.10404040404040404;0.7823260543780775;0.6420778751373291
125;14;sqrt;1586;0.8363636363636363;0.10404040404040404;0.8038377756369087;9.547506189346313
126;9;sqrt;391;0.8272727272727273;0.10404040404040404;0.8047634339541855;2.2983911514282225
127;14;sqrt;1300;0.33636363636363636;0.10404040404040404;0.7855643866409763;3.0575167179107665
128;9;sqrt;233;0.7545454545454545;0.10404040404040404;0.803143063583815;1.2575657844543457
129;10;sqrt;169;0.4;0.10404040404040404;0.7871820809248555;0.5047996997833252
130;5;sqrt;1145;0.3909090909090909;0.10404040404040404;0.7867204560051381;3.1596083641052246
131;16;sqrt;683;0.32727272727272727;0.10404040404040404;0.7841765681866838;1.6081290245056152
132;4;sqrt;1382;0.2909090909090909;0.10404040404040404;0.7878773281952473;2.7239184856414793
133;18;sqrt;1122;0.16363636363636364;0.10404040404040404;0.7689102975808179;1.4162775993347168
134;8;sqrt;573;0.7;0.11212121212121212;0.7948153500321131;2.8467868328094483
135;6;sqrt;1324;0.9636363636363636;0.11212121212121212;0.8036054913294798;7.9099949359893795
136;9;sqrt;491;1.0;0.11212121212121212;0.802912384928281;3.282123565673828
137;3;log2;1998;0.7545454545454545;0.17676767676767677;0.7820937700706486;7.044005966186523
138;17;sqrt;1649;0.5272727272727272;0.10404040404040404;0.7913460715050311;6.766753816604615
139;16;sqrt;1621;0.6636363636363636;0.10404040404040404;0.7982856989937914;8.085696268081666
140;6;sqrt;1822;0.9363636363636363;0.11212121212121212;0.8049927745664739;10.67813744544983
141;9;sqrt;1730;0.9909090909090909;0.2696969696969697;0.7876471847570113;5.993909406661987
142;14;sqrt;1676;0.9454545454545454;0.11212121212121212;0.8029118497109827;10.623218011856078
143;9;sqrt;1887;0.8090909090909091;0.11212121212121212;0.7973592378505675;10.537269353866577
144;10;sqrt;1579;0.9909090909090909;0.31414141414141417;0.781631342324984;5.039054536819458
145;9;sqrt;954;0.9909090909090909;0.21313131313131314;0.785563851423678;4.333015489578247
146;4;sqrt;622;0.9909090909090909;0.17676767676767677;0.7878765253692999;2.8872743129730223
147;10;sqrt;1303;0.9909090909090909;0.1606060606060606;0.7904201455791051;7.366597080230713
148;10;sqrt;1674;0.9909090909090909;0.491919191919192;0.7612735495611218;3.996035575866699
149;10;sqrt;590;0.8999999999999999;0.11212121212121212;0.8012920145579105;3.5864795684814452
150;10;sqrt;1983;0.9909090909090909;0.4676767676767677;0.768215317919075;4.8598912239074705
151;10;sqrt;1706;0.9909090909090909;0.40303030303030307;0.7726121280239777;4.5148262023925785
152;10;sqrt;64;0.9909090909090909;0.398989898989899;0.7705223720830657;0.1920846462249756
153;14;log2;992;0.9545454545454545;0.21313131313131314;0.7855633162063798;4.2415515899658205
154;13;log2;881;1.0;0.21313131313131314;0.7834815885249411;4.039340496063232
155;2;sqrt;615;0.9727272727272727;0.11212121212121212;0.7846384607150504;2.0633575439453127
156;15;log2;359;0.9636363636363636;0.21313131313131314;0.7846400663669449;1.5629140377044677
157;17;log2;761;0.9363636363636363;0.21313131313131314;0.7853329051594947;3.259185028076172
158;7;log2;990;0.9909090909090909;0.21313131313131314;0.7851011560693641;4.546690273284912
159;10;log2;1328;0.8272727272727273;0.21313131313131314;0.7839461571397986;4.969783020019531
160;4;sqrt;1888;1.0;0.10404040404040404;0.8015226932134446;10.203308916091919
161;7;log2;1375;0.509090909090909;0.21313131313131314;0.782787946906444;3.256987380981445
162;15;sqrt;1676;0.9545454545454545;0.11212121212121212;0.8045316848640549;10.936791276931762
163;17;log2;1482;0.8999999999999999;0.10404040404040404;0.8052237208306572;9.607753944396972
164;4;log2;229;0.8090909090909091;0.10404040404040404;0.7964338471419397;1.0980862617492675
165;6;log2;713;0.8818181818181817;0.10404040404040404;0.8059197709269963;4.209078025817871
166;10;log2;1619;0.9818181818181817;0.10404040404040404;0.8066139477627917;10.85356616973877
167;13;log2;874;0.9181818181818181;0.10404040404040404;0.8047626311282382;5.572166967391968
168;14;log2;985;0.8545454545454545;0.10404040404040404;0.8047620959109398;5.986425971984863
169;14;log2;895;0.8727272727272727;0.10404040404040404;0.8066120745022479;5.478451824188232
170;3;log2;73;0.9727272727272727;0.10404040404040404;0.7908836437593664;0.3254232883453369
171;11;log2;1102;0.9272727272727272;0.10404040404040404;0.8056869514022693;7.097779035568237
172;19;log2;388;0.8909090909090909;0.10404040404040404;0.806612342110897;2.4543848037719727
173;11;log2;1416;0.8454545454545453;0.10404040404040404;0.803142795975166;8.605220174789428
174;2;log2;1253;0.7636363636363636;0.11212121212121212;0.7837128023977735;3.822076988220215
175;3;log2;951;0.9090909090909091;0.10404040404040404;0.7922711946050096;4.074510002136231
176;9;log2;1858;0.6545454545454545;0.10404040404040404;0.7975901841147508;8.955607080459595
177;18;log2;111;0.9909090909090909;0.10404040404040404;0.8040676514664954;0.7753213882446289
178;11;log2;234;0.9454545454545454;0.10404040404040404;0.8036052237208308;1.5309188842773438
179;12;sqrt;977;0.7;0.10404040404040404;0.7996719117961893;4.989039707183838
180;4;log2;1083;0.8363636363636363;0.10404040404040404;0.8017549775208735;5.137971305847168
181;11;log2;1504;0.8909090909090909;0.11212121212121212;0.8022166024405909;9.164261817932129
182;10;log2;1964;0.8454545454545453;0.11212121212121212;0.8008287839862984;11.464906930923462
183;10;sqrt;1002;0.7545454545454545;0.11212121212121212;0.7980531470777137;5.303183221817017
184;16;log2;1516;0.509090909090909;0.10404040404040404;0.7915767501605653;5.842899990081787
185;9;sqrt;1945;0.8818181818181817;0.11212121212121212;0.8022163348319417;11.788994407653808
186;15;sqrt;1705;0.9272727272727272;0.11212121212121212;0.8045316848640549;10.825047969818115
187;18;log2;398;0.7999999999999999;0.10404040404040404;0.8031425283665168;2.307361602783203
188;18;sqrt;419;0.9818181818181817;0.11212121212121212;0.8059197709269963;2.864073610305786
189;11;sqrt;80;0.8545454545454545;0.11212121212121212;0.802217137657889;0.49849905967712405
190;15;log2;692;0.7272727272727272;0.10404040404040404;0.8005978377221151;3.707781219482422
191;11;sqrt;1235;0.9090909090909091;0.11212121212121212;0.8056866837936202;7.7826135635375975
192;17;log2;1985;0.8636363636363635;0.10404040404040404;0.80522586169985;12.341076135635376
193;15;sqrt;905;0.8727272727272727;0.11212121212121212;0.8017549775208735;5.540692329406738
194;16;log2;1176;0.7818181818181817;0.10404040404040404;0.8005978377221151;6.753027009963989
195;10;sqrt;821;0.8636363636363635;0.11212121212121212;0.8008309248554912;4.9878294467926025
196;17;log2;364;0.7909090909090909;0.10404040404040404;0.8022174052665383;2.126958227157593
197;17;log2;1374;0.7727272727272727;0.10404040404040404;0.8047610254763434;7.629438734054565
198;14;log2;21;0.8363636363636363;0.11212121212121212;0.8006005138086063;0.13282666206359864
199;17;log2;832;0.7999999999999999;0.11212121212121212;0.7985153072147293;4.655844068527221
200;12;sqrt;702;0.7727272727272727;0.11212121212121212;0.8001359451937488;3.815651798248291
201;4;log2;1998;0.7454545454545454;0.11212121212121212;0.794352119460501;8.635203123092651
202;14;sqrt;87;0.8272727272727273;0.11212121212121212;0.8019853885677584;0.5089818954467773
203;14;sqrt;561;0.9363636363636363;0.3464646464646465;0.7797813637336759;1.6666624069213867
204;13;log2;1337;0.6909090909090908;0.10404040404040404;0.795971419396275;6.859107255935669
205;18;sqrt;1599;0.7909090909090909;0.11212121212121212;0.8001351423678014;8.972074127197265
206;15;sqrt;859;0.8454545454545453;0.13636363636363635;0.7922717298223079;4.672173595428466
207;8;log2;1711;0.709090909090909;0.10404040404040404;0.7980534146863627;8.651254177093506
208;18;sqrt;987;0.5272727272727272;0.11212121212121212;0.7908839113680155;3.8050347805023192
209;10;sqrt;843;0.9363636363636363;0.25757575757575757;0.7871844894026976;2.922281789779663
210;18;sqrt;814;0.9363636363636363;0.4757575757575757;0.7663653393277671;1.8980876445770263
211;13;log2;312;0.7;0.10404040404040404;0.7992086812245773;1.6018327713012694
212;9;sqrt;1031;0.7272727272727272;0.11212121212121212;0.797590986940698;5.309594011306762
213;6;log2;1667;0.6363636363636364;0.10404040404040404;0.7962031684864055;7.474262380599976
214;14;log2;295;0.6727272727272727;0.10404040404040404;0.8015240312566903;1.464521884918213
215;10;sqrt;73;0.7363636363636363;0.11212121212121212;0.8001370156283452;0.40112876892089844
216;10;sqrt;132;0.9363636363636363;0.39494949494949494;0.7737695354313852;0.3539131164550781
217;14;log2;1292;0.4818181818181818;0.10404040404040404;0.7881077392421323;4.81719937324524
218;10;sqrt;1152;0.9636363636363636;0.41515151515151516;0.771453917790623;2.9023234367370607
219;7;log2;431;0.609090909090909;0.10404040404040404;0.7957399379147934;1.9366068363189697
220;10;sqrt;941;0.9363636363636363;0.10808080808080808;0.8040676514664954;6.144631195068359
221;10;sqrt;1267;0.9363636363636363;0.18888888888888888;0.786026814386641;6.221069717407227
222;18;sqrt;443;0.9363636363636363;0.4878787878787879;0.7520239242132306;1.0538323879241944
223;10;sqrt;1418;0.9636363636363636;0.10808080808080808;0.8070769107257547;9.505274724960326
224;15;log2;460;0.7363636363636363;0.10404040404040404;0.8012925497752088;2.4970773220062257
225;14;sqrt;1357;0.9636363636363636;0.28585858585858587;0.7844067116249198;4.524627304077148
226;14;sqrt;1698;0.9636363636363636;0.2656565656565657;0.7883413615928067;6.029177713394165
227;10;sqrt;1179;0.9636363636363636;0.2535353535353535;0.7881104153286234;4.312438917160034
228;10;sqrt;63;0.9636363636363636;0.14444444444444446;0.7948169556840077;0.3799863815307617
229;10;sqrt;1645;0.9636363636363636;0.12424242424242425;0.7987481267394563;10.227232694625854
230;11;sqrt;473;0.9636363636363636;0.23737373737373738;0.7834823913508885;1.8204568862915038
231;10;sqrt;1653;0.9636363636363636;0.30606060606060603;0.7825564654249625;5.183015823364258
232;10;sqrt;1279;0.9636363636363636;0.1202020202020202;0.7996721794048385;7.9656736850738525
233;10;sqrt;1394;0.9636363636363636;0.4111111111111111;0.7721488974523656;3.501923179626465
234;10;sqrt;1148;0.9636363636363636;0.3424242424242424;0.7804742025262257;3.5862247943878174
235;10;sqrt;1807;0.9636363636363636;0.297979797979798;0.7853337079854421;5.955735445022583
236;17;log2;1623;0.6636363636363636;0.10404040404040404;0.7971288268036824;8.014659690856934
237;11;sqrt;1168;0.9090909090909091;0.10808080808080808;0.8042983301220297;7.287260293960571
238;15;log2;178;0.6818181818181818;0.10404040404040404;0.7966650610147721;0.9088520526885986
239;14;sqrt;496;0.9636363636363636;0.37070707070707076;0.7797805609077285;1.4082632064819336
240;14;sqrt;61;0.9636363636363636;0.15252525252525254;0.7950495076000856;0.3605063438415527
241;14;sqrt;1133;0.9636363636363636;0.1484848484848485;0.7948153500321131;6.528914213180542
242;14;sqrt;178;0.9636363636363636;0.3747474747474747;0.7793213444658532;0.5182202816009521
243;15;sqrt;223;0.9636363636363636;0.13232323232323234;0.7982875722543352;1.3409563064575196
244;7;log2;1122;0.7727272727272727;0.11212121212121212;0.7973603082851637;5.865037679672241
245;10;sqrt;1661;0.9636363636363636;0.32626262626262625;0.7855646542496254;5.244452905654907
246;10;sqrt;1763;0.9636363636363636;0.4636363636363636;0.7684489402697495;4.249230432510376
247;19;sqrt;1951;0.9272727272727272;0.10808080808080808;0.8070763755084563;12.5409414768219
248;12;sqrt;1809;0.9818181818181817;0.10808080808080808;0.805918968101049;12.221312999725342
249;16;sqrt;1254;0.9545454545454545;0.10808080808080808;0.8040679190751445;8.377517652511596
250;15;sqrt;1826;0.8909090909090909;0.10808080808080808;0.8033745450652965;11.522893333435059
251;14;log2;565;0.7181818181818181;0.10404040404040404;0.8008311924641405;3.029568004608154
252;14;sqrt;678;0.9636363636363636;0.22525252525252526;0.7846397987582959;2.836381196975708
253;11;log2;1598;0.6454545454545454;0.10404040404040404;0.7973597730678657;7.7407513618469235
254;6;sqrt;1506;0.8454545454545453;0.10808080808080808;0.8029113144936844;8.258343362808228
255;10;sqrt;1815;0.9636363636363636;0.35050505050505054;0.7811675765360737;5.44769058227539
256;10;sqrt;1021;0.9636363636363636;0.3343434343434344;0.7855646542496254;3.1774658203125
257;10;log2;1287;0.9818181818181817;0.10808080808080808;0.8066134125454933;8.55297131538391
258;5;sqrt;384;0.9909090909090909;0.10808080808080808;0.8066142153714407;2.2814971923828127
259;10;log2;458;0.8727272727272727;0.10808080808080808;0.80221687004924;2.8248687744140626
260;1;log2;1284;0.6;0.10404040404040404;0.7467022586169985;2.420084810256958
261;11;log2;1137;0.5909090909090909;0.10404040404040404;0.795278045386427;5.073962736129761
262;11;log2;1026;0.5636363636363636;0.10404040404040404;0.7925024084778421;4.334249782562256
263;15;log2;441;0.5727272727272728;0.10404040404040404;0.7929653714408049;1.884562873840332
264;18;log2;258;0.5818181818181818;0.10404040404040404;0.7971290944123314;1.1375254154205323
265;14;log2;446;0.5363636363636364;0.10404040404040404;0.7901905373581675;1.8124968528747558
266;9;log2;1440;0.5272727272727272;0.10404040404040404;0.7925021408691929;5.748380708694458
267;17;log2;1404;0.7545454545454545;0.10404040404040404;0.803373207022051;7.6645989418029785
268;9;log2;1251;0.6181818181818182;0.10404040404040404;0.7978224684221794;5.8949854373931885
269;14;log2;295;0.6272727272727272;0.10404040404040404;0.7934288696210661;1.4096317291259766
270;10;log2;1425;0.5;0.10404040404040404;0.7920391779062299;5.491289281845093
271;18;log2;390;0.9181818181818181;0.10404040404040404;0.8086972810961249;2.5469223499298095
272;14;sqrt;903;0.9272727272727272;0.10808080808080808;0.805225326482552;5.842611074447632
273;19;log2;591;0.9818181818181817;0.10404040404040404;0.8086943374009848;4.084250020980835
274;19;log2;592;0.5454545454545454;0.10404040404040404;0.7929651038321559;2.4926376342773438
275;15;sqrt;1840;0.9909090909090909;0.3545454545454545;0.7813982551916079;5.791585683822632
276;18;sqrt;540;0.9909090909090909;0.12828282828282828;0.7992097516591736;3.422974872589111
277;18;log2;814;0.8727272727272727;0.10404040404040404;0.8068432883750802;5.053174829483032
278;19;log2;1151;0.3545454545454545;0.10404040404040404;0.7848688717619353;2.925674247741699
279;18;sqrt;880;0.9909090909090909;0.15656565656565657;0.7918076964247485;5.040880966186523
280;19;sqrt;866;0.9636363636363636;0.10404040404040404;0.8070763755084563;5.772293949127198
281;18;log2;231;0.49090909090909085;0.10404040404040404;0.7936592806679512;0.8523519515991211
282;18;sqrt;1156;0.9909090909090909;0.10404040404040404;0.8070761078998073;7.965591669082642
283;10;sqrt;16;0.9909090909090909;0.2494949494949495;0.7869535431385143;0.07386918067932129
284;10;sqrt;1137;0.9909090909090909;0.3222222222222222;0.7809374330978378;3.676886510848999
285;18;log2;1985;0.47272727272727266;0.10404040404040404;0.7904201455791051;7.11804232597351
286;15;sqrt;582;0.9909090909090909;0.10808080808080808;0.8042999357739242;3.9055632591247558
287;5;sqrt;1237;0.8272727272727273;0.10808080808080808;0.8019859237850568;6.317034912109375
288;16;sqrt;1865;0.9909090909090909;0.11212121212121212;0.8061504495825306;12.237839126586914
289;11;sqrt;1146;0.9909090909090909;0.11212121212121212;0.8045308820381075;7.528494215011596
290;18;log2;284;0.5545454545454546;0.10404040404040404;0.7943539927210448;1.2034120559692383
291;9;log2;855;0.9818181818181817;0.11212121212121212;0.8045298116035111;5.567242765426636
292;18;log2;646;0.5181818181818182;0.10404040404040404;0.7906518946692357;2.5987318992614745
293;11;sqrt;1262;0.8363636363636363;0.10808080808080808;0.8012917469492613;7.5416747570037845
294;10;sqrt;503;0.9636363636363636;0.3787878787878788;0.775619246414044;1.4367226123809815
295;18;sqrt;1063;0.8545454545454545;0.10808080808080808;0.8024480839220723;6.689476537704468
296;12;log2;1177;0.8818181818181817;0.10808080808080808;0.8017539070862771;7.337619972229004
297;5;sqrt;1610;0.9909090909090909;0.10404040404040404;0.8070742346392636;9.630829000473023
298;5;sqrt;758;0.9454545454545454;0.10808080808080808;0.8029131877542282;4.275828170776367
299;18;sqrt;751;0.9636363636363636;0.2737373737373737;0.7867220616570327;2.552979564666748
300;19;sqrt;710;0.9636363636363636;0.20505050505050504;0.784407246842218;3.2229185581207274
301;5;log2;1;0.40909090909090906;0.10404040404040404;0.7589632840933419;0.014999914169311523
