param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_features,param_model__max_depth,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
101,13,5,log2,1,0.8356150732479766,0.00740635149049398,0.8405899636993791,0.8372163812974335,0.8458137062829562,0.8282875837088423,0.8261677312512719
166,3,6,sqrt,12,0.9280416277796368,0.005683010747633298,0.9337644687147345,0.9276804516761856,0.9312764271882652,0.9301147445477342,0.9173720467712647
217,8,1,log2,14,0.9304907714777955,0.005699299817836624,0.9356057032852236,0.9322625472643248,0.9320144887155196,0.9331927668223439,0.9193783513015651
48,7,10,sqrt,6,0.9050929527213055,0.006084793507057773,0.911238605832556,0.9040515647341101,0.9099176253459935,0.9061989307279033,0.8940580369659645
136,14,3,log2,5,0.8979059726078985,0.005648844397681303,0.9049178781431132,0.8958879054861991,0.9024348169389051,0.8976422209625196,0.888647041508755
77,2,7,sqrt,14,0.9276847367113895,0.006093011294121081,0.9327844567659256,0.929602031983831,0.9297566318540367,0.9305680628112196,0.915712500141935
19,11,3,log2,11,0.9251412622807414,0.006741385563110326,0.9320813287634381,0.9255706438429511,0.9270506974026348,0.92863163392847,0.9123720074662129
195,5,8,sqrt,1,0.8395039221561433,0.008122392691842504,0.8463866208279616,0.8367805319458359,0.8512849694861782,0.8293846313753888,0.8336828571453527
207,7,6,log2,3,0.8796834269260652,0.005060704499944974,0.8845262926200383,0.8755287621267003,0.8858808393113405,0.8797920500728891,0.8726891904993577
58,10,5,sqrt,9,0.9221436787967164,0.006083878152181239,0.9275437511573225,0.922102628110449,0.9268388868459967,0.9235708901546086,0.910662237715206
118,4,10,log2,12,0.9260695600021144,0.0060629534808221905,0.9318717005390939,0.927572144422482,0.9278018606138052,0.9287635242132221,0.9143385702219686
148,12,1,sqrt,7,0.9139307484633263,0.006005862950466784,0.9203849472959706,0.9125218033856498,0.9188359415874524,0.9145744005324524,0.9033366495151067
80,9,9,log2,7,0.9130888324156716,0.0057942474056707095,0.9188808647863014,0.9113968054600832,0.9179795281821588,0.9143866097296598,0.9028003539201549
131,8,1,sqrt,13,0.9294445587453708,0.006096711608105762,0.9359332473857613,0.9312179063334414,0.931062433017641,0.9311820950640716,0.9178271119259388
182,13,7,log2,9,0.9218979784516851,0.006044635602961507,0.9274625202203891,0.921179396117185,0.9255745743481256,0.9247561558261879,0.9105172457465383
27,3,5,sqrt,4,0.8844796980686512,0.005441345965370442,0.890001083079159,0.8810668439178926,0.890684790080453,0.8843754558294195,0.8762703174363325
43,1,2,log2,2,0.865135211703473,0.005961480232345793,0.8697588576659294,0.8635446518489533,0.8740805893312114,0.8601526258831628,0.8581393337881074
226,15,9,sqrt,11,0.9260140079480379,0.0060751832716217195,0.9311240265389331,0.9269650997343852,0.9292360582797838,0.9285853413119678,0.91415951387512
174,6,4,log2,15,0.9300699448147279,0.0060367279234670446,0.9351349132313842,0.9317742911770639,0.9325857221342471,0.9326459898802593,0.9182088076506848
94,10,7,sqrt,5,0.8972175198029946,0.005139435434886394,0.9024748358785694,0.8955398374168371,0.9019557320303855,0.8977793519208378,0.8883378417683431
212,12,8,log2,5,0.8980940254838881,0.00553080796056472,0.9049501958276996,0.8967285968707939,0.9023199588432436,0.8976522655868551,0.8888191102908487
56,4,3,sqrt,15,0.9294579210135849,0.005028906578855441,0.9347479744672823,0.9307038836011463,0.9304484007647889,0.9315087637163713,0.9198805825183357
109,9,8,log2,11,0.925741316736028,0.00589037311473062,0.9298994483283897,0.9273983287491997,0.928526820457144,0.9288133106121019,0.9140686755333041
161,7,4,sqrt,2,0.8696779178597517,0.004716175276033998,0.8721831207353758,0.8689722427724561,0.8769507315543575,0.8674210033968299,0.8628624908397393
144,4,1,log2,4,0.8882715047173761,0.004986945857877597,0.8937909866851139,0.8850375275899627,0.8936741576272327,0.8879404240228983,0.8809144276616726
209,15,10,sqrt,10,0.9241236948255442,0.005926780248589098,0.9293517945922904,0.924758776162971,0.927774783800379,0.9260488553058762,0.9126842642662053
215,14,10,sqrt,10,0.9240793237252651,0.005934723273626417,0.9292993875362046,0.9247054959817135,0.927772163463596,0.9259929547878356,0.9126266168569759
210,15,10,sqrt,10,0.9241243936429004,0.005925165100223494,0.9294015812955724,0.9247430541422721,0.9277765306915681,0.925998195461402,0.9127026066236873
211,14,9,sqrt,10,0.9245604178224667,0.006009313663933212,0.929515129917092,0.9258977492180478,0.9276350325052777,0.9269799483094898,0.912774229162427
215,14,9,sqrt,10,0.9245398044081762,0.0059897316907572455,0.9294347724310934,0.9258287470160913,0.9276088291374462,0.9270384691643134,0.912788204291937
222,15,10,sqrt,10,0.9241533920441103,0.0059459771805785286,0.9294076954521157,0.9247413072510833,0.9278245701992591,0.9261082496062945,0.9126851377117995
210,14,9,sqrt,10,0.92454399701325,0.006020221207963194,0.9294889263890491,0.9258610645030837,0.9276446404068159,0.9269895562110279,0.9127357975562739
208,15,9,sqrt,10,0.9245294977875453,0.00602438504776565,0.9294653432138104,0.9258243797881196,0.9276175635933901,0.9270279878171809,0.9127122145252256
228,8,4,sqrt,15,0.9302317069975519,0.006105886657854074,0.9351829530327963,0.9316336664363682,0.9329997353459849,0.9331097894908773,0.918232390681733
226,11,3,log2,15,0.9302806201089128,0.005723111032351886,0.9353122237711419,0.9324870227820815,0.9324983775748084,0.9320319576274074,0.9190735187891248
230,12,3,sqrt,13,0.9290218098387202,0.006069371831817116,0.9349200443014315,0.9305069216196127,0.9307209157902367,0.9316589963586054,0.917302171123714
228,4,3,log2,12,0.929312318493871,0.005747392870597315,0.9354519759207045,0.9296326025796342,0.9315201185090983,0.9314947885868612,0.9184621068730562
230,10,4,sqrt,14,0.929871498232022,0.006013822107430035,0.9353445414557282,0.9314703321102183,0.9322311032229269,0.9321655948033482,0.9181459195678889
230,2,4,sqrt,15,0.9302538925006962,0.006087849223712143,0.9351707247197095,0.9316799590528706,0.9329822664340972,0.9331517148794077,0.918284797417396
135,11,1,sqrt,5,0.8982063502968091,0.0057699180254018176,0.904712617173443,0.8965329450576518,0.9035152691391583,0.897702488708532,0.8885684314052604
215,9,1,log2,4,0.8886346841148706,0.005077166116035355,0.8943792558896796,0.8852401669678597,0.8937916360596774,0.8887278352262356,0.8810345264309005
73,11,2,log2,5,0.8978375816320128,0.006239704546482537,0.9047658976804638,0.8958420495924939,0.9036113481545405,0.8975850102760875,0.8873836024564783
228,1,2,log2,9,0.9237968508390078,0.00564503046947799,0.9288242302276913,0.9235761308281749,0.9273459220135366,0.9261955941657329,0.9130423769599028
228,5,3,log2,9,0.9235105361208223,0.006003583423194702,0.9294356458820282,0.9230468227979782,0.9270917493455709,0.925741402456653,0.9122370601218807
228,5,1,log2,9,0.923136700729265,0.005715914202907411,0.9288818779893857,0.9224371577730979,0.9268664003822198,0.9249718968880007,0.9125261706136217
228,12,3,log2,9,0.9227894184351747,0.005895088896622266,0.9286154754542819,0.9217017165826266,0.9263641691654487,0.9253894038821162,0.9118763270914001
228,12,2,log2,9,0.9227857506184094,0.0061795746834334515,0.9291509008772942,0.9223271036282058,0.9255422568611336,0.9257029708505004,0.9112055208749131
105,10,7,log2,9,0.9217304511701323,0.006203835076694242,0.9271218743558299,0.9203103177507728,0.9261056292695111,0.9248845523285623,0.9102298821459859
117,5,3,sqrt,15,0.9307033687122299,0.005492592150915504,0.936077366789998,0.9325586453208209,0.9320965926013919,0.9326931559423561,0.9200910829065824
188,14,5,sqrt,14,0.9284937229693601,0.0060155573908964605,0.933560081195999,0.9296535652738993,0.9309846963597407,0.9315419546489578,0.9167283173682035
229,4,3,log2,12,0.9293507501448829,0.005756384015380446,0.9354886608599648,0.929675401413759,0.931548942213713,0.9315611704520341,0.9184795757849435
229,2,3,log2,12,0.9293507501448829,0.005756384015380446,0.9354886608599648,0.929675401413759,0.931548942213713,0.9315611704520341,0.9184795757849435
228,4,2,log2,12,0.9288715756744768,0.005592539584942535,0.9336753767193882,0.9299199661801866,0.931232754908546,0.9315803862551107,0.9179493943091525
229,3,3,log2,12,0.9293507501448829,0.005756384015380446,0.9354886608599648,0.929675401413759,0.931548942213713,0.9315611704520341,0.9184795757849435
228,2,2,log2,12,0.9288715756744768,0.005592539584942535,0.9336753767193882,0.9299199661801866,0.931232754908546,0.9315803862551107,0.9179493943091525
78,11,6,log2,10,0.924819657226806,0.005906622982220574,0.930130039375168,0.9247177242200348,0.9283573720118334,0.9273555299150747,0.9135376206119186
228,1,3,log2,12,0.929312318493871,0.005747392870597315,0.9354519759207045,0.9296326025796342,0.9315201185090983,0.9314947885868612,0.9184621068730562
228,3,3,log2,12,0.929312318493871,0.005747392870597315,0.9354519759207045,0.9296326025796342,0.9315201185090983,0.9314947885868612,0.9184621068730562
55,1,6,sqrt,4,0.8865741348124084,0.004495518055787747,0.8912710807383105,0.8840937696252308,0.8916316051047654,0.8861620887927322,0.879712129801003
139,5,5,sqrt,7,0.9135630277473981,0.006147661377170512,0.9202862473403419,0.9121750454846793,0.9186795948260575,0.913861668927435,0.9028125821584763
168,2,6,sqrt,13,0.9283499526421638,0.005818401882112474,0.9325931710112116,0.9308519326293944,0.9303759047804551,0.9311209538724647,0.9168078009172926
117,3,2,log2,6,0.9063943884315471,0.005431322822524979,0.9126898445606717,0.9036266334524423,0.9109941470410718,0.9071274033947336,0.8975339137088159
229,3,3,log2,11,0.9277530408564605,0.006044649209712291,0.9333565671281981,0.9285827209751846,0.9304824651429698,0.9302841929930447,0.9160592580429054
148,3,3,log2,15,0.9308214590767439,0.005741443737084992,0.9365027373952296,0.9325036182483748,0.9326442429890706,0.9327167389734043,0.91973995777764
11,3,3,log2,10,0.9212849919592122,0.005589778580629455,0.9255208387924017,0.9197984786324638,0.9270140126876707,0.9228472404796615,0.9112443892038631
228,3,5,log2,12,0.9284668218009816,0.00627799993082835,0.9343418197826153,0.9294675213622956,0.9306920920856221,0.9315052699339939,0.9163274058403812
123,3,9,sqrt,6,0.9060354017347194,0.005700762817076597,0.9122339031727233,0.9038541660297793,0.910755696393805,0.9070915921253639,0.8962416509519248
222,15,9,sqrt,4,0.8889300835083478,0.005215880777807325,0.8944556828464718,0.8863070807614,0.8948498153972737,0.8880299521963225,0.8810078863402717
228,3,10,log2,12,0.9262901928804773,0.006380194266974363,0.9322979445952603,0.9275459410546505,0.9283966770635806,0.9292709961035593,0.9139394055853352
100,2,4,log2,14,0.9297223146323665,0.006744072165379124,0.9360869747502802,0.931819710347972,0.9312502238204337,0.9327979694136822,0.9166566948294641
12,11,1,sqrt,4,0.8808205677213357,0.006096436094824489,0.8861421768493576,0.8740229419219819,0.885020058678075,0.8861655825751098,0.8727520785821531
228,3,9,log2,12,0.9267747799066631,0.006246985614625889,0.9318157996792689,0.9282577992140737,0.9297566318540367,0.9295531190305454,0.9144905497553916
228,3,6,log2,12,0.928100498105621,0.005872207210249408,0.9338404589460592,0.9280621474009317,0.9312362486909234,0.9304117160498248,0.916951919440366
158,2,1,sqrt,12,0.9289551640274774,0.005422501647624762,0.9333561304027307,0.9296072726573971,0.9317594426019593,0.9316782121616819,0.9183747623136176
228,2,3,log2,15,0.9309119482646182,0.00568100132418943,0.9366861620915307,0.9327254734293483,0.9324844024452982,0.9326686994657134,0.9199950038912
221,6,2,sqrt,11,0.9280093100662123,0.005608349218475845,0.9335792971165637,0.9285014905349068,0.9301557964906703,0.9305270108682834,0.9172829553206375
228,4,3,log2,14,0.9307507100124368,0.006487417728257329,0.9365263205704684,0.9330538889728367,0.9332373125476574,0.9328765795171767,0.918059448454045
228,1,3,log2,14,0.9307507100124368,0.006487417728257329,0.9365263205704684,0.9330538889728367,0.9332373125476574,0.9328765795171767,0.918059448454045
228,4,3,log2,13,0.9298608418262161,0.006142334828838364,0.9350423274322988,0.9311917029656098,0.932369981072434,0.9328678450612329,0.9178323525995051
204,7,6,log2,3,0.8797596788145713,0.0050910884664186196,0.8845983523221567,0.8756379428259983,0.885993513793016,0.8799021042177814,0.8726664809139036
228,3,3,log2,14,0.9307507100124368,0.006487417728257329,0.9365263205704684,0.9330538889728367,0.9332373125476574,0.9328765795171767,0.918059448454045
162,14,4,log2,7,0.9141604644228767,0.006277010440650841,0.9201954084431261,0.9131585452239558,0.9194438597211437,0.9152652959976103,0.9027392127285478
228,1,3,sqrt,12,0.929312318493871,0.005747392870597315,0.9354519759207045,0.9296326025796342,0.9315201185090983,0.9314947885868612,0.9184621068730562
58,4,1,sqrt,1,0.8209701696215573,0.007586906684844395,0.8274772815411868,0.8200064460284867,0.8311944106469524,0.8102854332857888,0.8158872766053712
146,2,1,sqrt,4,0.8884241830873801,0.005056232799736592,0.8938564955052215,0.8851493286260439,0.8940995256316977,0.8880225279087703,0.8809930377651671
151,3,5,log2,15,0.9296307768686634,0.0064003638905278225,0.9355428148179205,0.9309881901421183,0.9322005326271234,0.9322284828861438,0.9171938638700105
73,12,1,log2,8,0.9193143243263814,0.005822508204002871,0.9257802537200275,0.9190778860170967,0.9229839347151825,0.9200736139946947,0.9086559331849058
124,10,3,log2,4,0.8874165737824417,0.004384199288583145,0.8918388238459092,0.8842068808297034,0.8923395327590136,0.8877539433884972,0.8809436880890844
101,11,3,log2,7,0.9133357556486198,0.005873106219555806,0.9190145027793208,0.9132354084362617,0.9183869905519391,0.9134153382287047,0.9026265382468724
39,7,2,sqrt,2,0.8653712165530107,0.005931620836512264,0.8696361378095949,0.8638066855272686,0.8745055206128792,0.8604072352739257,0.8585005035413851
230,15,2,log2,15,0.9298514101550314,0.006346645070137166,0.9363027171311679,0.9312318814629515,0.931774291177064,0.9322747755026461,0.917673385501327
229,8,4,log2,13,0.929547450089534,0.006150744713459006,0.9354860405071606,0.9309637336654756,0.9321210490780345,0.9315105106075601,0.9176559165894396
59,1,4,sqrt,10,0.9253844270114211,0.005711727648054307,0.9300182376555178,0.9258418487000073,0.9283582454574277,0.9284255007681955,0.9142783024759562
182,1,4,sqrt,9,0.923532021961762,0.006024708677307267,0.9286827311762589,0.9232564497406304,0.9280053734372967,0.925609512171901,0.912106043282723
176,1,3,sqrt,9,0.9235734239643687,0.00593441767491233,0.9292399928726405,0.9229769471504274,0.9273188452001108,0.9259012430004253,0.9124300915982395
188,1,3,sqrt,9,0.9235260833487988,0.005954195327984761,0.9293509211413559,0.9229865550519656,0.9271144589310248,0.9258270001249027,0.9123514814947451
164,15,2,log2,11,0.9271435494697119,0.005951821490152253,0.9324970914083872,0.927803607504994,0.9299155989522147,0.9298832814652224,0.9156181680177413
229,1,3,log2,12,0.9293507501448829,0.005756384015380446,0.9354886608599648,0.929675401413759,0.931548942213713,0.9315611704520341,0.9184795757849435
229,1,3,sqrt,12,0.9293507501448829,0.005756384015380446,0.9354886608599648,0.929675401413759,0.931548942213713,0.9315611704520341,0.9184795757849435
230,1,3,log2,12,0.9293584364554329,0.0057508409862923665,0.9354799263506172,0.9296788951961366,0.9316153240788861,0.9315227388458814,0.9184952978056427
230,1,3,sqrt,12,0.9293584364554329,0.0057508409862923665,0.9354799263506172,0.9296788951961366,0.9316153240788861,0.9315227388458814,0.9184952978056427
99,2,10,log2,6,0.9055440885852079,0.006213621314972489,0.9122317195453862,0.9037384344885233,0.9100936246332622,0.9071483660889987,0.8945082981698693
228,1,5,sqrt,11,0.9274793026451025,0.005916633399696971,0.9330604672613121,0.928058653618554,0.9300265265427013,0.9301662778378028,0.9160845879651426
228,11,4,log2,12,0.9288638902963579,0.006188663758125578,0.9344466338947875,0.9296806420873254,0.9321638479121594,0.9311462837947018,0.9168820437928151
56,5,7,sqrt,1,0.8205654994280506,0.0069984672893601526,0.825146914447228,0.8213476217386634,0.8304048158296292,0.8106278239587874,0.8153003211659451
228,1,4,sqrt,12,0.9286259636277971,0.0061554412699991075,0.934374137467202,0.9304152098322025,0.9302230518014378,0.9314388880688205,0.9166785309693238
227,4,3,log2,12,0.9293318836634363,0.005739100278404378,0.9354423679604221,0.9296780217505421,0.931526232628259,0.9315253591826645,0.9184874367952932
210,7,9,sqrt,5,0.8985626291894654,0.005619274139256288,0.9050681117038931,0.8980256635784543,0.9031195982849021,0.8977221412344057,0.8888776311456724
163,2,5,log2,3,0.8790768181826716,0.00513390791695585,0.8838899836140605,0.8753959983963538,0.8854659526540082,0.8789190412013022,0.8717131150476333
228,12,3,log2,12,0.9286109404148414,0.005982713665476374,0.9344160631120706,0.9287390677365792,0.9312161594422524,0.9314834337941341,0.917199977989171
210,1,1,sqrt,4,0.889249241841202,0.005445272518285638,0.8955291540453008,0.8857843235731611,0.8945126653978412,0.8894807453285946,0.8809393208611125
228,15,3,log2,12,0.9282182387308874,0.005968223165034257,0.9339706031353394,0.9291522075027231,0.9301697716201806,0.9310764081471511,0.9167222032490429
77,8,7,log2,12,0.9267800201166843,0.006303433606696408,0.9314367219735799,0.9286211525813373,0.9291408527099959,0.9303750313348605,0.9143263419836475
227,2,3,sqrt,12,0.9293318836634363,0.005739100278404378,0.9354423679604221,0.9296780217505421,0.931526232628259,0.9315253591826645,0.9184874367952932
227,3,3,sqrt,12,0.9293318836634363,0.005739100278404378,0.9354423679604221,0.9296780217505421,0.931526232628259,0.9315253591826645,0.9184874367952932
174,9,2,sqrt,15,0.9309523015867244,0.006246110918723455,0.936797090360246,0.9327534236883687,0.9331263849571705,0.9332783644905934,0.9188062444372433
227,4,3,sqrt,12,0.9293318836634363,0.005739100278404378,0.9354423679604221,0.9296780217505421,0.931526232628259,0.9315253591826645,0.9184874367952932
227,3,3,log2,12,0.9293318836634363,0.005739100278404378,0.9354423679604221,0.9296780217505421,0.931526232628259,0.9315253591826645,0.9184874367952932
227,1,3,log2,12,0.9293318836634363,0.005739100278404378,0.9354423679604221,0.9296780217505421,0.931526232628259,0.9315253591826645,0.9184874367952932
94,6,10,log2,13,0.9266701406181876,0.006334792857888995,0.9314017839361891,0.9289015286171347,0.9287224722702859,0.9301758857393412,0.9141490325279874
228,1,4,log2,12,0.9286259636277971,0.0061554412699991075,0.934374137467202,0.9304152098322025,0.9302230518014378,0.9314388880688205,0.9166785309693238
227,5,3,log2,12,0.9293318836634363,0.005739100278404378,0.9354423679604221,0.9296780217505421,0.931526232628259,0.9315253591826645,0.9184874367952932
32,15,7,log2,10,0.9237583347795788,0.006798442666232389,0.931188661908106,0.9224707854284818,0.9291094086685981,0.9243176861378071,0.9117051317549006
125,7,6,sqrt,14,0.9287636189397167,0.006318256222716345,0.9346082223177196,0.9304099691586362,0.931035356204215,0.9312956429913415,0.9164689040266716
196,8,1,sqrt,6,0.9071700965213155,0.006011496057610425,0.9135545609860911,0.9060731545623122,0.9122414273498526,0.9074383500263343,0.8965429896819872
58,2,1,sqrt,6,0.9062729794447962,0.005575495030551361,0.9126496658176723,0.9030571469249038,0.9105770767697536,0.9079274795591895,0.8971535281524617
227,6,3,log2,12,0.9293318836634363,0.005739100278404378,0.9354423679604221,0.9296780217505421,0.931526232628259,0.9315253591826645,0.9184874367952932
199,1,1,sqrt,2,0.8706182719847619,0.004865838982821364,0.8743077901341971,0.8699020256076779,0.8772092714502953,0.8685818125917663,0.8630904601398736
43,7,8,log2,3,0.8782604064772176,0.004537631331199814,0.8821657914688301,0.8739735922458993,0.8842426920990732,0.8784473805803347,0.8724725759919504
227,12,7,log2,1,0.8397138989101384,0.007974540536161832,0.8467408051820097,0.8376535408174228,0.8509172488909424,0.8296169679034948,0.8336409317568223
227,12,6,sqrt,1,0.8397138989101384,0.007974540536161832,0.8467408051820097,0.8376535408174228,0.8509172488909424,0.8296169679034948,0.8336409317568223
227,12,3,log2,1,0.8397138989101384,0.007974540536161832,0.8467408051820097,0.8376535408174228,0.8509172488909424,0.8296169679034948,0.8336409317568223
227,11,3,sqrt,1,0.8397138989101384,0.007974540536161832,0.8467408051820097,0.8376535408174228,0.8509172488909424,0.8296169679034948,0.8336409317568223
227,10,7,log2,1,0.8397138989101384,0.007974540536161832,0.8467408051820097,0.8376535408174228,0.8509172488909424,0.8296169679034948,0.8336409317568223
227,8,7,sqrt,1,0.8397138989101384,0.007974540536161832,0.8467408051820097,0.8376535408174228,0.8509172488909424,0.8296169679034948,0.8336409317568223
227,9,1,log2,1,0.8397138989101384,0.007974540536161832,0.8467408051820097,0.8376535408174228,0.8509172488909424,0.8296169679034948,0.8336409317568223
227,9,1,sqrt,1,0.8397138989101384,0.007974540536161832,0.8467408051820097,0.8376535408174228,0.8509172488909424,0.8296169679034948,0.8336409317568223
227,12,3,sqrt,11,0.9275455092967313,0.005838995374627313,0.9326316028523415,0.9280988321158957,0.9312991367737191,0.9294098739530663,0.9162881007886341
