Iteration,Score
1,-0.030468644138217815
2,-0.030468644138217815
3,-0.030468644138217815
4,-0.030468644138217815
5,-0.0303693223252393
6,-0.030468644138217815
7,-0.030468644138217815
8,-0.030468644138217815
9,-0.030468644138217815
10,-0.030468644138217815
11,-0.030468644138217815
12,0.45343038779106803
13,0.4493817031984519
14,-0.022740219500798187
15,0.03636835597119068
16,0.4493817031984519
17,0.4493817031984519
18,0.4493817031984519
19,0.4493817031984519
20,0.4493817031984519
21,0.4493817031984519
22,0.4493817031984519
23,0.4493817031984519
24,0.4493817031984519
25,0.4493817031984519
26,0.4493817031984519
27,0.4493817031984519
28,0.4493817031984519
29,0.4493817031984519
30,0.4493817031984519
31,-0.030468644138217815
32,0.4493817031984519
33,0.4493817031984519
34,0.4493817031984519
35,-0.03036806111659156
36,0.4493817031984519
37,0.4493817031984519
38,0.4493817031984519
39,0.4493817031984519
40,-0.027198648523764458
41,-0.030205930496233303
42,0.4493817031984519
43,0.4493817031984519
44,0.4493817031984519
45,0.4493817031984519
46,0.4493817031984519
47,-0.030468644138217815
48,0.3716480748539994
49,-0.030294930898249816
50,0.4493817031984519
