,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,1.129980246225993,0.05732021507562506,0.0019427935282389324,0.001678693824794676,0.21197606382337986,67,1,4,743,0.7472352791392958,"{'learning_rate': 0.21197606382337986, 'max_depth': 67, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 743, 'subsample': 0.7472352791392958}",0.6853686633170624,0.7817969112295443,0.40591746334496237,0.6243610126305231,0.1594005226198514,128
1,0.20932888984680176,0.0034853167775540325,0.0033326943715413413,0.00023806564381295348,0.15242449069545322,58,3,3,97,0.621724867320349,"{'learning_rate': 0.15242449069545322, 'max_depth': 58, 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 97, 'subsample': 0.621724867320349}",0.753696211913113,0.7841741659583685,0.23236104198193885,0.5900771399511401,0.2532493257383977,173
2,0.18097138404846191,0.02177168053065496,0.004391590754191081,0.001367742609303092,0.050585721162811514,33,3,2,112,0.3917358040415869,"{'learning_rate': 0.050585721162811514, 'max_depth': 33, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 112, 'subsample': 0.3917358040415869}",0.7687348070129206,0.8326700601826474,0.3553837981931449,0.6522628884629044,0.211541681990444,75
3,0.21547500292460123,0.0009814881506222308,0.007478396097819011,0.00640337248046981,0.08098019031663675,37,1,2,69,0.6686128159183453,"{'learning_rate': 0.08098019031663675, 'max_depth': 37, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 69, 'subsample': 0.6686128159183453}",0.7559794113510556,0.7953691028974571,0.2711524564162139,0.6075003235549089,0.23837687632065893,153
4,1.032846212387085,0.015974771356191263,0.00911855697631836,0.007193743485007191,0.13767458163858212,85,4,4,597,0.4850771417540376,"{'learning_rate': 0.13767458163858212, 'max_depth': 85, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 597, 'subsample': 0.4850771417540376}",0.7942189913581481,0.7887666435915751,0.4685222292838084,0.6838359547445106,0.15226606604420406,24
5,0.5956656138102213,0.032882029322211535,0.0,0.0,0.0963563443447293,8,2,5,381,0.4219560269281196,"{'learning_rate': 0.0963563443447293, 'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 381, 'subsample': 0.4219560269281196}",0.7346149918662512,0.813831501797354,0.4704304343446587,0.6729589760027547,0.1468154658089137,40
6,0.5002249081929525,0.011427571857555779,0.011884768803914389,0.002644574369200124,0.1309908849273479,86,3,8,412,0.31106158766405756,"{'learning_rate': 0.1309908849273479, 'max_depth': 86, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 412, 'subsample': 0.31106158766405756}",0.8046649574328143,0.8058098371211972,0.4236072154377196,0.6780273366639104,0.17990280014670407,33
7,0.4559935728708903,0.008736717871486607,0.004503806432088216,0.004334101010399143,0.2965186330898335,4,3,7,577,0.1251837595386541,"{'learning_rate': 0.2965186330898335, 'max_depth': 4, 'min_samples_leaf': 3, 'min_samples_split': 7, 'n_estimators': 577, 'subsample': 0.1251837595386541}",0.648638594480947,0.3864200253566612,0.21283832075200437,0.4159656468632042,0.17913714942879425,197
8,1.8998093605041504,0.15486245858517944,0.0033379395802815757,0.004720559424816161,0.06043288970864324,23,2,4,485,0.9008791296460938,"{'learning_rate': 0.06043288970864324, 'max_depth': 23, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 485, 'subsample': 0.9008791296460938}",0.7585141465728342,0.7910297033086545,0.20544851806184272,0.5849974559811105,0.2687097102378863,180
9,1.1498143672943115,0.05599428622356393,0.003185907999674479,0.0023371625337683436,0.227609824382386,31,1,8,366,0.6615576566129001,"{'learning_rate': 0.227609824382386, 'max_depth': 31, 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 366, 'subsample': 0.6615576566129001}",0.7170586102085468,0.7725665213395958,0.44823934024345535,0.6459548239305327,0.1416306026646885,84
