,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,0.9534463882446289,0.04754838009741681,0.011144479115804037,0.0024180260769604118,0.25902119323018624,37,1,6,626,0.22047701844461917,"OrderedDict([('learning_rate', 0.25902119323018624), ('max_depth', 37), ('min_samples_leaf', 1), ('min_samples_split', 6), ('n_estimators', 626), ('subsample', 0.22047701844461917)])",0.648642605247941,0.6458586127029815,0.0610311819436804,0.451844133298201,0.2763488252956708,158
1,0.6403732299804688,0.04553420242533836,0.006094455718994141,0.003093187606725273,0.297830251145841,77,4,2,492,0.2639346539657515,"OrderedDict([('learning_rate', 0.297830251145841), ('max_depth', 77), ('min_samples_leaf', 4), ('min_samples_split', 2), ('n_estimators', 492), ('subsample', 0.2639346539657515)])",0.6957057630958272,0.6813361964288984,0.01933310124968668,0.46545835359147075,0.31551273264779056,156
2,0.368189016977946,0.007899106152113745,0.0021692117055257163,0.00306772861361294,0.20530840374042408,70,2,3,429,0.12925552688269729,"OrderedDict([('learning_rate', 0.20530840374042408), ('max_depth', 70), ('min_samples_leaf', 2), ('min_samples_split', 3), ('n_estimators', 429), ('subsample', 0.12925552688269729)])",0.5692781226588033,0.5695114520975574,-0.33113449367975223,0.26921836035886954,0.42451358488266366,183
3,1.3840396404266357,0.22075458044482038,0.008524656295776367,0.0024531406616522494,0.1731583262018099,36,3,7,599,0.4264380048098445,"OrderedDict([('learning_rate', 0.1731583262018099), ('max_depth', 36), ('min_samples_leaf', 3), ('min_samples_split', 7), ('n_estimators', 599), ('subsample', 0.4264380048098445)])",0.7532203665415871,0.7433086826413973,-0.16407846602655263,0.44415019438547726,0.4301016452571753,160
4,1.5463813940684001,0.26024752724940137,0.01106103261311849,0.001735580808451831,0.10595164683055691,46,1,7,480,0.5120127373607486,"OrderedDict([('learning_rate', 0.10595164683055691), ('max_depth', 46), ('min_samples_leaf', 1), ('min_samples_split', 7), ('n_estimators', 480), ('subsample', 0.5120127373607486)])",0.7484127892277652,0.7889617044247712,-0.34395459945705276,0.39780663139849454,0.5247655643752842,174
5,0.8644436200459799,0.028704247074831796,0.008020401000976562,0.005736976545431484,0.12957468900051045,59,4,4,826,0.20911291019238348,"OrderedDict([('learning_rate', 0.12957468900051045), ('max_depth', 59), ('min_samples_leaf', 4), ('min_samples_split', 4), ('n_estimators', 826), ('subsample', 0.20911291019238348)])",0.7795558375983884,0.741444132120459,0.018518432506868132,0.5131728007419052,0.3501193449231389,148
6,0.42409690221150714,0.01251633498102588,0.004010995229085286,0.004018099605748278,0.22983033879286185,61,5,3,588,0.15380772628240233,"OrderedDict([('learning_rate', 0.22983033879286185), ('max_depth', 61), ('min_samples_leaf', 5), ('min_samples_split', 3), ('n_estimators', 588), ('subsample', 0.15380772628240233)])",0.6708639561453329,0.747989300872641,0.06676951215656401,0.495207589724846,0.3045832884807596,151
7,4.402514219284058,0.5262539605695872,0.016564051310221355,0.0009619012733337005,0.23272583636543248,19,1,8,945,0.8388382819211124,"OrderedDict([('learning_rate', 0.23272583636543248), ('max_depth', 19), ('min_samples_leaf', 1), ('min_samples_split', 8), ('n_estimators', 945), ('subsample', 0.8388382819211124)])",0.6384539533227909,0.7583067203402264,-0.2139472543640495,0.3942711397663226,0.43284976813310977,175
8,0.7609646320343018,0.034177736523648805,0.005854368209838867,0.0018978203461009746,0.22093536224702812,63,5,5,844,0.2036846316482945,"OrderedDict([('learning_rate', 0.22093536224702812), ('max_depth', 63), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 844), ('subsample', 0.2036846316482945)])",0.7101337070319196,0.6681988898779505,-0.20382822313429383,0.3915014579251921,0.4213096280925515,180
9,1.3773403962453206,0.11252936908279232,0.009134292602539062,0.0020471676405904313,0.017756903622329234,99,2,8,698,0.37609714037490494,"OrderedDict([('learning_rate', 0.017756903622329234), ('max_depth', 99), ('min_samples_leaf', 2), ('min_samples_split', 8), ('n_estimators', 698), ('subsample', 0.37609714037490494)])",0.7942163824584352,0.795361184100122,0.033170996153179644,0.5409161875705789,0.3590303721584181,141
10,1.764359474182129,0.23685893526619753,0.013170639673868815,0.0012085564898163495,0.15154805976484811,82,2,4,730,0.3726130343579962,"OrderedDict([('learning_rate', 0.15154805976484811), ('max_depth', 82), ('min_samples_leaf', 2), ('min_samples_split', 4), ('n_estimators', 730), ('subsample', 0.3726130343579962)])",0.7781364641280033,0.7796539501422558,0.04428571556245087,0.5340253766109034,0.34629878948083803,144
11,2.822399695714315,0.38671510905733125,0.012359301249186197,0.0036611399744496567,0.019315346942721523,63,3,9,795,0.7170202099856609,"OrderedDict([('learning_rate', 0.019315346942721523), ('max_depth', 63), ('min_samples_leaf', 3), ('min_samples_split', 9), ('n_estimators', 795), ('subsample', 0.7170202099856609)])",0.7417269344434847,0.7799128452633859,-0.05415384105665,0.4891619795500735,0.38449846262150766,152
12,0.3834707736968994,0.0021693825865527375,0.0038741429646809897,0.00019342593676599634,0.07997813619776517,4,4,5,716,0.11425390968262453,"OrderedDict([('learning_rate', 0.07997813619776517), ('max_depth', 4), ('min_samples_leaf', 4), ('min_samples_split', 5), ('n_estimators', 716), ('subsample', 0.11425390968262453)])",0.7859535089449834,0.7893913841631245,0.20733972312327187,0.5942282054104598,0.2735750695773365,116
13,0.45886842409769696,0.005731981527040699,0.0064305464426676435,0.0009167993986324217,0.025401085169561986,93,3,5,734,0.1,"OrderedDict([('learning_rate', 0.025401085169561986), ('max_depth', 93), ('min_samples_leaf', 3), ('min_samples_split', 5), ('n_estimators', 734), ('subsample', 0.1)])",0.8335104475454913,0.8100656973110987,0.09630517129035143,0.5799604387156472,0.34212982658591656,132
14,0.41274221738179523,0.00637033277212004,0.0059168338775634766,0.00179002479120825,0.2687277188468114,83,4,6,737,0.1,"OrderedDict([('learning_rate', 0.2687277188468114), ('max_depth', 83), ('min_samples_leaf', 4), ('min_samples_split', 6), ('n_estimators', 737), ('subsample', 0.1)])",0.3669793686202524,0.5271049202431362,-0.44214260652133497,0.15064722744735118,0.4242325529809486,187
15,1.5211908022562664,0.18014491617050474,0.011028687159220377,0.0013877297575959635,0.08974370152114015,89,5,10,752,0.4592638095707291,"OrderedDict([('learning_rate', 0.08974370152114015), ('max_depth', 89), ('min_samples_leaf', 5), ('min_samples_split', 10), ('n_estimators', 752), ('subsample', 0.4592638095707291)])",0.7870640418280317,0.7891749412398454,-0.15316433674698637,0.47435821544029694,0.4437262888326639,153
16,3.2682737509409585,0.4455768902918267,0.01941196123758952,0.001757902661067056,0.08082756061463472,95,1,2,730,0.5376216776235256,"OrderedDict([('learning_rate', 0.08082756061463472), ('max_depth', 95), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 730), ('subsample', 0.5376216776235256)])",0.7405202481386464,0.775516839857181,-0.22432546743591741,0.43057054018663665,0.4633017562078728,164
17,0.3833616574605306,0.0030550889392587594,0.005728244781494141,0.0008452971937344908,0.0427519019890831,49,4,5,671,0.1,"OrderedDict([('learning_rate', 0.0427519019890831), ('max_depth', 49), ('min_samples_leaf', 4), ('min_samples_split', 5), ('n_estimators', 671), ('subsample', 0.1)])",0.8148600330175995,0.8161439257329862,0.11234943677565423,0.5811177985087467,0.33146970179949753,131
18,0.3802186648050944,0.0027510141331182434,0.00486294428507487,0.0006083798827087834,0.05745984347855996,71,5,10,713,0.1,"OrderedDict([('learning_rate', 0.05745984347855996), ('max_depth', 71), ('min_samples_leaf', 5), ('min_samples_split', 10), ('n_estimators', 713), ('subsample', 0.1)])",0.7862749517457702,0.8048514390251952,0.010363276997787052,0.5338298892562509,0.3702244743232816,146
19,0.26356275876363117,0.0006410816637497055,0.0020324389139811196,0.00047553904320307174,0.01,1,4,7,717,0.1,"OrderedDict([('learning_rate', 0.01), ('max_depth', 1), ('min_samples_leaf', 4), ('min_samples_split', 7), ('n_estimators', 717), ('subsample', 0.1)])",0.6919857772866953,0.7485818641080852,0.2518609603397778,0.5641428672448527,0.2220221780154346,137
20,5.15095051129659,0.8681272212166482,0.016010443369547527,0.0013113509853029336,0.07505220883176225,81,3,5,690,1.0,"OrderedDict([('learning_rate', 0.07505220883176225), ('max_depth', 81), ('min_samples_leaf', 3), ('min_samples_split', 5), ('n_estimators', 690), ('subsample', 1.0)])",0.6871770111602478,0.7065193748745411,-0.10815024032102061,0.42851538190458943,0.3795620496639207,165
